items,quality_control
"[['http://object-naming-amore.upf.edu//2392645_1227501_supercat_ambiguous.png', ['train', 'car', 'lady']], ['http://object-naming-amore.upf.edu//2416504_2986486_seed_ambiguous.png', ['suit', 'scroll', 'jacket', 'coat']], ['http://object-naming-amore.upf.edu//2322828_2912374_seed_ambiguous.png', ['these', 'jet', 'aircraft', 'airplane', 'plane']], ['http://object-naming-amore.upf.edu//2348989_2690211_supercat_unique.png', ['wlal', 'shoe', 'ledge', 'bench', 'wall']], ['http://object-naming-amore.upf.edu//2396770_1195220_singleton_obj.png', ['athelte', 'pitcher', 'player', 'athlete', 'shoe', 'baseball player', 'man']], ['http://object-naming-amore.upf.edu//2374807_3848502_singleton_obj.png', ['shelf', 'suit', 'jacket', 'shirt', 'suit jacket', 'coat', 'blazer']]]","['7b226c616479223a2022636f7572696572227d', '7b227363726f6c6c223a2022636f7572696572227d', '7b227468657365223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22776c616c223a202273616e732d77616c6c227d', '7b22617468656c7465223a202273616e732d6174686c657465227d', '7b227368656c66223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2413482_172725_singleton_obj.png', ['child', 'boy', 'tooth']], ['http://object-naming-amore.upf.edu//2406834_651916_supercat_ambiguous.png', ['mountain', 'train engine', 'car', 'train']], ['http://object-naming-amore.upf.edu//2404440_342630_singleton_obj.png', ['man', 'phone', 'lady', 'person', 'woman']], ['http://object-naming-amore.upf.edu//2358170_805434_supercat_unique.png', ['suit', 'glass', 'jacket', 'suit jacket', 'coat']], ['http://object-naming-amore.upf.edu//2349439_2670473_singleton_obj.png', ['person', 'goat', 'boy', 'man', 'shirt', 't-shirt', 'calico']], ['http://object-naming-amore.upf.edu//2325660_985593_seed_ambiguous.png', ['person', 'tie', 'shirt', 'lady', 'girl', 'skirt', 'woman']]]","['7b22746f6f7468223a20227365726966227d', '7b226d6f756e7461696e223a20227365726966227d', '7b226d616e223a20227365726966227d', '7b22676c617373223a20227365726966227d', '7b2263616c69636f223a2022636f7572696572227d', '7b227368697274223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2374968_724236_singleton_obj.png', ['airplane', 'plane', 'sloth']], ['http://object-naming-amore.upf.edu//2332727_3337741_supercat_ambiguous.png', ['sauce', 'food', 'pizza', 'tomato']], ['http://object-naming-amore.upf.edu//2351745_2530358_supercat_unique.png', ['tie', 'coat', 'guy', 'suit', 'jacket']], ['http://object-naming-amore.upf.edu//2397494_433678_singleton_obj.png', ['table', 'keyboard', 'desktop', 'keybboard', 'desk']], ['http://object-naming-amore.upf.edu//2356224_1884054_supercat_unique.png', ['path', 'shoe', 'walkway', 'sidewalk', 'boardwalk', 'bridge', 'boardwaok']], ['http://object-naming-amore.upf.edu//2347278_1996852_singleton_obj.png', ['skater', 'man', 'shirt', 'shoe', 'boy', 'tits', 'skateboarder']]]","['7b22736c6f7468223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22746f6d61746f223a20227365726966227d', '7b22677579223a20227365726966227d', '7b226b657962626f617264223a202273616e732d6b6579626f617264227d', '7b22626f61726477616f6b223a202273616e732d626f61726477616c6b227d', '7b2274697473223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2351090_2757928_seed_ambiguous.png', ['desk', 'table', 'floor']], ['http://object-naming-amore.upf.edu//2358072_1892705_seed_ambiguous.png', ['undershirt', 'guy', 'man', 'person']], ['http://object-naming-amore.upf.edu//2368711_616493_supercat_unique.png', ['table', 'person', 'man', 'shirt', 'boy']], ['http://object-naming-amore.upf.edu//2344153_2363893_supercat_unique.png', ['shoes', 'suit', 'coat', 'jacket', 'blazer']], ['http://object-naming-amore.upf.edu//2408676_257027_singleton_obj.png', ['helmet', 'boy', 'person', 'kid', 'skier', 'crown', 'child']], ['http://object-naming-amore.upf.edu//2359404_1810563_singleton_obj.png', ['nose', 'woman', 'cap', 'boy', 'person', 'man', 'lady']]]","['7b22666c6f6f72223a20227365726966227d', '7b22756e6465727368697274223a20227365726966227d', '7b227461626c65223a20227365726966227d', '7b2273686f6573223a20227365726966227d', '7b2263726f776e223a2022636f7572696572222c20226368696c64223a2022626f6c642d6b6964227d', '7b226e6f7365223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2381236_1338236_supercat_unique.png', ['coat', 'glove', 'jacket']], ['http://object-naming-amore.upf.edu//2371933_2094365_seed_ambiguous.png', ['sailboat', 'boat', 'ship', 'sails']], ['http://object-naming-amore.upf.edu//2349883_2361083_supercat_unique.png', ['pillow', 'sofa', 'dust', 'chair', 'couch']], ['http://object-naming-amore.upf.edu//2360522_1730925_supercat_unique.png', ['ground', 'class', 'woman', 'person', 'lady']], ['http://object-naming-amore.upf.edu//2398149_428020_seed_ambiguous.png', ['skater', 'lunches', 'man', 'skateboarder', 'boy', 'person', 'kid']], ['http://object-naming-amore.upf.edu//2358489_2580539_singleton_obj.png', ['girl', 'lady', 'woman', 'shirt', 'person', 'plate', 'wrist']]]","['7b22676c6f7665223a20227365726966227d', '7b227361696c73223a20227365726966227d', '7b2264757374223a20227365726966222c2022736f6661223a2022626f6c642d636f756368227d', '7b2267726f756e64223a20227365726966227d', '7b226c756e63686573223a2022636f7572696572227d', '7b227772697374223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2417506_2815283_supercat_unique.png', ['benhc', 'bench', 'table']], ['http://object-naming-amore.upf.edu//2316404_3165533_seed_ambiguous.png', ['taxi', 'car', 'mic', 'wheel']], ['http://object-naming-amore.upf.edu//2359722_2143408_singleton_obj.png', ['wheel', 'train', 'car', 'vehicle', 'vehkcle']], ['http://object-naming-amore.upf.edu//2359904_2293752_seed_ambiguous.png', ['bun', 'burger', 'hotdog', 'hohdog', 'sandwich']], ['http://object-naming-amore.upf.edu//2349527_1993094_singleton_obj.png', ['short', 'ts-hirt', 'shirt', 'man', 'boy', 't-shirt', 'person']], ['http://object-naming-amore.upf.edu//2414923_149355_singleton_obj.png', ['dinner', 'beef', 'leck', 'stir fry', 'sauce', 'plate', 'food']]]","['7b2262656e6863223a202273616e732d62656e6368227d', '7b226d6963223a2022636f7572696572227d', '7b227665686b636c65223a202273616e732d76656869636c65227d', '7b22686f68646f67223a202273616e732d686f74646f67227d', '7b2274732d68697274223a202273616e732d742d7368697274227d', '7b226c65636b223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2325323_2866876_singleton_obj.png', ['airplane', 'plane', 'airpplane']], ['http://object-naming-amore.upf.edu//2332450_3116643_supercat_ambiguous.png', ['pizza', 'toppings', 'cheese', 'cheeese']], ['http://object-naming-amore.upf.edu//2348888_879005_singleton_obj.png', ['donut', 'bandage', 'food', 'counter', 'table']], ['http://object-naming-amore.upf.edu//2410792_320341_singleton_obj.png', ['mat', 'rug', 'table', 'carpet', 'reflection']], ['http://object-naming-amore.upf.edu//2371025_1776405_seed_ambiguous.png', ['table', 'couhter', 't-shirt', 'counter', 'bread', 'wood', 'shirt']], ['http://object-naming-amore.upf.edu//2320742_2873086_seed_ambiguous.png', ['player', 'ball', 'soccer player', 'churros', 'kid', 'child', 'girl']]]","['7b2261697270706c616e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b2263686565657365223a202273616e732d636865657365227d', '7b2262616e64616765223a2022636f7572696572227d', '7b227265666c656374696f6e223a20227365726966222c2022727567223a2022626f6c642d636172706574227d', '7b22636f7568746572223a202273616e732d636f756e746572227d', '7b2263687572726f73223a2022636f7572696572222c20226b6964223a2022626f6c642d6368696c64227d']"
"[['http://object-naming-amore.upf.edu//498292_1076211_singleton_obj.png', ['ship', 'blat', 'boat']], ['http://object-naming-amore.upf.edu//2362521_3749883_singleton_obj.png', ['pants', 'kid', 'child', 'boy']], ['http://object-naming-amore.upf.edu//2417944_2800434_supercat_unique.png', ['stripes', 'airplane', 'plane', 't-shirt', 'aircraft']], ['http://object-naming-amore.upf.edu//2344832_3202854_singleton_obj.png', ['airplane', 'aircraft', 'propeller', 'plane', 'airpalne']], ['http://object-naming-amore.upf.edu//2403474_352711_singleton_obj.png', ['glasses', 'boy', 'kite', 'child', 'person', 'shirt', 'man']], ['http://object-naming-amore.upf.edu//2407556_277540_singleton_obj.png', ['fruit', 'dish', 'salad', 'bowl', 'plate', 'vegetable', 'food']]]","['7b22626c6174223a202273616e732d626f6174227d', '7b2270616e7473223a20227365726966222c20226368696c64223a2022626f6c642d6b6964227d', '7b2273747269706573223a20227365726966222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2261697270616c6e65223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22676c6173736573223a20227365726966227d', '7b226672756974223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2396391_444881_singleton_obj.png', ['airplane', 'lettering', 'plane']], ['http://object-naming-amore.upf.edu//2350242_2098126_singleton_obj.png', ['plane', 'aricraft', 'airplane', 'aircraft']], ['http://object-naming-amore.upf.edu//2384435_526732_singleton_obj.png', ['chair', 'carpet', 'floor', 'glass', 'rug']], ['http://object-naming-amore.upf.edu//2410059_227001_singleton_obj.png', ['phone', 'woman', 'peerson', 'person', 'girl']], ['http://object-naming-amore.upf.edu//2401176_401839_singleton_obj.png', ['cyclist', 'person', 'guy', 'bicyclist', 'biker', 'man', 'caboose']], ['http://object-naming-amore.upf.edu//2389988_1255090_singleton_obj.png', ['food', 'pastry', 'snacks', 'bun', 'donut', 'tpp', 'bread']]]","['7b226c6574746572696e67223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226172696372616674223a202273616e732d6169726372616674222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22676c617373223a20227365726966222c2022636172706574223a2022626f6c642d727567227d', '7b2270656572736f6e223a202273616e732d706572736f6e227d', '7b226361626f6f7365223a2022636f7572696572222c20226379636c697374223a2022626f6c642d62696379636c697374227d', '7b22747070223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2322781_2763680_supercat_ambiguous.png', ['bird', 'pattern', 'dog']], ['http://object-naming-amore.upf.edu//2319021_3037066_singleton_obj.png', ['lips', 'shirt', 'chair', 'seat']], ['http://object-naming-amore.upf.edu//2341879_3298298_singleton_obj.png', ['duck', 'goose', 'bird', 'swan', 'feather']], ['http://object-naming-amore.upf.edu//2392842_476877_singleton_obj.png', ['cap', 'umbrella', 'girl', 'person', 'woman']], ['http://object-naming-amore.upf.edu//2382929_1324969_singleton_obj.png', ['tennis player', 'person', 'girl', 'woman', 'peeler', 't-shirt', 'player']], ['http://object-naming-amore.upf.edu//2384260_1311662_singleton_obj.png', ['bread', 'food', 'hot dog bun', 'hotdog', 'bun', 'table', 'sandwich']]]","['7b227061747465726e223a20227365726966227d', '7b226c697073223a20227365726966227d', '7b2266656174686572223a20227365726966227d', '7b22756d6272656c6c61223a20227365726966227d', '7b227065656c6572223a2022636f7572696572227d', '7b227461626c65223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2405086_335053_singleton_obj.png', ['pepper', 'pizza', 'cheese']], ['http://object-naming-amore.upf.edu//2347984_2005348_seed_ambiguous.png', ['food', 'pizza', 'cheese', 'spatul']], ['http://object-naming-amore.upf.edu//285701_1568790_singleton_obj.png', ['girl', 'skater', 'person', 'woman', 'shorts']], ['http://object-naming-amore.upf.edu//2318878_2953842_supercat_unique.png', ['countertop', 'bottles', 'table', 'cabinet', 'counter']], ['http://object-naming-amore.upf.edu//2356184_822747_supercat_unique.png', ['blouse', 'sweater', 'blouxe', 'mobile', 'shirt', 'clothing', 'jacket']], ['http://object-naming-amore.upf.edu//2414549_156156_singleton_obj.png', ['skater', 'contact', 'person', 'skateboarder', 'human', 'man', 'boy']]]","['7b22706570706572223a20227365726966227d', '7b2273706174756c223a20227365726966227d', '7b2273686f727473223a20227365726966227d', '7b22626f74746c6573223a20227365726966227d', '7b22626c6f757865223a202273616e732d626c6f757365227d', '7b22636f6e74616374223a2022636f7572696572222c20226d616e223a2022626f6c642d68756d616e227d']"
"[['http://object-naming-amore.upf.edu//2412268_198713_singleton_obj.png', ['pot', 'pan', 'salads']], ['http://object-naming-amore.upf.edu//2355818_2194229_supercat_ambiguous.png', ['shirt', 'glasses', 'robe', 'toga']], ['http://object-naming-amore.upf.edu//2335066_2698711_singleton_obj.png', ['pant', 't-shirt', 'woman', 'lady', 'leaves']], ['http://object-naming-amore.upf.edu//2354066_2380605_singleton_obj.png', ['person', 'man', 'guy', 'skier', 'banners']], ['http://object-naming-amore.upf.edu//2341864_939258_singleton_obj.png', ['buildnig', 'store front', 'building', 'door', 'restaurant', 'store', 'shop']], ['http://object-naming-amore.upf.edu//2343993_1044306_singleton_obj.png', ['boy', 'man', 'skater', 'person', 'sktaer', 'skateboarder', 'skateboard']]]","['7b2273616c616473223a2022636f7572696572227d', '7b22676c6173736573223a20227365726966227d', '7b226c6561766573223a20227365726966227d', '7b2262616e6e657273223a20227365726966227d', '7b226275696c646e6967223a202273616e732d6275696c64696e67222c202273686f70223a2022626f6c642d73746f7265227d', '7b22736b74616572223a202273616e732d736b61746572227d']"
"[['http://object-naming-amore.upf.edu//2410075_226664_singleton_obj.png', ['plane', 'airplane', 'cockpit']], ['http://object-naming-amore.upf.edu//2345071_3152103_supercat_ambiguous.png', ['blazer', 'suit', 'pool', 'jacket']], ['http://object-naming-amore.upf.edu//2364996_758195_supercat_unique.png', ['jacket', 'coat', 'shirt', 'suit', 'jacet']], ['http://object-naming-amore.upf.edu//2358175_805326_supercat_ambiguous.png', ['suit', 'tuxedo', 'txedo', 'tux', 'jacket']], ['http://object-naming-amore.upf.edu//2370531_603428_singleton_obj.png', ['skateboaredr', 'man', 'skateboarder', 'boy', 't-shirt', 'skater', 'shoe']], ['http://object-naming-amore.upf.edu//1160039_1600665_singleton_obj.png', ['teenager', 'boy', 'liquors', 'person', 'skater', 'skateboarder', 'man']]]","['7b22636f636b706974223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22706f6f6c223a20227365726966227d', '7b226a61636574223a202273616e732d6a61636b6574227d', '7b22747865646f223a202273616e732d74757865646f222c202274757865646f223a2022626f6c642d747578227d', '7b22736b617465626f6172656472223a202273616e732d736b617465626f6172646572227d', '7b226c6971756f7273223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2362939_769871_singleton_obj.png', ['clock', 'wick', 'cake']], ['http://object-naming-amore.upf.edu//2352665_3014753_singleton_obj.png', ['truck', 'receive', 'pickup', 'car']], ['http://object-naming-amore.upf.edu//2341716_2192228_singleton_obj.png', ['cap', 'skier', 'shoe', 'person', 'man']], ['http://object-naming-amore.upf.edu//2405305_333282_singleton_obj.png', ['cabinet', 'wall', 'mirror', 'seashell', 'shelf']], ['http://object-naming-amore.upf.edu//2389948_1255645_singleton_obj.png', ['player', 'pants', 'man', 'batter', 'person', 'boy', 'baseball player']], ['http://object-naming-amore.upf.edu//2321067_2969101_singleton_obj.png', ['skateborader', 'person', 'boy', 'skater', 'man', 'shoe', 'skateboarder']]]","['7b227769636b223a2022636f7572696572227d', '7b2272656365697665223a2022636f7572696572227d', '7b2273686f65223a20227365726966227d', '7b227365617368656c6c223a20227365726966227d', '7b2270616e7473223a20227365726966227d', '7b22736b617465626f7261646572223a202273616e732d736b617465626f6172646572227d']"
"[['http://object-naming-amore.upf.edu//2390364_1251073_seed_ambiguous.png', ['reciner', 'chair', 'recliner']], ['http://object-naming-amore.upf.edu//2388837_1266432_singleton_obj.png', ['napkin', 'mug', 'coffee', 'cup']], ['http://object-naming-amore.upf.edu//2343316_2450609_supercat_unique.png', ['person', 'bench', 'man', 'fruite', 'guy']], ['http://object-naming-amore.upf.edu//2353721_1718868_seed_ambiguous.png', ['bread', 'ground', 'burger', 'food', 'sandwich']], ['http://object-naming-amore.upf.edu//2357949_807438_supercat_unique.png', ['passtries', 'food', 'dessert', 'pastries', 'donuts', 'pastry', 'snacks']], ['http://object-naming-amore.upf.edu//2336480_2273978_supercat_ambiguous.png', ['mailer', 'surfer', 'person', 'boy', 'windsurfer', 'man', 'skater']]]","['7b22726563696e6572223a202273616e732d7265636c696e6572227d', '7b226e61706b696e223a20227365726966227d', '7b22667275697465223a2022636f7572696572227d', '7b2267726f756e64223a20227365726966227d', '7b22706173737472696573223a202273616e732d7061737472696573222c2022706173747279223a2022626f6c642d7061737472696573227d', '7b226d61696c6572223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//1160131_1602138_supercat_unique.png', ['shirt', 'counter', 'table']], ['http://object-naming-amore.upf.edu//2356522_2491584_singleton_obj.png', ['train', 'car', 'birddie', 'railcar']], ['http://object-naming-amore.upf.edu//2376217_2035462_singleton_obj.png', ['person', 'man', 'preson', 'woman', 'human']], ['http://object-naming-amore.upf.edu//2358921_1893611_singleton_obj.png', ['seater', 'man', 'tie', 'shirt', 'guy']], ['http://object-naming-amore.upf.edu//2366344_1792943_seed_ambiguous.png', ['sater', 'person', 'shoe', 'skateboarder', 'pant', 'man', 'skater']], ['http://object-naming-amore.upf.edu//2327800_3087461_singleton_obj.png', ['burger', 'sub', 'food', 'sandwich', 'barer', 'table', 'bread']]]","['7b227368697274223a20227365726966227d', '7b2262697264646965223a2022636f7572696572222c20227261696c636172223a2022626f6c642d636172227d', '7b22707265736f6e223a202273616e732d706572736f6e222c20226d616e223a2022626f6c642d68756d616e227d', '7b22736561746572223a2022636f7572696572227d', '7b227361746572223a202273616e732d736b61746572227d', '7b227461626c65223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2341586_941401_singleton_obj.png', ['train', 'car', 'burrito']], ['http://object-naming-amore.upf.edu//2413236_3477988_seed_ambiguous.png', ['man', 'cake', 'boy', 'caek']], ['http://object-naming-amore.upf.edu//2366308_3879849_supercat_unique.png', ['food', 'vegetable', 'lettuce', 'apple', 'goattee']], ['http://object-naming-amore.upf.edu//2374020_1825715_singleton_obj.png', ['frisbee player', 'person', 'woman', 'girl', 'sunray']], ['http://object-naming-amore.upf.edu//2364696_2852468_seed_ambiguous.png', ['man', 'person', 'seat', 'womqn', 'woman', 'boy', 'people']], ['http://object-naming-amore.upf.edu//2349367_875298_seed_ambiguous.png', ['t-shirt', 'person', 'juggler', 'man', 'guy', 'eye glass', 'pizza']]]","['7b226275727269746f223a2022636f7572696572227d', '7b226361656b223a202273616e732d63616b65227d', '7b22676f6174746565223a2022636f7572696572227d', '7b2273756e726179223a2022636f7572696572227d', '7b22776f6d716e223a202273616e732d776f6d616e227d', '7b226a7567676c6572223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2316962_3720568_seed_ambiguous.png', ['airplane', 'plane', 'airpkane']], ['http://object-naming-amore.upf.edu//2356688_2477796_seed_ambiguous.png', ['jacket', 'coat', 'sumac', 'parka']], ['http://object-naming-amore.upf.edu//2322949_3394374_seed_ambiguous.png', ['topping', 'tpping', 'pizza', 'food', 'sauce']], ['http://object-naming-amore.upf.edu//2322546_2849056_supercat_unique.png', ['chair', 'seat', 'bench', 'bus seat', 'train']], ['http://object-naming-amore.upf.edu//2333036_3291269_singleton_obj.png', ['man', 'shoe', 'sater', 'boy', 'skateboarder', 'person', 'skater']], ['http://object-naming-amore.upf.edu//2389365_1261671_singleton_obj.png', ['person', 'skateboarder', 'man', 'skaetboarder', 'kid', 'skater', 'boy']]]","['7b22616972706b616e65223a202273616e732d616972706c616e65222c2022706c616e65223a2022617269616c222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b2273756d6163223a2022636f7572696572227d', '7b22747070696e67223a202273616e732d746f7070696e67227d', '7b22747261696e223a20227365726966227d', '7b227361746572223a202273616e732d736b61746572227d', '7b22736b616574626f6172646572223a202273616e732d736b617465626f6172646572227d']"
"[['http://object-naming-amore.upf.edu//2398265_1181238_singleton_obj.png', ['airplane', 'airplaen', 'plane']], ['http://object-naming-amore.upf.edu//2366021_2656433_seed_ambiguous.png', ['man', 'guy', 'person', 'watches']], ['http://object-naming-amore.upf.edu//2407822_1095790_supercat_ambiguous.png', ['shadow', 'cheese', 'food', 'toppings', 'pizza']], ['http://object-naming-amore.upf.edu//2369899_608248_supercat_unique.png', ['man', 'garland', 'guy', 'shirt', 'person']], ['http://object-naming-amore.upf.edu//2359734_3764121_singleton_obj.png', ['hand', 'shirt', 'dress', 'clothing', 'sweater', 'jacket', 't-shirt']], ['http://object-naming-amore.upf.edu//2319133_3320604_supercat_unique.png', ['remote control', 'couch', 'chair', 'table', 'remote', 'cushkon', 'cushion']]]","['7b22616972706c61656e223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2277617463686573223a20227365726966227d', '7b22736861646f77223a20227365726966227d', '7b226761726c616e64223a20227365726966227d', '7b2268616e64223a20227365726966222c20226472657373223a2022626f6c642d636c6f7468696e67227d', '7b22637573686b6f6e223a202273616e732d63757368696f6e227d']"
"[['http://object-naming-amore.upf.edu//2400168_410942_singleton_obj.png', ['plane', 'airolane', 'airplane']], ['http://object-naming-amore.upf.edu//4992_1037044_singleton_obj.png', ['desk', 'cable', 'laptop', 'table']], ['http://object-naming-amore.upf.edu//2402458_389411_singleton_obj.png', ['bowl', 'rice', 'food', 'dish', 'bwol']], ['http://object-naming-amore.upf.edu//2357196_3555959_singleton_obj.png', ['snack', 'slice', 'droid', 'pizza', 'cheese']], ['http://object-naming-amore.upf.edu//2350135_869911_supercat_unique.png', ['food', 'man', 'teenager', 'utensil', 'plate', 'boy', 'guy']], ['http://object-naming-amore.upf.edu//2365523_1928632_singleton_obj.png', ['girl', 'tennis player', 'woman', 'bag', 'person', 'athlete', 'shoe']]]","['7b226169726f6c616e65223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226361626c65223a20227365726966227d', '7b2262776f6c223a202273616e732d626f776c227d', '7b2264726f6964223a2022636f7572696572227d', '7b227574656e73696c223a20227365726966227d', '7b22626167223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2330394_3151102_singleton_obj.png', ['vegetable', 'broccoli', 'brccoli']], ['http://object-naming-amore.upf.edu//2369246_2589500_supercat_unique.png', ['bun', 'sandwich', 'hotdog', 'hotodg']], ['http://object-naming-amore.upf.edu//2362035_1700450_seed_ambiguous.png', ['shirt', 'hands', 'human', 'guy', 'man']], ['http://object-naming-amore.upf.edu//2368007_748923_supercat_unique.png', ['dessert', 'pastime', 'pie', 'cake', 'food']], ['http://object-naming-amore.upf.edu//2357466_2096103_singleton_obj.png', ['skater', 'jeans', 'shoe', 'skate', 'person', 'tarmac', 'legs']], ['http://object-naming-amore.upf.edu//2344255_2112441_singleton_obj.png', ['pan', 'saucer', 'food', 'container', 'tray', 'dish', 'bowl']]]","['7b22627263636f6c69223a202273616e732d62726f63636f6c69227d', '7b22686f746f6467223a202273616e732d686f74646f67227d', '7b2268616e6473223a20227365726966222c20226d616e223a2022626f6c642d68756d616e227d', '7b2270617374696d65223a2022636f7572696572227d', '7b227461726d6163223a20227365726966227d', '7b22736175636572223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2402545_1134666_seed_ambiguous.png', ['airplane', 'aifplane', 'plane']], ['http://object-naming-amore.upf.edu//2372501_591697_singleton_obj.png', ['plane', 'jet', 'reactor', 'airplane']], ['http://object-naming-amore.upf.edu//2342708_3422197_supercat_ambiguous.png', ['cheese', 'toppings', 'bacon', 'food', 'pizza']], ['http://object-naming-amore.upf.edu//2337138_2492046_singleton_obj.png', ['plane', 'airplane', 'engine', 'jet', 'aircraft']], ['http://object-naming-amore.upf.edu//2385003_1302209_singleton_obj.png', ['banana', 'bag', 'carpet', 'ac', 'wheel', 'floor', 'cycle']], ['http://object-naming-amore.upf.edu//2414807_151528_singleton_obj.png', ['skater', 'cap', 'man', 'boy', 'skateboarder', 'person', 'sidewalk']]]","['7b22616966706c616e65223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2272656163746f72223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226261636f6e223a20227365726966227d', '7b22656e67696e65223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226163223a2022636f7572696572222c20226379636c65223a2022626f6c642d776865656c227d', '7b227369646577616c6b223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2343261_925663_singleton_obj.png', ['plane', 'tintin', 'airplane']], ['http://object-naming-amore.upf.edu//315_1621980_singleton_obj.png', ['minivan', 'nj', 'car', 'van']], ['http://object-naming-amore.upf.edu//150489_1075286_singleton_obj.png', ['sterns', 'jet', 'vehicle', 'airplane', 'plane']], ['http://object-naming-amore.upf.edu//150446_1038764_singleton_obj.png', ['floor', 'bramble', 'carpet', 'rug', 'chair']], ['http://object-naming-amore.upf.edu//2407514_278241_singleton_obj.png', ['baseball player', 'child', 'dustbin', 'batter', 'person', 'girl', 'hat']], ['http://object-naming-amore.upf.edu//2343943_918664_supercat_ambiguous.png', ['shirt', 'kid', 'girl', 'helmet', 'child', 'chhild', 'boy']]]","['7b2274696e74696e223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226e6a223a2022636f7572696572227d', '7b22737465726e73223a2022636f7572696572222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226272616d626c65223a2022636f7572696572222c2022727567223a2022626f6c642d636172706574227d', '7b226475737462696e223a2022636f7572696572227d', '7b22636868696c64223a202273616e732d6368696c64222c20226b6964223a2022626f6c642d6368696c64227d']"
"[['http://object-naming-amore.upf.edu//2402621_1133765_supercat_ambiguous.png', ['train', 'outlet', 'car']], ['http://object-naming-amore.upf.edu//2405648_653946_singleton_obj.png', ['plane', 'dave', 'airplane', 'jet']], ['http://object-naming-amore.upf.edu//2354264_2322377_supercat_ambiguous.png', ['windshield', 'scooter', 'bike', 'moped', 'motorcycle']], ['http://object-naming-amore.upf.edu//2379246_554163_singleton_obj.png', ['sink', 'vanity', 'counter', 'cabinet', 'ladybug']], ['http://object-naming-amore.upf.edu//2359332_2838819_singleton_obj.png', ['hand', 'man', 'athlete', 'person', 'batter', 'player', 'baseball player']], ['http://object-naming-amore.upf.edu//2360992_3487785_singleton_obj.png', ['wall', 'trin', 'mirror', 'train', 'subway', 't-shirt', 'car']]]","['7b226f75746c6574223a20227365726966227d', '7b2264617665223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b2277696e64736869656c64223a20227365726966222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b226c616479627567223a2022636f7572696572227d', '7b2268616e64223a20227365726966227d', '7b227472696e223a202273616e732d747261696e227d']"
