items,quality_control
"[['http://object-naming-amore.upf.edu//2374060_1776099_singleton_obj.png', ['people', 'ship', 'boat']], ['http://object-naming-amore.upf.edu//2365081_757856_singleton_obj.png', ['airplane', 'plane', 'cockpit']], ['http://object-naming-amore.upf.edu//2393579_1218713_singleton_obj.png', ['tread', 'person', 'man', 't-shirt']], ['http://object-naming-amore.upf.edu//285685_1568718_singleton_obj.png', ['toy car', 'paper', 'toy', 'car']], ['http://object-naming-amore.upf.edu//2370492_1982118_supercat_unique.png', ['cat', 'envelope', 'paper', 'desk', 'table']], ['http://object-naming-amore.upf.edu//638_1028795_singleton_obj.png', ['man', 'watch', 'person', 't-shirt', 'shirt']], ['http://object-naming-amore.upf.edu//2368362_3869566_singleton_obj.png', ['floor', 'rug', 'ottoman', 'table', 'sofa', 'carpet']]]","['7b2270656f706c65223a20227365726966222c2022626f6174223a2022617269616c227d', '7b22636f636b706974223a20227365726966222c2022706c616e65223a2022617269616c222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b227472656164223a20227365726966222c20226d616e223a2022617269616c227d', '7b227061706572223a20227365726966222c2022636172223a2022617269616c227d', '7b22656e76656c6f7065223a20227365726966222c20226465736b223a2022617269616c227d', '7b227761746368223a20227365726966222c20226d616e223a2022617269616c227d', '7b227461626c65223a20227365726966222c2022636172706574223a2022617269616c222c2022727567223a2022626f6c642d636172706574227d']"
"[['http://object-naming-amore.upf.edu//2317827_2852364_singleton_obj.png', ['train car', 'nyp', 'train']], ['http://object-naming-amore.upf.edu//498271_1574991_singleton_obj.png', ['furntiure', 'chair', 'furniture']], ['http://object-naming-amore.upf.edu//2322558_3528470_singleton_obj.png', ['ship', 'boat', 'sailobat', 'sailboat']], ['http://object-naming-amore.upf.edu//2377653_717141_singleton_obj.png', ['piece', 'person', 'kayaker', 'man']], ['http://object-naming-amore.upf.edu//2325968_2952462_singleton_obj.png', ['desk', 'table', 'desk top', 'heges', 'keyboard']], ['http://object-naming-amore.upf.edu//2388366_673827_singleton_obj.png', ['child', 'baby', 'floor', 'toddler', 'boy']], ['http://object-naming-amore.upf.edu//2359502_1961660_supercat_unique.png', ['hoodie', 'burn', 'sweatshirt', 'shirt', 't-shirt', 'jacket']]]","['7b226e7970223a2022636f7572696572222c2022747261696e223a2022617269616c227d', '7b226675726e7469757265223a202273616e732d6675726e6974757265222c20226368616972223a2022617269616c227d', '7b227361696c6f626174223a202273616e732d7361696c626f6174222c2022626f6174223a2022617269616c227d', '7b227069656365223a20227365726966222c20226d616e223a2022617269616c227d', '7b226865676573223a2022636f7572696572222c20226465736b223a2022617269616c227d', '7b22666c6f6f72223a20227365726966222c20226368696c64223a2022617269616c222c202262616279223a2022626f6c642d6368696c64227d', '7b226275726e223a2022636f7572696572222c20227368697274223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2407488_278598_singleton_obj.png', ['corner', 'couch', 'sofa']], ['http://object-naming-amore.upf.edu//2389240_506002_singleton_obj.png', ['becnh', 'dog', 'bench']], ['http://object-naming-amore.upf.edu//2376804_2640487_singleton_obj.png', ['dock', 'flame', 'bridge', 'pier']], ['http://object-naming-amore.upf.edu//2378848_713659_singleton_obj.png', ['boy', 'kid', 'shorts', 'child']], ['http://object-naming-amore.upf.edu//2411116_316620_singleton_obj.png', ['cofefe', 'wood', 'coffee', 'drink', 'cup']], ['http://object-naming-amore.upf.edu//2374129_3850004_singleton_obj.png', ['bridge', 'castle', 'mohawk', 'building', 'palace']], ['http://object-naming-amore.upf.edu//2332753_968617_singleton_obj.png', ['tower', 'cathedral', 'windows', 'building', 'clock tower', 'church']]]","['7b22636f726e6572223a20227365726966222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b226265636e68223a202273616e732d62656e6368222c202262656e6368223a2022617269616c227d', '7b22666c616d65223a2022636f7572696572222c2022627269646765223a2022617269616c222c202270696572223a2022626f6c642d646f636b227d', '7b2273686f727473223a20227365726966222c2022626f79223a2022617269616c222c20226368696c64223a2022626f6c642d6b6964227d', '7b22636f66656665223a202273616e732d636f66666565222c2022637570223a2022617269616c227d', '7b226d6f6861776b223a2022636f7572696572222c202270616c616365223a2022626f6c642d636173746c65227d', '7b2277696e646f7773223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2375592_2031060_singleton_obj.png', ['cursur', 'desk', 'keyboard']], ['http://object-naming-amore.upf.edu//2402456_1135911_supercat_unique.png', ['cake', 'table', 'tbale']], ['http://object-naming-amore.upf.edu//2339853_3179190_supercat_unique.png', ['salad', 'vegeatbles', 'vegetables', 'food']], ['http://object-naming-amore.upf.edu//2315730_1055535_supercat_ambiguous.png', ['girl', 'sings', 'person', 'woman']], ['http://object-naming-amore.upf.edu//2362802_3527170_supercat_unique.png', ['arm', 't-shirt', 'plate', 't-shit', 'shirt']], ['http://object-naming-amore.upf.edu//2344141_3016339_seed_ambiguous.png', ['chicken', 'gauge', 'poultry', 'turkey', 'meat']], ['http://object-naming-amore.upf.edu//2402436_1136207_singleton_obj.png', ['table', 'carpet', 'floor', 'bucet', 'rug', 'chair']]]","['7b22637572737572223a2022636f7572696572222c20226465736b223a2022617269616c227d', '7b227462616c65223a202273616e732d7461626c65222c20227461626c65223a2022617269616c227d', '7b22766567656174626c6573223a202273616e732d766567657461626c6573222c202273616c6164223a2022617269616c227d', '7b2273696e6773223a2022636f7572696572222c20226769726c223a2022617269616c227d', '7b22742d73686974223a202273616e732d742d7368697274222c20227368697274223a2022617269616c227d', '7b226761756765223a20227365726966227d', '7b226275636574223a2022636f7572696572222c2022727567223a2022617269616c222c2022636172706574223a2022626f6c642d727567227d']"
"[['http://object-naming-amore.upf.edu//2409287_363519_seed_ambiguous.png', ['animal', 'sheep', 'distance']], ['http://object-naming-amore.upf.edu//2342718_2572272_singleton_obj.png', ['whel', 'truck', 'wheel']], ['http://object-naming-amore.upf.edu//2415470_2895165_supercat_unique.png', ['sofa', 'bed', 'laptop', 'laptp']], ['http://object-naming-amore.upf.edu//2359371_2470747_supercat_unique.png', ['pizza', 'man', 'light', 'shirt']], ['http://object-naming-amore.upf.edu//2336827_959450_singleton_obj.png', ['kid', 'girl', 'girrl', 'child', 'boy']], ['http://object-naming-amore.upf.edu//2361516_3754517_singleton_obj.png', ['coffee', 'cup', 'cffee', 'drink', 'glass']], ['http://object-naming-amore.upf.edu//2373275_1919275_singleton_obj.png', ['athlete', 'cap', 'tennis player', 'player', 'neck', 'woman']]]","['7b2264697374616e6365223a20227365726966222c20227368656570223a2022617269616c227d', '7b227768656c223a202273616e732d776865656c222c2022747275636b223a2022617269616c227d', '7b226c61707470223a202273616e732d6c6170746f70222c2022626564223a2022617269616c227d', '7b226c69676874223a20227365726966222c20227368697274223a2022617269616c227d', '7b22676972726c223a202273616e732d6769726c222c20226769726c223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d', '7b226366666565223a202273616e732d636f66666565222c2022637570223a2022617269616c227d', '7b226e65636b223a20227365726966222c2022776f6d616e223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2324571_3109409_supercat_ambiguous.png', ['necktie', 'collar', 'tie']], ['http://object-naming-amore.upf.edu//2380564_544849_singleton_obj.png', ['street', 'shirt', 'jacket']], ['http://object-naming-amore.upf.edu//2396016_448757_singleton_obj.png', ['truck', 'sapling', 'wheel', 'semi']], ['http://object-naming-amore.upf.edu//2351431_860845_singleton_obj.png', ['flannel', 'man', 'drawyer', 'shirt']], ['http://object-naming-amore.upf.edu//2382404_1328848_singleton_obj.png', ['bike', 'moped', 'scooter', 'flowers', 'motorcycle']], ['http://object-naming-amore.upf.edu//2386104_1289365_supercat_unique.png', ['vehicle', 'meter', 'parking meter', 'man', 'car']], ['http://object-naming-amore.upf.edu//2414566_155993_singleton_obj.png', ['pickup truck', 'vehicle', 'wheel', 'car', 'cover', 'truck']]]","['7b22636f6c6c6172223a20227365726966222c2022746965223a2022617269616c222c20226e65636b746965223a2022626f6c642d746965227d', '7b22737472656574223a20227365726966222c20226a61636b6574223a2022617269616c227d', '7b227361706c696e67223a20227365726966222c2022747275636b223a2022617269616c227d', '7b2264726177796572223a2022636f7572696572222c20227368697274223a2022617269616c227d', '7b22666c6f77657273223a20227365726966222c202273636f6f746572223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b226d616e223a20227365726966222c2022636172223a2022617269616c227d', '7b22636f766572223a20227365726966222c2022747275636b223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2386684_1283628_singleton_obj.png', ['walkers', 'pillow', 'bed']], ['http://object-naming-amore.upf.edu//2345898_2453346_seed_ambiguous.png', ['horse', 'skewers', 'wheel']], ['http://object-naming-amore.upf.edu//2371640_738845_singleton_obj.png', ['cow', 'bull', 'tree', 'animal']], ['http://object-naming-amore.upf.edu//2371106_599653_singleton_obj.png', ['dog', 'bolt', 'house', 'window']], ['http://object-naming-amore.upf.edu//2325731_985281_singleton_obj.png', ['lady', 'woman', 'cutlery', 'person', 'pizza']], ['http://object-naming-amore.upf.edu//2396610_442454_supercat_unique.png', ['cellphone', 'table', 'laptop', 'files', 'desk']], ['http://object-naming-amore.upf.edu//2369741_2423162_singleton_obj.png', ['skater', 'person', 'wristband', 't-shirt', 'man', 'skateboarder']]]","['7b2277616c6b657273223a2022636f7572696572222c2022626564223a2022617269616c227d', '7b22736b6577657273223a2022636f7572696572222c2022686f727365223a2022617269616c227d', '7b2274726565223a20227365726966222c2022636f77223a2022617269616c227d', '7b22626f6c74223a2022636f7572696572222c2022686f757365223a2022617269616c227d', '7b226375746c657279223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b2266696c6573223a20227365726966222c20226465736b223a2022617269616c227d', '7b22777269737462616e64223a20227365726966222c20226d616e223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2349630_2679089_singleton_obj.png', ['giraffe', 'grass', 'animal']], ['http://object-naming-amore.upf.edu//2339253_2112901_supercat_unique.png', ['parrot', 'girl', 'bird']], ['http://object-naming-amore.upf.edu//2344273_916573_supercat_unique.png', ['chair', 'mudhole', 'bench', 'shoe']], ['http://object-naming-amore.upf.edu//2363658_3744624_supercat_unique.png', ['car', 'car hood', 'grass', 'hood']], ['http://object-naming-amore.upf.edu//2392323_481080_supercat_unique.png', ['countertop', 'sink', 'counter', 'paribas', 'vanity']], ['http://object-naming-amore.upf.edu//2347422_1750200_singleton_obj.png', ['motorcycle', 'bike', 'motorcyce', 'wheel', 'motorbike']], ['http://object-naming-amore.upf.edu//2329865_973848_seed_ambiguous.png', ['bed sheet', 'floor', 'carpet', 'bed', 'rug', 'legs']]]","['7b226772617373223a20227365726966222c202267697261666665223a2022617269616c227d', '7b226769726c223a2022636f7572696572222c202262697264223a2022617269616c227d', '7b226d7564686f6c65223a2022636f7572696572222c202262656e6368223a2022617269616c227d', '7b226772617373223a20227365726966222c2022686f6f64223a2022617269616c227d', '7b2270617269626173223a2022636f7572696572222c2022636f756e746572223a2022617269616c227d', '7b226d6f746f7263796365223a202273616e732d6d6f746f726379636c65222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d776865656c227d', '7b226c656773223a20227365726966222c2022636172706574223a2022617269616c222c2022727567223a2022626f6c642d636172706574227d']"
"[['http://object-naming-amore.upf.edu//2369506_2388112_singleton_obj.png', ['airplane', 'frito', 'plane']], ['http://object-naming-amore.upf.edu//2353154_848797_supercat_unique.png', ['computer mouse', 'mouse', 'pencil']], ['http://object-naming-amore.upf.edu//2388556_1268078_supercat_unique.png', ['book', 'happy', 'desk', 'table']], ['http://object-naming-amore.upf.edu//2388637_1267600_singleton_obj.png', ['computer desk', 'table', 'computer', 'desk']], ['http://object-naming-amore.upf.edu//2368115_2493557_singleton_obj.png', ['pant', 'man', 'wheel', 'bike', 'biker']], ['http://object-naming-amore.upf.edu//2395487_1204947_supercat_unique.png', ['arms', 'boy', 'child', 'book', 'bench']], ['http://object-naming-amore.upf.edu//2371813_1800954_singleton_obj.png', ['shirt', 'person', 'woman', 'stracks', 'player', 'tennis player']]]","['7b22667269746f223a2022636f7572696572222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2270656e63696c223a2022636f7572696572222c20226d6f757365223a2022617269616c227d', '7b226861707079223a2022636f7572696572222c20227461626c65223a2022617269616c227d', '7b22636f6d7075746572223a20227365726966222c20226465736b223a2022617269616c227d', '7b2262696b65223a20227365726966222c20226d616e223a2022617269616c227d', '7b2261726d73223a20227365726966222c202262656e6368223a2022617269616c227d', '7b2273747261636b73223a2022636f7572696572222c2022776f6d616e223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2356417_2549698_seed_ambiguous.png', ['spono', 'spoon', 'bowl']], ['http://object-naming-amore.upf.edu//2384760_3846690_singleton_obj.png', ['vehicle', 'concrete', 'car']], ['http://object-naming-amore.upf.edu//2380627_1344432_supercat_unique.png', ['vest', 'suit', 'shhirt', 'shirt']], ['http://object-naming-amore.upf.edu//2342205_2404345_seed_ambiguous.png', ['house', 'blob', 'porch', 'building']], ['http://object-naming-amore.upf.edu//2380223_546849_singleton_obj.png', ['counetr', 'table', 'countertop', 'counter', 'plate']], ['http://object-naming-amore.upf.edu//2373480_732164_supercat_unique.png', ['shirts', 'person', 'preson', 'man', 'tie']], ['http://object-naming-amore.upf.edu//713023_1577778_seed_ambiguous.png', ['esape', 'person', 'pot', 'potter', 'man', 'artist']]]","['7b2273706f6e6f223a202273616e732d73706f6f6e222c202273706f6f6e223a2022617269616c227d', '7b22636f6e6372657465223a20227365726966222c2022636172223a2022617269616c227d', '7b22736868697274223a202273616e732d7368697274222c20227368697274223a2022617269616c227d', '7b22626c6f62223a2022636f7572696572222c2022686f757365223a2022617269616c227d', '7b22636f756e657472223a202273616e732d636f756e746572222c20227461626c65223a2022617269616c227d', '7b22707265736f6e223a202273616e732d706572736f6e222c20226d616e223a2022617269616c227d', '7b226573617065223a2022636f7572696572222c20226d616e223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2360603_2181658_singleton_obj.png', ['table', 'cat', 'suface']], ['http://object-naming-amore.upf.edu//2344587_914724_singleton_obj.png', ['airplane', 'plane', 'aple']], ['http://object-naming-amore.upf.edu//2369131_3865083_supercat_unique.png', ['table', 'dress', 'woman', 'shirt']], ['http://object-naming-amore.upf.edu//2315383_1055824_singleton_obj.png', ['kid', 'girl', 'gamers', 'child']], ['http://object-naming-amore.upf.edu//2364124_2615711_singleton_obj.png', ['skateboarder', 'man', 't-shirt', 't-sirt', 'person']], ['http://object-naming-amore.upf.edu//2414823_151261_supercat_unique.png', ['vest', 'tankk top', 'tank top', 'shirt', 'undershirt']], ['http://object-naming-amore.upf.edu//2368398_746592_supercat_unique.png', ['spoon', 'dessert', 'plate', 'shirt', 'vest', 'jacket']]]","['7b22737566616365223a2022636f7572696572222c2022636174223a2022617269616c227d', '7b2261706c65223a2022636f7572696572222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22776f6d616e223a20227365726966222c20227461626c65223a2022617269616c227d', '7b2267616d657273223a2022636f7572696572222c20226769726c223a2022617269616c222c20226368696c64223a2022626f6c642d6b6964227d', '7b22742d73697274223a202273616e732d742d7368697274222c20226d616e223a2022617269616c227d', '7b2274616e6b6b20746f70223a202273616e732d74616e6b20746f70222c20227368697274223a2022617269616c222c2022756e6465727368697274223a2022626f6c642d76657374227d', '7b2264657373657274223a20227365726966222c20227368697274223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2362532_773471_supercat_unique.png', ['stem', 'man', 'shirt']], ['http://object-naming-amore.upf.edu//2407366_280911_singleton_obj.png', ['bird', 'beak', 'dove']], ['http://object-naming-amore.upf.edu//2372970_734736_singleton_obj.png', ['child', 'boy', 'quality', 'kid']], ['http://object-naming-amore.upf.edu//2325925_984300_singleton_obj.png', ['tankeer', 'firetruck', 'truck', 'tanker']], ['http://object-naming-amore.upf.edu//2369179_2182484_supercat_unique.png', ['gown', 'shirt', 'bear', 'dres', 'dress']], ['http://object-naming-amore.upf.edu//2348486_1913034_singleton_obj.png', ['tennis player', 'tennis playeer', 'athlete', 'player', 'man']], ['http://object-naming-amore.upf.edu//2363020_2638650_supercat_unique.png', ['person', 'pant', 'couch', 'arm', 'sofa', 'shoe']]]","['7b227374656d223a20227365726966222c20227368697274223a2022617269616c227d', '7b226265616b223a20227365726966227d', '7b227175616c697479223a2022636f7572696572222c2022626f79223a2022617269616c222c20226368696c64223a2022626f6c642d6b6964227d', '7b2274616e6b656572223a202273616e732d74616e6b6572222c2022747275636b223a2022617269616c227d', '7b2264726573223a202273616e732d6472657373227d', '7b2274656e6e697320706c6179656572223a202273616e732d74656e6e697320706c61796572222c20226d616e223a2022617269616c227d', '7b2261726d223a20227365726966222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d']"
"[['http://object-naming-amore.upf.edu//2377566_1880907_singleton_obj.png', ['eaves', 'animal', 'horse']], ['http://object-naming-amore.upf.edu//2372142_2053119_singleton_obj.png', ['bench', 'chair', 'chaair']], ['http://object-naming-amore.upf.edu//2333718_3424059_singleton_obj.png', ['building', 'house', 'frisbee', 'roof']], ['http://object-naming-amore.upf.edu//2343967_918452_singleton_obj.png', ['jet', 'airplane', 'star', 'plane']], ['http://object-naming-amore.upf.edu//2350577_2202733_supercat_unique.png', ['door', 'house', 'flower', 'fruit', 'building']], ['http://object-naming-amore.upf.edu//2323621_2899523_supercat_ambiguous.png', ['t-shirt', 'man', 'boy', 'gamer', 'gaer']], ['http://object-naming-amore.upf.edu//2404459_342501_singleton_obj.png', ['tennis player', 'athlete', 'top', 'player', 'woman', 'girl']]]","['7b226561766573223a20227365726966222c2022686f727365223a2022617269616c227d', '7b22636861616972223a202273616e732d6368616972222c202262656e6368223a2022617269616c227d', '7b22726f6f66223a20227365726966222c2022686f757365223a2022617269616c227d', '7b2273746172223a20227365726966222c2022706c616e65223a2022617269616c222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226672756974223a20227365726966222c2022686f757365223a2022617269616c227d', '7b2267616572223a202273616e732d67616d6572222c20226d616e223a2022617269616c227d', '7b22746f70223a20227365726966222c2022776f6d616e223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2393449_1219798_singleton_obj.png', ['carpet', 'floor', 'gamer']], ['http://object-naming-amore.upf.edu//2380003_548505_supercat_unique.png', ['food', 'salad', 'saald']], ['http://object-naming-amore.upf.edu//2358706_3543090_seed_ambiguous.png', ['head', 'motorcycle', 'wheel', 'bikes']], ['http://object-naming-amore.upf.edu//2360380_2686519_singleton_obj.png', ['goat', 'lamb', 'sheep', 'glasses']], ['http://object-naming-amore.upf.edu//2396615_664693_supercat_unique.png', ['boy', 'sofa', 'couch', 'necking', 'family']], ['http://object-naming-amore.upf.edu//2359454_793200_seed_ambiguous.png', ['awning', 'tent', 'umbrella', 'woman', 'canopy']], ['http://object-naming-amore.upf.edu//1876_1644885_seed_ambiguous.png', ['building', 'twnhouse', 'town home', 'townhouse', 'house', 'window']]]","['7b2267616d6572223a2022636f7572696572222c2022636172706574223a2022617269616c227d', '7b227361616c64223a202273616e732d73616c6164222c202273616c6164223a2022617269616c227d', '7b2268656164223a20227365726966222c20226d6f746f726379636c65223a2022617269616c222c2022776865656c223a2022626f6c642d62696b6573227d', '7b22676c6173736573223a20227365726966222c20227368656570223a2022617269616c227d', '7b226e65636b696e67223a2022636f7572696572222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b22776f6d616e223a20227365726966222c202274656e74223a2022617269616c227d', '7b2274776e686f757365223a202273616e732d746f776e686f757365222c2022686f757365223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2400985_1152952_seed_ambiguous.png', ['bird', 'chickadee', 'ledge']], ['http://object-naming-amore.upf.edu//2330408_2833819_seed_ambiguous.png', ['warning', 'sheep', 'lamb']], ['http://object-naming-amore.upf.edu//713197_1891797_supercat_unique.png', ['table', 'tie', 'desk', 'dessk']], ['http://object-naming-amore.upf.edu//2385899_1291684_singleton_obj.png', ['house', 'building', 'sign', 'lcd']], ['http://object-naming-amore.upf.edu//2385527_1295728_singleton_obj.png', ['truck', 'windoes', 'vehicle', 'food truck', 'van']], ['http://object-naming-amore.upf.edu//2317529_1020091_singleton_obj.png', ['man', 'pan', 'wood', 'counter', 'table']], ['http://object-naming-amore.upf.edu//2410482_216405_singleton_obj.png', ['stump', 'wheel', 'cyclist', 'cycle', 'person', 'man']]]","['7b226c65646765223a20227365726966227d', '7b227761726e696e67223a2022636f7572696572222c20227368656570223a2022617269616c227d', '7b22646573736b223a202273616e732d6465736b222c20226465736b223a2022617269616c227d', '7b226c6364223a2022636f7572696572222c2022686f757365223a2022617269616c222c20227369676e223a2022626f6c642d686f757365227d', '7b2277696e646f6573223a2022636f7572696572222c2022747275636b223a2022617269616c227d', '7b226d616e223a20227365726966222c20227461626c65223a2022617269616c227d', '7b227374756d70223a2022636f7572696572222c20226d616e223a2022617269616c222c20226379636c65223a2022626f6c642d776865656c227d']"
"[['http://object-naming-amore.upf.edu//2335888_2972715_singleton_obj.png', ['finger', 'woman', 'person']], ['http://object-naming-amore.upf.edu//2351775_1824446_singleton_obj.png', ['train', 'vehicle', 'veehicle']], ['http://object-naming-amore.upf.edu//2322300_992346_singleton_obj.png', ['bentley', 'vehicle', 'car', 'wheel']], ['http://object-naming-amore.upf.edu//498399_2991141_singleton_obj.png', ['beard', 'cap', 'man', 'person']], ['http://object-naming-amore.upf.edu//2387738_1273243_singleton_obj.png', ['dog', 'bedspread', 'bed', 'blanket', 'pillow']], ['http://object-naming-amore.upf.edu//2407996_365983_singleton_obj.png', ['wheel', 'semi truck', 'semi', 'e', 'truck']], ['http://object-naming-amore.upf.edu//2316902_2993995_supercat_ambiguous.png', ['man', 'helmet', 'skater', 'legman', 'person', 'skateboarder']]]","['7b2266696e676572223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b227665656869636c65223a202273616e732d76656869636c65222c2022747261696e223a2022617269616c227d', '7b2262656e746c6579223a2022636f7572696572222c2022636172223a2022617269616c227d', '7b226265617264223a20227365726966222c20226d616e223a2022617269616c227d', '7b2270696c6c6f77223a20227365726966222c2022626564223a2022617269616c227d', '7b2265223a20227365726966222c2022747275636b223a2022617269616c227d', '7b226c65676d616e223a2022636f7572696572222c2022736b617465626f6172646572223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2382141_698936_singleton_obj.png', ['pizza', 'inc', 'food']], ['http://object-naming-amore.upf.edu//2325668_3458972_singleton_obj.png', ['bota', 'ship', 'boat']], ['http://object-naming-amore.upf.edu//2374169_1882712_singleton_obj.png', ['cycle', 'square', 'bench', 'table']], ['http://object-naming-amore.upf.edu//2348012_885460_singleton_obj.png', ['floor', 'cup', 'table', 'desk']], ['http://object-naming-amore.upf.edu//2388953_669607_seed_ambiguous.png', ['sheep', 'animal', 'ram', 'grass', 'goat']], ['http://object-naming-amore.upf.edu//2357195_814104_singleton_obj.png', ['girl', 'tennis player', 'ball', 'child', 'side']], ['http://object-naming-amore.upf.edu//2374895_2345739_supercat_unique.png', ['house', 'building', 'giraffe', 'fence', 'hut', 'shelter']]]","['7b22696e63223a2022636f7572696572222c202270697a7a61223a2022617269616c227d', '7b22626f7461223a202273616e732d626f6174222c2022626f6174223a2022617269616c227d', '7b22737175617265223a20227365726966222c202262656e6368223a2022617269616c227d', '7b22666c6f6f72223a20227365726966222c20226465736b223a2022617269616c227d', '7b226772617373223a20227365726966222c20227368656570223a2022617269616c227d', '7b2273696465223a20227365726966222c20226769726c223a2022617269616c227d', '7b2266656e6365223a20227365726966222c2022687574223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2369870_2189339_supercat_unique.png', ['people', 'table', 'cake']], ['http://object-naming-amore.upf.edu//2371942_738027_singleton_obj.png', ['ship', 'windows', 'boat']], ['http://object-naming-amore.upf.edu//2417510_1057872_singleton_obj.png', ['houuse', 'tree', 'house', 'building']], ['http://object-naming-amore.upf.edu//2319101_1004660_singleton_obj.png', ['pizza', 'calzone', 'food', 'pickle']], ['http://object-naming-amore.upf.edu//2358972_3767365_singleton_obj.png', ['bench', 'table', 'cat', 'chair', 'inbox']], ['http://object-naming-amore.upf.edu//2364734_2036211_seed_ambiguous.png', ['table', 'keyboard', 'booth', 'desk', 'electronics']], ['http://object-naming-amore.upf.edu//2327220_3523989_singleton_obj.png', ['train', 'plate', 'tomato', 'bowl', 'apple', 'fruit bowl']]]","['7b2270656f706c65223a20227365726966222c20227461626c65223a2022617269616c227d', '7b2277696e646f7773223a20227365726966222c2022626f6174223a2022617269616c227d', '7b22686f75757365223a202273616e732d686f757365222c2022686f757365223a2022617269616c227d', '7b227069636b6c65223a2022636f7572696572222c202270697a7a61223a2022617269616c227d', '7b22696e626f78223a2022636f7572696572222c202262656e6368223a2022617269616c227d', '7b22626f6f7468223a2022636f7572696572222c20226465736b223a2022617269616c227d', '7b22747261696e223a2022636f7572696572222c2022626f776c223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2331130_2853319_supercat_ambiguous.png', ['computer mouse', 'mouse', 'cat']], ['http://object-naming-amore.upf.edu//2341619_941152_singleton_obj.png', ['train', 'subway', 'lexus']], ['http://object-naming-amore.upf.edu//2402630_1133558_singleton_obj.png', ['monitor', 'desk', 'monitro', 'table']], ['http://object-naming-amore.upf.edu//2411955_307341_supercat_unique.png', ['clothing', 'people', 'jacket', 'coat']], ['http://object-naming-amore.upf.edu//2356363_3562674_seed_ambiguous.png', ['mattress', 'bed', 'floor', 'rug', 'carpet']], ['http://object-naming-amore.upf.edu//2413703_167935_singleton_obj.png', ['building', 'shack', 'hluse', 'hut', 'house']], ['http://object-naming-amore.upf.edu//2397389_434641_singleton_obj.png', ['child', 'girl', 'kid', 'person', 'nostils', 'foot']]]","['7b22636174223a20227365726966222c20226d6f757365223a2022617269616c227d', '7b226c65787573223a2022636f7572696572222c2022747261696e223a2022617269616c227d', '7b226d6f6e6974726f223a202273616e732d6d6f6e69746f72222c20226465736b223a2022617269616c227d', '7b2270656f706c65223a20227365726966222c20226a61636b6574223a2022617269616c227d', '7b226d61747472657373223a20227365726966222c2022727567223a2022617269616c222c2022636172706574223a2022626f6c642d727567227d', '7b22686c757365223a202273616e732d686f757365222c2022687574223a2022617269616c222c2022736861636b223a2022626f6c642d687574227d', '7b226e6f7374696c73223a2022636f7572696572222c20226769726c223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d']"
