assignmentid,rating_mean,color_mean,n_annotations,correct1_count,correct1_sum,correct2_count,correct2_sum,correct3_count,correct3_sum,correct3_<lambda>,control_score,control_score-filtered,n_controls,n_correct,hitid,requesterannotation,control_score_mturk,workerid,errors_mturk,n_controls_mturk,n_correct_mturk,decision1,decision2,executed1,executed2,explanation,mistakes,n_mistakes
3TEM0PF1Q5XRZDAUXBEEXBHDCN5D01,0.46875,0.375,32,7,6.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9230769230769231,1.0,13,12.0,3JU8CV4BRLCI577AE32JZMYWMB8POQ,../1_pre-pilot/verification_round0_amt.csv_9,0.9230769230769231,worker47,['2-3-rand1'],13,12,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2351033_1888392_supercat_ambiguous.png - utinsil: must be 'other'; you said linguistic""]",1
3TS1AR6UQQE2F8OA9GUD0QULWDM7FZ,0.5625,1.875,32,7,6.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9230769230769231,1.0,13,12.0,3JU8CV4BRLCI577AE32JZMYWMB8POQ,../1_pre-pilot/verification_round0_amt.csv_9,0.9230769230769231,worker20,['2-3-rand1'],13,12,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2351033_1888392_supercat_ambiguous.png - utinsil: must be 'other'; you said 'bounding box error'""]",1
3PB5A5BD0V68T8K5K00VIBUXXSXG7I,0.6875,0.4375,32,9,8.0,7,6.0,4,4.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, 1.0, nan, nan, nan, nan]",0.9,1.0,20,18.0,3K2CEDRACB1SXWF5I4WQCSAOGEFMTE,../1_pre-pilot/verification_round0_amt.csv_60,0.9,worker10,"['4-2-bold-cake0', '4-2-bold-cake1']",20,18,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2381146_706907_supercat_unique.png - coat: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2381146_706907_supercat_unique.png - coat: you erroneously gave this the same color as ['jacket', 'coat']""]",2
3WZ36BJEV3GZ0P91HHBIMWVI6D0TBW,0.5625,0.875,32,8,4.0,7,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.6666666666666666,0.7692307692307693,15,10.0,3K2CEDRACB1SXWF5I4WQCSAOGEFMTE,../1_pre-pilot/verification_round0_amt.csv_60,0.6666666666666667,worker5,"['2-2-rand1', '3-0-alt1', '4-2-bold-cake0', '4-2-bold-cake1', '4-4-alt1']",15,10,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2381146_706907_supercat_unique.png - book: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2381146_706907_supercat_unique.png - coat: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2378669_1366435_singleton_obj.png - railcar: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2332964_2813900_singleton_obj.png - tree: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2381146_706907_supercat_unique.png - coat: you erroneously gave this the same color as ['man', 'jacket', 'coat']""]",5
3ZQIG0FLQEG61KB1H37TASWODZTWVQ,0.75,0.8125,32,9,7.0,7,5.0,3,3.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan]",0.7894736842105263,0.8823529411764706,19,15.0,3K2CEDRACB1SXWF5I4WQCSAOGEFMTE,../1_pre-pilot/verification_round0_amt.csv_60,0.7894736842105263,worker16,"['2-2-rand1', '2-2-0-rand2', '4-2-bold-cake0', '4-2-bold-cake1']",19,15,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2381146_706907_supercat_unique.png - coat: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2378669_1366435_singleton_obj.png - railcar: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2381146_706907_supercat_unique.png - coat: you erroneously gave this the same color as ['jacket', 'coat']"", ""http://object-naming-amore.upf.edu//2378669_1366435_singleton_obj.png - railcar: you erroneously gave this the same color as ['plane', 'railcar', 'airplane', 'aircraft']""]",4
30BXRYBRP4X1JJGHCEQPVR5F5OBHWM,0.625,0.65625,32,9,8.0,7,6.0,1,0.0,"[nan, nan, nan, nan, nan, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8235294117647058,0.9333333333333333,17,14.0,3K8CQCU3KE1Q7V4ZPAG1CR6NPYINWG,../1_pre-pilot/verification_round0_amt.csv_127,0.8235294117647058,worker23,['table1'],17,14,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2364219_3740283_singleton_obj.png - shelving: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2364219_3740283_singleton_obj.png - shelving: you erroneously gave this the same color as ['shelving', 'cabinet', 'shelves', 'shelf']"", 'http://object-naming-amore.upf.edu//2364219_3740283_singleton_obj.png - cabinet: you said this was a bounding box error, but gave it the same color as cabinet_shelving,shelves,shelf, which you said were adequate names; that cannot be.']",3
3KOPY89HM820JR9JQUI827AXKR8J3I,0.75,0.53125,32,9,8.0,7,6.0,4,4.0,"[nan, 1.0, nan, nan, nan, 1.0, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan]",0.9,1.0,20,18.0,3K8CQCU3KE1Q7V4ZPAG1CR6NPYINWG,../1_pre-pilot/verification_round0_amt.csv_127,0.9,worker16,['table1'],20,18,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2364219_3740283_singleton_obj.png - shelving: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2364219_3740283_singleton_obj.png - shelving: you erroneously gave this the same color as ['shelving', 'shelves', 'shelf']""]",2
3SNLUL3WO4NQDBA28ZQM5VDP1SKULO,0.75,0.46875,32,9,8.0,7,6.0,5,5.0,"[nan, 1.0, nan, nan, nan, 1.0, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan]",0.9047619047619048,1.0,21,19.0,3K8CQCU3KE1Q7V4ZPAG1CR6NPYINWG,../1_pre-pilot/verification_round0_amt.csv_127,0.9047619047619048,worker59,['table1'],21,19,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2364219_3740283_singleton_obj.png - shelving: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2364219_3740283_singleton_obj.png - shelving: you erroneously gave this the same color as ['shelving', 'shelves', 'shelf']""]",2
3JV9LGBJWTEFEEC41MHXTXGSNJJGOO,0.6129032258064516,0.9354838709677419,31,7,4.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.7272727272727273,0.7272727272727273,11,8.0,3L1EFR8WWT5377EAYBNWQ2P3P6B9F5,../1_pre-pilot/verification_round0_amt.csv_197,0.7272727272727273,worker22,"['0-1-rand1', '2-0-alt1', '4-3-rand1']",11,8,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2337256_958424_singleton_obj.png - wale: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2399912_1164917_supercat_ambiguous.png - advert: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2322231_992896_singleton_obj.png - post: must be 'bounding box error'; you said 'named object misinterpreted'""]",3
3S4AW7T80BIRWDGNTTZ4SRFV2BA4LH,0.45161290322580644,0.22580645161290322,31,7,7.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,11,11.0,3L1EFR8WWT5377EAYBNWQ2P3P6B9F5,../1_pre-pilot/verification_round0_amt.csv_197,1.0,worker4,[''],11,11,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3YDTZAI2WXGE66CJ0JHL8C6H45D41J,0.7419354838709677,0.41935483870967744,31,7,7.0,4,4.0,4,4.0,"[1.0, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,15,15.0,3L1EFR8WWT5377EAYBNWQ2P3P6B9F5,../1_pre-pilot/verification_round0_amt.csv_197,1.0,worker59,[''],15,15,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
32AT8R96GL9DHO5SS8NNHHRKTECUS6,0.5625,0.625,32,8,7.0,5,5.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9285714285714286,0.9285714285714286,14,13.0,3L60IFZKF3IG09NZRDZO64Z4OYKHHP,../1_pre-pilot/verification_round0_amt.csv_2,0.9285714285714286,worker58,['4-1-alt1'],14,13,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2359524_792705_singleton_obj.png - mat: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
3ATTHHXXWAOG4EWRS14WXMK1EYRXI9,0.4375,1.5,32,8,5.0,5,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.6923076923076923,0.6923076923076923,13,9.0,3L60IFZKF3IG09NZRDZO64Z4OYKHHP,../1_pre-pilot/verification_round0_amt.csv_2,0.6923076923076923,worker54,"['1-3-typo-woman3', '2-0-alt0', '4-1-alt1', '5-3-alt1']",13,9,approve,block,False,False,"failed assignment, but apply lenience, blocked because low average quality","[""http://object-naming-amore.upf.edu//1592967_2310042_singleton_obj.png - skeyboard: must be 'bounding box error'; you said linguistic"", ""http://object-naming-amore.upf.edu//2359524_792705_singleton_obj.png - mat: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2356287_821918_supercat_unique.png - girl: must be 'bounding box error'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2359629_1792581_singleton_obj.png - womna: you erroneously gave this the same color as ['womna']""]",4
3FE7TXL1LINSKWHDHKOCGYHRS0WQ2L,0.4375,0.65625,32,8,7.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9230769230769231,0.9230769230769231,13,12.0,3L60IFZKF3IG09NZRDZO64Z4OYKHHP,../1_pre-pilot/verification_round0_amt.csv_2,0.9230769230769231,worker6,['5-3-alt1'],13,12,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//1592967_2310042_singleton_obj.png - skeyboard: must be 'bounding box error'; you said linguistic""]",1
32AT8R96GL9DHO5SS8NNHHRKTEQUSK,0.59375,0.03125,32,7,6.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9230769230769231,0.9230769230769231,13,12.0,3L60IFZKF3IG09NZRDZO64Z4OYLHHQ,../1_pre-pilot/verification_round0_amt.csv_89,0.9230769230769231,worker47,['4-3-bold-bunks0'],13,12,approve,,False,False,good enough assignment,['http://object-naming-amore.upf.edu//2339434_3695327_seed_ambiguous.png - bunked: must be syn; you said linguistic'],1
39LNWE0K4UWONA2WNWT9DFLXKHLUIR,0.9375,0.03125,32,7,6.0,6,6.0,3,3.0,"[nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9375,0.9375,16,15.0,3L60IFZKF3IG09NZRDZO64Z4OYLHHQ,../1_pre-pilot/verification_round0_amt.csv_89,0.9375,worker16,['4-3-bold-bunks0'],16,15,approve,,False,False,good enough assignment,['http://object-naming-amore.upf.edu//2339434_3695327_seed_ambiguous.png - bunked: must be syn; you said linguistic'],1
3X65QVEQI0NURHT2M85MBPRJULJCLO,0.625,0.0,32,7,7.0,6,6.0,2,2.0,"[nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,15,15.0,3L60IFZKF3IG09NZRDZO64Z4OYLHHQ,../1_pre-pilot/verification_round0_amt.csv_89,1.0,worker10,[''],15,15,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
37C0GNLMHF3MDOW9Z0UV6CR4PRLD6Y,0.4375,0.59375,32,9,8.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9411764705882353,0.9411764705882353,17,16.0,3LAZVA75NIRMD064C5R739Q3B1SO2E,../1_pre-pilot/verification_round0_amt.csv_172,0.9411764705882353,worker27,['0-0-rand1'],17,16,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2347597_889337_singleton_obj.png - desig: must be 'other'; you said linguistic""]",1
3A9AA95ATWMZJHZLZQBLE0UT7HH5PW,0.5,0.09375,32,9,9.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,17,17.0,3LAZVA75NIRMD064C5R739Q3B1SO2E,../1_pre-pilot/verification_round0_amt.csv_172,1.0,worker23,[''],17,17,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3MHW492WW0DAW8HND1161UUXF2YMVI,0.375,0.0625,32,9,4.0,8,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.6470588235294118,0.6470588235294118,17,11.0,3LAZVA75NIRMD064C5R739Q3B1SO2E,../1_pre-pilot/verification_round0_amt.csv_172,0.6470588235294117,worker17,"['0-0-rand1', '1-0-alt0', '2-3-rand1', '3-0-rand1', '3-0-1-rand2', '4-1-bold-shelves0']",17,11,reject,block,False,False,"failed assignment, worker not good enough on average, lenience already applied, blocked because low average quality","[""http://object-naming-amore.upf.edu//2407975_270387_supercat_unique.png - spork: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2412207_200431_seed_ambiguous.png - shelf: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2369494_3300729_supercat_ambiguous.png - korean: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2369953_2247790_supercat_ambiguous.png - face: must be 'bounding box error'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2347597_889337_singleton_obj.png - desig: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//2369494_3300729_supercat_ambiguous.png - korean: you erroneously gave this the same color as ['boy', 'kid', 'person', 'child', 'korean']""]",6
317HQ483I7SBSKINQVHNZKT3CMLNIN,0.6875,0.28125,32,8,8.0,6,6.0,2,2.0,"[1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,16,16.0,3LCXHSGDLT6T68ADC63HPF9T5TLES3,../1_pre-pilot/verification_round0_amt.csv_140,1.0,worker55,[''],16,16,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3N2BF7Y2VQU5E7M38CK2MT3O7JJMHG,0.375,0.21875,32,8,6.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8571428571428571,0.8571428571428571,14,12.0,3LCXHSGDLT6T68ADC63HPF9T5TLES3,../1_pre-pilot/verification_round0_amt.csv_140,0.8571428571428572,worker56,"['1-3-alt1', '3-1-typo-snowboarder0']",14,12,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2359489_2086326_singleton_obj.png - dots: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2347512_2112005_supercat_ambiguous.png - snowbarder: must be 'linguistic'; you said 'adequate'""]",2
3WSELTNVR32UHF49B3BMRLBCO5ATAG,0.8125,0.09375,32,7,6.0,6,6.0,2,2.0,"[1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan]",0.9333333333333333,0.9333333333333333,15,14.0,3LCXHSGDLT6T68ADC63HPF9T5TLES3,../1_pre-pilot/verification_round0_amt.csv_140,0.9333333333333333,worker59,['3-1-typo-snowboarder0'],15,14,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2347512_2112005_supercat_ambiguous.png - snowbarder: must be 'linguistic'; you said 'adequate'""]",1
3DQQ64TANGLTW0E5VRYU4076RH5PWN,0.375,0.03125,32,7,6.0,2,2.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8888888888888888,0.8888888888888888,9,8.0,3LEG2HW4UFNS7NTBD28HGFHPJ01F2J,../1_pre-pilot/verification_round0_amt.csv_183,0.8888888888888888,worker62,['3-2-rand1'],9,8,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2367235_3395101_supercat_unique.png - tong: must be 'other'; you said 'bounding box error'""]",1
3IQ1VMJRYTKBX0VVDX650LA0URWA98,0.4375,0.09375,32,7,7.0,2,2.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,9,9.0,3LEG2HW4UFNS7NTBD28HGFHPJ01F2J,../1_pre-pilot/verification_round0_amt.csv_183,1.0,worker4,[''],9,9,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3JV9LGBJWTEFEEC41MHXTXGSNMZOGI,0.5625,0.46875,32,7,6.0,2,2.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8888888888888888,0.8888888888888888,9,8.0,3LEG2HW4UFNS7NTBD28HGFHPJ01F2J,../1_pre-pilot/verification_round0_amt.csv_183,0.8888888888888888,worker23,['3-2-rand1'],9,8,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2367235_3395101_supercat_unique.png - tong: must be 'other'; you said 'named object misinterpreted'""]",1
32N49TQG3GI9U78YGYB1S3ZXLJIAVR,0.5625,0.71875,32,9,4.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.6666666666666666,0.6666666666666666,15,10.0,3LG268AV386H5TA0XH3CZ54XJR2ERF,../1_pre-pilot/verification_round0_amt.csv_137,0.6666666666666667,worker23,"['1-2-alt1', '3-0-rand1', '4-0-rand1', '5-1-rand1', '5-2-bold-clothing0']",15,10,approve,,False,False,"failed assignment, but good enough average worker score","[""http://object-naming-amore.upf.edu//2361615_2433436_singleton_obj.png - dress: must be syn; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2385062_1301520_supercat_unique.png - zipper: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2361615_2433436_singleton_obj.png - imprint: must be 'other'; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//2383799_1316865_singleton_obj.png - morgan: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2370341_2687280_seed_ambiguous.png - hall: must be 'other'; you said 'bounding box error'""]",5
33NF62TLXJ26FPHQB0A7JTRZVAGJK9,0.9375,0.1875,32,9,8.0,6,5.0,7,7.0,"[nan, 1.0, 1.0, nan, nan, 1.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, 1.0, nan, nan, nan, nan, nan]",0.9090909090909091,0.9090909090909091,22,20.0,3LG268AV386H5TA0XH3CZ54XJR2ERF,../1_pre-pilot/verification_round0_amt.csv_137,0.9090909090909091,worker29,"['3-0-rand1', '3-0-3-rand2']",22,20,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2370341_2687280_seed_ambiguous.png - hall: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2370341_2687280_seed_ambiguous.png - hall: you erroneously gave this the same color as ['wall', 'cabinet', 'board', 'hall']""]",2
3ZDAD0O1T1D6DSC2MD30BTMAPJITX5,0.65625,0.09375,32,9,8.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9333333333333333,0.9333333333333333,15,14.0,3LG268AV386H5TA0XH3CZ54XJR2ERF,../1_pre-pilot/verification_round0_amt.csv_137,0.9333333333333333,worker4,['5-2-bold-clothing0'],15,14,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2361615_2433436_singleton_obj.png - dress: must be syn; you said 'named object misinterpreted'""]",1
3OWEPKL089CE301R74DQ8V3UY8DN7Z,0.75,0.15625,32,7,6.0,5,5.0,3,3.0,"[1.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan]",0.9333333333333333,1.0,15,14.0,3LG268AV386H5TA0XH3CZ54XJRRER4,../1_pre-pilot/verification_round0_amt.csv_91,0.9333333333333333,worker59,['5-3-alt1'],15,14,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2376936_2379497_singleton_obj.png - people: must be 'bounding box error'; you said linguistic""]",1
3U5JL4WY5K9MW7XC7C2S3LAI9H74XK,0.65625,0.1875,32,7,6.0,5,5.0,4,2.0,"[1.0, 1.0, nan, nan, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, nan, nan, nan, nan, nan, nan, nan, nan]",0.8125,0.8666666666666667,16,13.0,3LG268AV386H5TA0XH3CZ54XJRRER4,../1_pre-pilot/verification_round0_amt.csv_91,0.8125,worker10,"['2-1-0', '3-5-1', '5-3-alt1']",16,13,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2376936_2379497_singleton_obj.png - people: must be 'bounding box error'; you said linguistic"", 'http://object-naming-amore.upf.edu//2346120_2216289_seed_ambiguous.png - pizza: you said this was a bounding box error, but gave it the same color as pizza_food, which you said were adequate names; that cannot be.', 'http://object-naming-amore.upf.edu//2364453_1663195_supercat_unique.png - giraffe: you said this was a bounding box error, but gave it the same color as giraffe_house, which you said were adequate names; that cannot be.']",3
3Z7EFSHGN9EPRBAR0R8AMJM61XFCX2,0.40625,0.125,32,7,6.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9166666666666666,1.0,12,11.0,3LG268AV386H5TA0XH3CZ54XJRRER4,../1_pre-pilot/verification_round0_amt.csv_91,0.9166666666666666,worker4,['5-3-alt1'],12,11,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2376936_2379497_singleton_obj.png - people: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
32SCWG5HIH4V2LZZ49LQ668T3BN6P6,0.625,0.21875,32,8,6.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8461538461538461,0.8461538461538461,13,11.0,3LN3BXKGC0VKX3ND2636M7XQOMWGW1,../1_pre-pilot/verification_round0_amt.csv_152,0.8461538461538461,worker17,"['2-2-alt0', '5-6-rand1']",13,11,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2337431_3339285_singleton_obj.png - clud: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//1160064_1601031_singleton_obj.png - skateboard: must be 'bounding box error'; you said 'adequate'""]",2
3K2755HG5S3IWHPK0TXZ0I4HIYADF3,0.53125,0.28125,32,8,8.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,13,13.0,3LN3BXKGC0VKX3ND2636M7XQOMWGW1,../1_pre-pilot/verification_round0_amt.csv_152,1.0,worker7,[''],13,13,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
