Transaction ID,Date Initiated,Date Posted,Transaction Type,Payment Method,Recipient ID,Amount,HIT ID,Assignment ID
3PBF8RLB6568SJKJPBRG96T37TSLAH,2018-11-28 04:56:12 -0800,2018-11-28 05:14:01 -0800,FeePayment,,Mechanical Turk,-0.020,3UZUVSO3P80Z73ST53PDQQ8YO25MEX,3U84XHCDIEIK1SSDLO8WEQO106TZ4O
3YTVWUSOFGX4QALCCHVQ7B5GFIVDHY,2018-11-28 05:09:12 -0800,2018-11-28 14:42:06 -0800,AssignmentPayment,,A103OW5K22LPH3,-0.100,3IYI9285WT5U9X2U6F6QKAGEZWXJCX,3AAPLD8UCEMIRS79U33XMRWOKFUHTD
3A4GE1BB5U4OMEO6NZVBYFJAVCK924,2018-11-28 05:09:12 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.020,3IYI9285WT5U9X2U6F6QKAGEZWXJCX,3AAPLD8UCEMIRS79U33XMRWOKFUHTD
3Y6BDJDFE8A53QWUPR33QPHZQBEE2A,2018-11-28 05:14:12 -0800,2018-11-28 12:03:27 -0800,AssignmentPayment,,AQHO7A3LR14ST,-0.100,3ACRLU860OJ3OCOWEEZ4CAX4C31EB0,3U4J9857OGGL2H7GH8Q0VK1805ZB7G
3E2PRHJ1FF75EXQRPALCUXHDBIY9QI,2018-11-28 05:14:12 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.020,3ACRLU860OJ3OCOWEEZ4CAX4C31EB0,3U4J9857OGGL2H7GH8Q0VK1805ZB7G
3DV6WC8J8POA1FLDC18HZO3GATR7M8,2018-11-28 05:56:27 -0800,2018-11-28 11:34:21 -0800,AssignmentPayment,,A8DWTH31EYL13,-0.200,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,33F859I568IIV6DSUHCCMXQ2EARBHI
3601ZO3UYFO9TDWWC2BW3TXW60W37X,2018-11-28 05:56:27 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,33F859I568IIV6DSUHCCMXQ2EARBHI
3JNIACDRH07MBXGOR2Y5PAR2SH3JV8,2018-11-28 05:56:27 -0800,2018-11-28 13:27:48 -0800,AssignmentPayment,,AWF8F3RD3NA9D,-0.200,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,36NEMU28XHIWBNCEG5OL1GBJ5X8MWI
3I0ADXMQV9CN2INQP0GSAFZM8TKFGL,2018-11-28 05:56:27 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,36NEMU28XHIWBNCEG5OL1GBJ5X8MWI
3QO763I7YDUCGRU5D0K5NLO6PAC4A1,2018-11-28 05:56:28 -0800,2018-11-28 11:22:56 -0800,AssignmentPayment,,A1D7MG93VY3EHI,-0.200,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,3U0SRXB7CFAXL9GSTCTFRWS2I83NRG
34C5YNT9APZCPW4LF79LD8IE7C1ZVF,2018-11-28 05:56:28 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,3U0SRXB7CFAXL9GSTCTFRWS2I83NRG
3SS4GQ4AEKEY1I6PPHNURSSL5T67ON,2018-11-28 05:56:28 -0800,2018-11-28 12:00:02 -0800,AssignmentPayment,,A66GGBW7MAGPE,-0.200,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,3FE2ERCCZZDURH0PHZP31QSS70KPO5
3XI1PCG2XUHCR6M1X9UNK0HQY8I0L9,2018-11-28 05:56:28 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,3FE2ERCCZZDURH0PHZP31QSS70KPO5
3V651RECG2BPTA5P03T7PS2CM0QRKM,2018-11-28 05:56:28 -0800,2018-11-28 13:45:48 -0800,AssignmentPayment,,A317RA15E0SZ4P,-0.200,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,38F5OAUN5PHVTUA2H00WHV46VK0H72
3CCAHN0CQP01ADBN6SGEENH6KBSN5I,2018-11-28 05:56:28 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,38F5OAUN5PHVTUA2H00WHV46VK0H72
3JZKYPYQCTHKJY5SLF6N45UGB5LRMR,2018-11-28 05:56:28 -0800,2018-11-28 13:18:43 -0800,AssignmentPayment,,AK8WZAFALWBAO,-0.200,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,3HMIGG0U4NBLF35A15WQHVV4W0J8YF
3NXYAU780SEGXHP6ULVBC7V2BHNN7X,2018-11-28 05:56:28 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,3HMIGG0U4NBLF35A15WQHVV4W0J8YF
3YWII3UHIO78J1Q4YVL0W9JL650RO6,2018-11-28 05:56:28 -0800,2018-11-28 13:07:36 -0800,AssignmentPayment,,A299J4PKHAEU9H,-0.200,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,3LOTDFNYA94Q5DKXUIK86QRA8WWFW4
3BQ5HQHBE71KB0DZ9ITVQ3M867BN99,2018-11-28 05:56:28 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,3LOTDFNYA94Q5DKXUIK86QRA8WWFW4
3TVZ819G1WECYXWS4YRMHID9X87ZUK,2018-11-28 05:56:28 -0800,2018-11-28 14:59:28 -0800,AssignmentPayment,,A14F22QXIGMF1T,-0.200,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,3JWH6J9I9UIA52Z3XF7PRHNY0M0BNR
30JVG49U1B16KFDLEVFEAG2WV88VFQ,2018-11-28 05:56:28 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,3JWH6J9I9UIA52Z3XF7PRHNY0M0BNR
38PLTEJARHNV47Y1H3MT2F3X7GB31S,2018-11-28 05:56:28 -0800,2018-11-28 13:42:13 -0800,AssignmentPayment,,A2RPSSZR3RP51Z,-0.200,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,36U2A8VAG345A47BAUTT704VR0DKYA
3TO1SG1W4B7TUJ075T6BC5QZAQMYM9,2018-11-28 05:56:28 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,36U2A8VAG345A47BAUTT704VR0DKYA
3AKITN0Q6OGD8AKEW782OO8AT8O22W,2018-11-28 05:56:29 -0800,2018-11-28 11:33:39 -0800,AssignmentPayment,,A15340BRCER2UO,-0.200,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3KV0LJBBH4QR3RVSHBEFEH32DITMRF
3LB8YI0DZ9CACWVXCYZ9668QD91XNZ,2018-11-28 05:56:29 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3KV0LJBBH4QR3RVSHBEFEH32DITMRF
3OQS053A3PCV19PWM7JWAW09MN3QX9,2018-11-28 05:56:29 -0800,2018-11-28 11:30:58 -0800,AssignmentPayment,,AK0Y7Z9HRL7SG,-0.200,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3V0Z7YWSI05TPU8GGD0505E7SJPV2Q
3Q3950UFFFA74JL21BK8QHWBK7OMIR,2018-11-28 05:56:29 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3V0Z7YWSI05TPU8GGD0505E7SJPV2Q
3OTDCIJPGHGK64PBNP7H7HGKUN1QZ6,2018-11-28 05:56:29 -0800,2018-11-28 11:22:56 -0800,AssignmentPayment,,A1D7MG93VY3EHI,-0.200,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3YT88D1N0A34U1ANL903H68IIZI3KN
34MXYFRDZT6YAEBQ1E5K3XBOCBDMK2,2018-11-28 05:56:30 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3YT88D1N0A34U1ANL903H68IIZI3KN
3WGWEU0C8C7B4D3KD8D4LEELL6IRQE,2018-11-28 05:56:29 -0800,2018-11-28 11:34:21 -0800,AssignmentPayment,,A8DWTH31EYL13,-0.200,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3E1QT0TDFREZP3Q5XNANV71G6HL8I9
3IX1RTVQ1BF3ZTSW727RH9HYU7ENBJ,2018-11-28 05:56:29 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3E1QT0TDFREZP3Q5XNANV71G6HL8I9
3T4SL58YQBPSOGF7V4TVT7VK0HZW0O,2018-11-28 05:56:29 -0800,2018-11-28 12:06:32 -0800,AssignmentPayment,,A1N1ULK71RHVMM,-0.200,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3URFVVM167NJIQMS0UZERUMVZLFUZ8
30MFENJJDQC0R060RMD24WID7YHRLY,2018-11-28 05:56:29 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3URFVVM167NJIQMS0UZERUMVZLFUZ8
3OLN84USECTPQ1LXZY6NZ6Y6IOIZWJ,2018-11-28 05:56:29 -0800,2018-11-28 14:42:30 -0800,AssignmentPayment,,A2LAE3OM5OQ0WF,-0.200,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,3Y5140Z9DZLKVVPMJ4CYHTW6VRLPIA
3F6ZUNXNG8ZQYB4R9L3ED1E9BNLVHO,2018-11-28 05:56:29 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,30Z7M1Q8UZPHW19DVXD8PPHCJJZA8L,3Y5140Z9DZLKVVPMJ4CYHTW6VRLPIA
3CLQTG78TPLTF6GXEZOBK3JMTWIZYI,2018-11-28 05:56:29 -0800,2018-11-28 12:24:09 -0800,AssignmentPayment,,A3U9PVQNT3AEVP,-0.200,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3M23Y66PO4C1F3AD9K73FVBC9KXS6Z
3JKIIGCKESDMPHZHXL6ZPEUOOFPVJT,2018-11-28 05:56:29 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3M23Y66PO4C1F3AD9K73FVBC9KXS6Z
3EY2DP4YKOUREACG470CQ8IU50P33K,2018-11-28 05:56:29 -0800,2018-11-28 13:27:48 -0800,AssignmentPayment,,AWF8F3RD3NA9D,-0.200,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3AMYWKA6YDRMHBIK23QUVQ1BCVV6OH
38LZCUXNA6XHUMLJI9LO49F45Q1YOO,2018-11-28 05:56:29 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3AMYWKA6YDRMHBIK23QUVQ1BCVV6OH
3BTL6UVJKKX57731EQA0MVBMDIG521,2018-11-28 05:56:29 -0800,2018-11-28 13:38:14 -0800,AssignmentPayment,,A2VR0KBCWPY8E1,-0.200,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,30H4UDGLT4N6REFD4JAQ9M3NC05PMQ
3QXYNWUYO0C2F6PM9MA2XSLF33I0NB,2018-11-28 05:56:29 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,30H4UDGLT4N6REFD4JAQ9M3NC05PMQ
3J1248OJDVCNBOZ10LRQH358DMK24S,2018-11-28 05:56:30 -0800,2018-11-28 11:13:19 -0800,AssignmentPayment,,AF99UK28HM1MR,-0.200,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3Z4GS9HPNXFY054Q4REKQIFCHH577R
3XA7U2EGDHDPAMX63FEI3L7SSB03DR,2018-11-28 05:56:30 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3Z4GS9HPNXFY054Q4REKQIFCHH577R
3XKH9HXU2RD096R3XEGWTGEUPDX4C3,2018-11-28 05:56:30 -0800,2018-11-28 13:16:28 -0800,AssignmentPayment,,A21992GZ32431E,-0.200,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3ZSANO2JCHCXYW3OADA791OP2J0SF2
3U05185MQ4C4TL9GFMA31TFZNN9ZXI,2018-11-28 05:56:30 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,32LAQ1JNTAUK9UFZ405UGMPT4ZBUT5,3ZSANO2JCHCXYW3OADA791OP2J0SF2
37NVO418LF6F64BHT5MRJ4EXAPA4EW,2018-11-28 05:56:30 -0800,2018-11-28 14:25:35 -0800,AssignmentPayment,,A1GPLSAFPS5YKW,-0.200,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,317HQ483I9XKSAD93PZ6D4RBVCKNIC
3U3QDLL13WGTYG9VG4YOYEVAVN7ZZF,2018-11-28 05:56:30 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,317HQ483I9XKSAD93PZ6D4RBVCKNIC
3EA12PJJE4WZKQILARX9CVOZXFJW28,2018-11-28 05:56:30 -0800,2018-11-28 11:22:56 -0800,AssignmentPayment,,A1D7MG93VY3EHI,-0.200,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,31HQ4X3T3UFJYODKWOD54ET9ZFMSL7
3T1CC7XF4W7QF09L3ZTHHOM2CTHRN0,2018-11-28 05:56:30 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,31HQ4X3T3UFJYODKWOD54ET9ZFMSL7
3480VJEKU22ZGQEM2X0AMCMGZCL00R,2018-11-28 05:56:30 -0800,2018-11-28 13:57:51 -0800,AssignmentPayment,,A38R689MVZST8Q,-0.200,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,37UEWGM5HVDU7293OPVHUPFZF7YR1C
328BXDA4SO4SK7NH06IC5T7GS4UVLV,2018-11-28 05:56:30 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,37UEWGM5HVDU7293OPVHUPFZF7YR1C
3PE9C3P5IV96C0H0HK4O50FVWA502B,2018-11-28 05:56:30 -0800,2018-11-28 13:27:45 -0800,AssignmentPayment,,A23AP978617EJS,-0.200,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,3E337GFOLBD6WJ7ED1Z3SSEVGZSNGK
3VN8VXO0JUZI87Q2CJYRILB5XZUVNX,2018-11-28 05:56:30 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,3E337GFOLBD6WJ7ED1Z3SSEVGZSNGK
3KA5HFJCRRTFALIOI4TOFA8KXWC54X,2018-11-28 05:56:30 -0800,2018-11-28 12:06:32 -0800,AssignmentPayment,,A1N1ULK71RHVMM,-0.200,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,3DH6GAKTY0U0ZZ6XAVW3UFS8V9QYZA
3NVI1SL4JQ02IR1ZP1NU1HQA3IJ0P7,2018-11-28 05:56:30 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,3DH6GAKTY0U0ZZ6XAVW3UFS8V9QYZA
3VE4800WPNCTENQML3Z3QYKANFV7U1,2018-11-28 05:56:30 -0800,2018-11-28 11:13:19 -0800,AssignmentPayment,,AF99UK28HM1MR,-0.200,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,358UUM7WR188IOO5D5CQVZ6CITZ7RQ
30OMH6SZ1ASM86B2UL98RLAD4OG3F2,2018-11-28 05:56:30 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,358UUM7WR188IOO5D5CQVZ6CITZ7RQ
36YY9M9KCK4NN9J3STNPKD6DDUQR1J,2018-11-28 05:56:31 -0800,2018-11-28 12:02:15 -0800,AssignmentPayment,,A3LAAPYYOPNDBU,-0.200,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3A1COHJ8NL0ZT8FLR5S2VV016468HG
3SFCVDBRVKCT02BTMQI0IA3S1G8MM7,2018-11-28 05:56:31 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3A1COHJ8NL0ZT8FLR5S2VV016468HG
3C7FTXU85RBJXCXIFX1886LABE4R3B,2018-11-28 05:56:31 -0800,2018-11-28 13:07:55 -0800,AssignmentPayment,,A182YKPS46KE9F,-0.200,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3ATPCQ38JAFZYRYPY3G4DM1ZMOJAYL
37CAFR7I1F2H05W5Z6XDAESXWGNMOM,2018-11-28 05:56:31 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3ATPCQ38JAFZYRYPY3G4DM1ZMOJAYL
3ACNKPQ08FSNHTIX5C29GETM3U3RS3,2018-11-28 05:56:31 -0800,2018-11-28 13:27:48 -0800,AssignmentPayment,,AWF8F3RD3NA9D,-0.200,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,3QHK8ZVMIONKH2WIL2RAEPJ9VR0BLP
3E7458IUFU3WEQQGLYYXCZ5YXSQNDQ,2018-11-28 05:56:31 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,3QHK8ZVMIONKH2WIL2RAEPJ9VR0BLP
3NRLDA7CLBS9N4X8E5GX5ALXHTFW44,2018-11-28 05:56:31 -0800,2018-11-28 12:00:02 -0800,AssignmentPayment,,A66GGBW7MAGPE,-0.200,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,3EJPLAJKEOLYGFWR4C1BBO8FWZXZ6B
3QZWQ3OLZMVQILLYJE69LDRXC8IRPW,2018-11-28 05:56:31 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,3EJPLAJKEOLYGFWR4C1BBO8FWZXZ6B
372613EJHLVN2R1MXT9C285BDKLW6P,2018-11-28 05:56:31 -0800,2018-11-28 11:34:21 -0800,AssignmentPayment,,A8DWTH31EYL13,-0.200,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3KAKFY4PGW7DO6KZL6FR4QT5QVT3IC
3ADSH9JBNMYBUY1DW6AYQ8RCDQ6RRO,2018-11-28 05:56:31 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3KAKFY4PGW7DO6KZL6FR4QT5QVT3IC
3SQZ8AATKZAA65KAQ86AMM12JFBW8B,2018-11-28 05:56:31 -0800,2018-11-28 11:57:35 -0800,AssignmentPayment,,A2D4X82TOMF0F9,-0.200,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3QXNC7EIPK0OWDSZYPRVPZWV4TM904
364YCZ7BQ7AOADE50VFTQNSU1B3RT1,2018-11-28 05:56:31 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3QXNC7EIPK0OWDSZYPRVPZWV4TM904
3VIDYDX5RK4USPZKIQO555GEJWG35A,2018-11-28 05:56:31 -0800,2018-11-28 13:38:14 -0800,AssignmentPayment,,A2VR0KBCWPY8E1,-0.200,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,3GNCZX450KS5PD6O7GKL0V8NIJGPA6
365D8L3I0UXKFYYZXMDSTEA4KRJYQW,2018-11-28 05:56:31 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,3GNCZX450KS5PD6O7GKL0V8NIJGPA6
3631RK411NI9FTD36J323PUAA2B37P,2018-11-28 05:56:31 -0800,2018-11-28 12:39:25 -0800,AssignmentPayment,,AFRBRB9J2ZX1D,-0.200,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,34S9DKFK75U6IASE77L9ZSLZLVINYI
3K14EGT60XIWSEDCPQ2XOEP52F4YSL,2018-11-28 05:56:31 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,34S9DKFK75U6IASE77L9ZSLZLVINYI
34LQ58QJN1WTP8M21SM3C8SYTNI56I,2018-11-28 05:56:31 -0800,2018-11-28 11:34:21 -0800,AssignmentPayment,,A8DWTH31EYL13,-0.200,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,3GA6AFUKOQTDSB9FFOX64ESQQIEH3X
379ESYGU7Q3NU4HE2TRJ6CQP4070RZ,2018-11-28 05:56:31 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33N1S8XHHNQ0M9X084KSR8LDEY01ZT,3GA6AFUKOQTDSB9FFOX64ESQQIEH3X
3PEF0NMI9D08EZ1QJSJM92QHBW8AL1,2018-11-28 05:56:31 -0800,2018-11-28 11:22:56 -0800,AssignmentPayment,,A1D7MG93VY3EHI,-0.200,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3QRYMNZ7F0MA1OTKX1YARBTK6T0NTT
3W1SZJPJ9EKPMW59CU424I9KLGF668,2018-11-28 05:56:31 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3QRYMNZ7F0MA1OTKX1YARBTK6T0NTT
3L2ISIKWEU3DQI78Z0CFJ7Z9N5P4GD,2018-11-28 05:56:32 -0800,2018-11-28 13:38:14 -0800,AssignmentPayment,,A2VR0KBCWPY8E1,-0.200,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3VJ40NV2QKSSJ9TWYGYN60TPW35OT9
33RKSF5WTGFZ1ZIX4ZC40L8C02C012,2018-11-28 05:56:32 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3VJ40NV2QKSSJ9TWYGYN60TPW35OT9
39BIDXP4XFKEFMLJRHZNDVON8SBJXB,2018-11-28 05:56:32 -0800,2018-11-28 11:13:00 -0800,AssignmentPayment,,A34QVV6QUHYMST,-0.200,34D9ZRXCYSZZFLOM9VJD6GHDVD5SA2,33FBRBDW6Q48C0455DE1K43LTC18C7
354OWLF5S7W1Y9TLFOGVVRC2N6CFID,2018-11-28 05:56:32 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,34D9ZRXCYSZZFLOM9VJD6GHDVD5SA2,33FBRBDW6Q48C0455DE1K43LTC18C7
31IIADQ3TR53W6A1UHX9VFBAORORUJ,2018-11-28 05:56:32 -0800,2018-11-28 12:09:30 -0800,AssignmentPayment,,A1K5ADLDP6OPMR,-0.200,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3X87C8JFV8GUPLTXOTL1L0S39L9SQW
3HLJSCWD3NITCA4CC4TN0Z8J956NF1,2018-11-28 05:56:32 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3X87C8JFV8GUPLTXOTL1L0S39L9SQW
3LX64KD7ZMEOPTDPN6QOID7X93BWAF,2018-11-28 05:56:32 -0800,2018-11-28 14:04:44 -0800,AssignmentPayment,,A3HPDH93L0FPNU,-0.200,34D9ZRXCYSZZFLOM9VJD6GHDVD5SA2,30LSNF239W0O3OOGH61MLGODKHU2I1
3CZO0ZAW2KQ3N5IU5QF8R5GFYWJRVH,2018-11-28 05:56:32 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,34D9ZRXCYSZZFLOM9VJD6GHDVD5SA2,30LSNF239W0O3OOGH61MLGODKHU2I1
3UW8YGE4F25DTC1WLG1MHLLG5SZ391,2018-11-28 05:56:32 -0800,2018-11-28 12:02:53 -0800,AssignmentPayment,,A1AYWUSULABAXL,-0.200,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3STRJBFXOYW9TI8H0O6UZJCGCYVTKU
3B7Z44T9L9VC7R5GEVXX3F7TNCPYU1,2018-11-28 05:56:32 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3STRJBFXOYW9TI8H0O6UZJCGCYVTKU
3P9JCFMTQFBGTM5QU7J1WMOPZI8584,2018-11-28 05:56:32 -0800,2018-11-28 13:33:39 -0800,AssignmentPayment,,A3HL2LL0LEPZT8,-0.200,34D9ZRXCYSZZFLOM9VJD6GHDVD5SA2,3B837J3LDQ1U1M8X18A1QQ2857BRSW
330KNO4UABF0AJU66IWE6RR7SL40TC,2018-11-28 05:56:32 -0800,2018-11-28 13:34:03 -0800,FeePayment,,Mechanical Turk,-0.080,34D9ZRXCYSZZFLOM9VJD6GHDVD5SA2,3B837J3LDQ1U1M8X18A1QQ2857BRSW
3ITCY70E0JVY2Z4BV5Z1MUU6GR8AN3,2018-11-28 05:56:32 -0800,2018-11-28 12:24:09 -0800,AssignmentPayment,,A3U9PVQNT3AEVP,-0.200,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3X66WABAJYNZSFE4VIFOJEGPBI2G3Y
3HPL6QLTCSZCQAOX5910OW5BRB568U,2018-11-28 05:56:32 -0800,2018-11-28 13:34:04 -0800,FeePayment,,Mechanical Turk,-0.080,33NKDW9FFYNV4H7JNJLRBJOTAVTCXX,3X66WABAJYNZSFE4VIFOJEGPBI2G3Y
3FRWC3RKV9JY5KGOBKCTQJZ1G69APZ,2018-11-28 05:56:32 -0800,2018-11-28 13:27:48 -0800,AssignmentPayment,,AWF8F3RD3NA9D,-0.200,34D9ZRXCYSZZFLOM9VJD6GHDVD5SA2,39U1BHVTDNW3XK0AFIEVIXVE1CA3TU
3AWS20O7RF3Q9YHC27LEKNB6HZ56AY,2018-11-28 05:56:32 -0800,2018-11-28 13:34:04 -0800,FeePayment,,Mechanical Turk,-0.080,34D9ZRXCYSZZFLOM9VJD6GHDVD5SA2,39U1BHVTDNW3XK0AFIEVIXVE1CA3TU
386WB6DBBSNRM9D3POCI4JCP2IH4I5,2018-11-28 05:56:33 -0800,2018-11-28 11:13:19 -0800,AssignmentPayment,,AF99UK28HM1MR,-0.200,34D9ZRXCYSZZFLOM9VJD6GHDVD5SA2,3Z2R0DQ0JJJCNJMULNBV01QLSON2ES
