ssid	obj_name	name_count
line.n.01	black line	38
line.n.01	electric lines	37
line.n.01	electrical line	36
line.n.01	electrical lines	34
line.n.01	black lines	21
line.n.01	dotted line	17
line.n.01	painted lines	15
line.n.01	electric line	15
line.n.01	double line	13
line.n.01	red lines	13
line.n.01	painted line	12
line.n.01	blue lines	12
line.n.01	foul line	11
line.n.01	dotted lines	10
line.n.01	curved line	9
line.n.01	line is white	7
line.n.01	orange line	6
line.n.01	gray line	6
line.n.01	dark line	6
line.n.01	crossing line	5
line.n.01	green line	5
line.n.01	crossing lines	5
line.n.01	double lines	5
line.n.01	broken lines	4
line.n.01	gray lines	4
line.n.01	grey lines	4
line.n.01	tether line	4
line.n.01	brown lines	4
line.n.01	dashed line	4
line.n.01	tread line	4
line.n.01	purple line	4
line.n.01	vertical line	4
line.n.01	pink line	3
line.n.01	fold line	3
line.n.01	line painted	3
line.n.01	straight lines	3
line.n.01	in line	3
line.n.01	row	3
line.n.01	stripe	3
line.n.01	vertical lines	3
line.n.01	lines painted	3
line.n.01	rigging lines	3
line.n.01	overhead line	3
line.n.01	serving line	2
line.n.01	solid lines	2
line.n.01	curved lines	2
line.n.01	long line	2
line.n.01	wires	2
line.n.01	small lines	2
line.n.01	stop line	2
line.n.01	waiting line	2
line.n.01	small line	2
line.n.01	stitching line	2
line.n.01	green lines	2
line.n.01	thin lines	2
line.n.01	horizontal lines	2
line.n.01	cracked line	2
line.n.01	squiggly lines	2
line.n.01	horizontal line	2
line.n.01	swirling lines	2
line.n.01	circular lines	2
line.n.01	long	1
line.n.01	solid line	1
line.n.01	pedestrian crossing	1
line.n.01	thick line	1
line.n.01	solid yellow lines	1
line.n.01	pedestrian lines	1
line.n.01	line .	1
line.n.01	bold and muted lines	1
line.n.01	diagonal line	1
line.n.01	lines on the concre	1
line.n.01	perforated line	1
line.n.01	double yellow line	1
line.n.01	short lines	1
line.n.01	large line	1
line.n.01	design	1
line.n.01	visible line	1
line.n.01	black grout	1
line.n.01	dark lines	1
line.n.01	two white lines	1
line.n.01	bright line	1
line.n.01	sand	1
line.n.01	warning lines	1
line.n.01	eight lines	1
line.n.01	tower	1
line.n.01	steering line	1
line.n.01	line on silver	1
line.n.01	triple lines	1
line.n.01	deep lines	1
line.n.01	line`	1
line.n.01	wavy green lines	1
line.n.01	shelf	1
line.n.01	lines are black	1
line.n.01	these line	1
line.n.01	textured lines	1
line.n.01	smily line	1
line.n.01	back line	1
line.n.01	round line	1
line.n.01	two lines	1
line.n.01	bound line	1
line.n.01	burn line	1
line.n.01	wire	1
line.n.01	pedestrian line	1
line.n.01	stitched lines	1
line.n.01	thin orange line	1
line.n.01	dividing line	1
line.n.01	white lines painted	1
line.n.01	shore line	1
line.n.01	three lines	1
line.n.01	middle line	1
line.n.01	lines hanging	1
line.n.01	stitched line	1
line.n.01	dashed lines	1
line.n.01	connecting lines	1
line.n.01	drying line	1
line.n.01	line of street light	1
line.n.01	recessed lines	1
line.n.01	squiggly line	1
line.n.01	reflecting lines	1
line.n.01	powered lines	1
line.n.01	line through	1
line.n.01	broken line	1
line.n.01	slanted line	1
line.n.01	ong and short lines	1
line.n.01	wide white line	1
line.n.01	three yellow lines	1
line.n.01	foul lines	1
line.n.01	designed lines	1
line.n.01	lines falling	1
line.n.01	lines above	1
line.n.01	white dashed lines	1
line.n.01	line on top	1
line.n.01	no lines	1
line.n.01	front line	1
line.n.01	light line	1
line.n.01	parallel lines	1
line.n.01	line of thin	1
line.n.01	square lines	1
line.n.01	narrow lines	1
line.n.01	arched line	1
line.n.01	reflective line	1
line.n.01	colored line	1
line.n.01	orange lines	1
line.n.01	electical line	1
line.n.01	faded line	1
line.n.01	ridged lines	1
line.n.01	black and blue line	1
line.n.01	line is painted	1
line.n.01	golden lines	1
line.n.01	line.	1
line.n.01	long lines	1
line.n.01	white line painted	1
line.n.01	concrete line	1
line.n.01	light lines	1
line.n.14	rail line	11
line.n.14	rail lines	1
lineage.n.01	pedigree	1
linebacker.n.01	linebacker	1
lineman.n.01	lineman	2
linen.n.01	linen	31
linen.n.01	linens	19
linen.n.01	folded linen	5
linen.n.01	bed linen	2
linen.n.01	comforter	1
linen.n.01	white linens	1
liner.n.01	liner	74
liner.n.01	plastic liner	5
liner.n.01	black liner	3
liner.n.01	white liner	2
liner.n.01	liners	2
liner.n.01	net liner	1
liner.n.01	blue liner	1
liner.n.01	commercial liner	1
liner.n.01	red liner	1
liner.n.01	no liner	1
liner.n.04	ocean liner	3
linesman.n.01	linesman	7
linesman.n.01	bending linesman	1
ling.n.01	lings	1
ling.n.01	ling	1
lingerie.n.01	lingerie	2
lining.n.01	lining	96
lining.n.01	blue lining	4
lining.n.01	plastic lining	3
lining.n.01	white lining	2
lining.n.01	pink lining	1
lining.n.01	black lining	1
lining.n.01	red lining	1
lining.n.01	piped lining	1
lining.n.01	purple lining	1
lining.n.01	orange lining	1
lining.n.01	gray lining	1
link.n.01	link	69
link.n.01	links	12
linkage.n.01	linkages	1
linoleum.n.01	linoleum	20
linoleum.n.01	dirty linoleum	1
linoleum.n.01	white linoleum	1
linoleum.n.01	brown linoleum	1
lint.n.01	lint	7
lion.n.01	lion	75
lion.n.01	lions	11
lion.n.01	dandy lion	2
lion.n.01	two lions	1
lion.n.01	stuffed animal	1
lion.n.01	painted lion	1
lion.n.01	lions head	1
lion.n.01	golden lion	1
lion.n.01	winged lion	1
lion.n.01	brown lion	1
lion.n.01	lion biting	1
lion.n.01	lion watching	1
lioness.n.01	lioness	2
lip_balm.n.01	lip balm	3
lip.n.01	lips	500
lip.n.01	lip	231
lip.n.01	upper lip	10
lip.n.01	lower lip	8
lip.n.01	lip gloss	6
lip.n.01	bottom lip	4
lip.n.01	top lip	4
lip.n.01	red lips	4
lip.n.01	lip piercing	3
lip.n.01	pink lips	2
lip.n.01	pursed lips	1
lip.n.01	closed lips	1
lip.n.01	inner upper lip	1
lip.n.01	brown lips	1
lip.n.01	teeth	1
lip.n.01	mouth	1
lip.n.01	ramp	1
lip.n.01	curved lip	1
lip.n.01	puckered lips	1
lip.n.01	flat lip	1
lip.n.01	lips closed tightly	1
lip.n.01	tough lips	1
lip.n.01	pink lip	1
lip.n.01	lips are together	1
lip.n.01	lip is smiling	1
lipstick.n.01	lipstick	95
lipstick.n.01	red lipstick	3
lipstick.n.01	lips	2
liqueur.n.01	liqueur	2
liquid_crystal_display.n.01	lcd	9
liquid_soap.n.01	liquid soap	1
liquid.n.01	liquid	660
liquid.n.01	brown liquid	7
liquid.n.01	dark liquid	6
liquid.n.01	red liquid	6
liquid.n.01	orange liquid	5
liquid.n.01	green liquid	5
liquid.n.01	clear liquid	4
liquid.n.01	dishwashing liquid	4
liquid.n.01	yellow liquid	3
liquid.n.01	blue liquid	2
liquid.n.01	liquids	2
liquid.n.01	water	1
liquid.n.01	wine	1
liquid.n.01	dark liquid in it	1
liquid.n.01	cleaning liquid	1
liquid.n.01	colored liquid	1
liquid.n.01	spilled liquid	1
liquid.n.01	bubbly liquid	1
liquid.n.01	white liquid	1
liquor.n.01	liquor	26
liquor.n.01	booze	2
liquor.n.01	liquors	1
lir.n.01	lir	2
list.n.01	list	12
list.n.01	listing	1
listening.n.01	listening	1
liter.n.01	l	57
liter.n.01	red l	4
liter.n.01	liter	3
liter.n.01	l shaped counter top	1
liter.n.01	liters	1
liter.n.01	letter l	1
liter.n.01	upside l	1
liter.n.01	first l	1
liter.n.01	2 liter	1
liter.n.01	two liter	1
liter.n.01	purple l	1
literature.n.01	literature	2
literature.n.02	lit	22
litter.n.01	litter	114
litter.n.01	litter free	1
litter.n.01	not litter	1
litter.n.01	leaves litter	1
little_finger.n.01	pinkie	5
little.n.01	little	8
liver.n.01	liver	1
liver.n.01	chopped liver	1
livery.n.01	livery	2
livestock.n.01	livestock	43
living_room.n.01	living room	1
lizard.n.01	lizard	14
llama.n.01	llama	9
lloyd.n.01	lloyds tsb	1
load.n.01	load	12
load.n.01	loading	4
load.n.01	abnormal load	1
loaf_of_bread.n.01	loaf	23
loaf_of_bread.n.01	loaves	4
loanblend.n.01	hybrid	3
lobe.n.01	lobe	12
lobster_pot.n.01	lobster pot	1
lobster.n.01	lobster	18
lobster.n.01	lobsters	1
location.n.01	location	16
location.n.01	rural location	1
location.n.01	green location	1
loch.n.01	lochs	1
lock.n.01	lock	367
lock.n.01	locks	16
lock.n.01	key lock	3
lock.n.01	latch lock	1
lock.n.01	black lock	1
lock.n.01	locks 2	1
locket.n.01	locket	4
locking.n.01	locking	2
locomotive.n.01	locomotive	113
locomotive.n.01	locomotive engine	4
locomotive.n.01	train	1
locomotive.n.01	locomotives	1
locust.n.01	locust	1
lodger.n.01	boarder	81
lodger.n.01	skate boarder	10
lodger.n.01	boarders	6
lodger.n.01	white boarder	3
lodger.n.01	upper white boarder	1
lodger.n.01	blue	1
lodger.n.01	person	1
lodger.n.01	black boarders	1
lodger.n.01	long boarder	1
loft.n.01	loft	4
loft.n.02	attic	10
log_cabin.n.01	log cabin	3
log.n.01	log	814
log.n.01	logs	211
log.n.01	wooden logs	7
log.n.01	large log	5
log.n.01	vertical log	5
log.n.01	brown log	3
log.n.01	broken log	3
log.n.01	brown logs	2
log.n.01	gray logs	2
log.n.01	wooden log	2
log.n.01	fallen logs	2
log.n.01	trees	1
log.n.01	gray wooden log	1
log.n.01	branch	1
log.n.01	trunk	1
log.n.01	large logs	1
log.n.01	hollow log	1
log.n.01	fallen log	1
log.n.01	exposed log	1
log.n.01	split logs	1
log.n.01	white log	1
log.n.01	shaped logs	1
log.n.01	log lying	1
log.n.01	this is a log	1
log.n.01	big log	1
logistics.n.01	logistics	1
logo.n.01	logo	5766
logo.n.01	nike logo	88
logo.n.01	logos	86
logo.n.01	white logo	25
logo.n.01	red logo	16
logo.n.01	blue logo	13
logo.n.01	black logo	9
logo.n.01	yellow logo	8
logo.n.01	green logo	5
logo.n.01	writing	3
logo.n.01	logotype	3
logo.n.01	orange logo	3
logo.n.01	pink logo	2
logo.n.01	letters	2
logo.n.01	'movistar' logo	2
logo.n.01	word	2
logo.n.01	geno's logo	2
logo.n.01	olympic logo	2
logo.n.01	purple logo	2
logo.n.01	corporate logo	2
logo.n.01	colorful logo	2
logo.n.01	square logo	2
logo.n.01	virgin logo	2
logo.n.01	jeep logo	1
logo.n.01	white logo.	1
logo.n.01	markings	1
logo.n.01	ah awd logo	1
logo.n.01	have logos	1
logo.n.01	sticker	1
logo.n.01	7-11 logo	1
logo.n.01	black nike logo	1
logo.n.01	blue nike logo	1
logo.n.01	white nike logo	1
logo.n.01	logo.	1
logo.n.01	iron cross	1
logo.n.01	movistar+logo	1
logo.n.01	coors light logo	1
logo.n.01	brand of wetsuit	1
logo.n.01	dodge logo	1
logo.n.01	adidas	1
logo.n.01	fedex	1
logo.n.01	box	1
logo.n.01	black lettering	1
logo.n.01	emblem	1
logo.n.01	circular logo	1
logo.n.01	sculpture	1
logo.n.01	007 logo	1
logo.n.01	macbook pro logo	1
logo.n.01	lola loca	1
logo.n.01	mcdonald's logo	1
logo.n.01	black writting	1
logo.n.01	graphic logo	1
logo.n.01	logo and writing	1
logo.n.01	print	1
logo.n.01	united logo	1
logo.n.01	recycle logo	1
logo.n.01	brown logo	1
logo.n.01	logo 2	1
logo.n.01	grey logo	1
logo.n.01	he logo on the front	1
logo.n.01	correct logo	1
logo.n.01	postal logo	1
logo.n.01	samsung logo	1
logo.n.01	white/red logo	1
logo.n.01	coca-cola logo	1
logo.n.01	chase logo	1
logo.n.01	handicapped logo	1
logo.n.01	express logo	1
logo.n.01	pepsi-cola logo	1
logo.n.01	chevrolet logo	1
logo.n.01	mitas logo	1
logo.n.01	25c logo	1
logo.n.01	lays logo	1
logo.n.01	colored logo	1
logo.n.01	red and white logo	1
logo.n.01	red/blue logo	1
loin.n.01	loin	1
london.n.01	london	24
london.n.01	london 2010	1
london.n.01	london united	1
london.n.01	london 2012	1
long_hundred.n.01	120	4
longhand.n.01	cursive f	3
longhand.n.01	cursive	2
longhorn.n.01	longhorn	1
loofa.n.01	loofah	4
loofa.n.01	loofa	3
look.n.02	looking	23
lookout.n.01	picket	8
lookout.n.01	wooden pickets	1
lookout.n.01	lookout	1
lookout.n.03	observation tower	1
loom.n.01	loom	1
loon.n.02	diver	3
loot.n.01	booties	4
loot.n.01	swag	2
lord.n.03	noble	1
lorry.n.01	lorry	35
lory.n.01	lories	1
lory.n.01	lory	1
los_angeles.n.01	los angeles	5
lotion.n.01	lotion	57
lotion.n.01	lotions	2
lotion.n.01	lotion.	1
lottery.n.01	lottery	1
lotto.n.01	bingo	1
lotus.n.01	lotus	1
loudspeaker.n.01	loudspeakers	2
loudspeaker.n.01	loudspeaker	2
loudspeaker.n.01	speaker system	2
louisiana.n.01	louisiana	1
louisiana.n.01	la	1
louse.n.01	lice	1
louver.n.01	vents	1
louvre.n.01	louvre	1
love_seat.n.01	love seat	24
love_seat.n.01	loveseat	21
love_seat.n.01	chair	1
love.n.01	love	11
love.n.01	loves	1
love.n.01	i love	1
lovingness.n.01	caring	1
low.n.01	low	3
lower_berth.n.01	lower	2
lower_berth.n.01	lowers	1
lower_jaw.n.01	jowls	3
lowland.n.01	lowlands	1
luff.n.01	luff	1
lug.n.01	lug	22
lug.n.01	lugs	2
luggage_carrier.n.01	luggage carrier	10
luggage_compartment.n.01	luggage compartment	9
luggage_compartment.n.01	luggage compartments	2
luggage_rack.n.01	luggage rack	31
luggage_rack.n.01	roof rack	6
luggage_rack.n.01	roof racks	1
lumber.n.01	lumber	14
lumber.n.01	timber	7
lunch_meat.n.01	lunch meat	5
lunch_meat.n.01	bologna	1
lunch.n.01	lunch	86
lunch.n.01	lunches	1
lunchroom.n.01	lunchroom	1
lupine.n.01	lupins	1
lupus_erythematosus.n.01	less	1
lure.n.01	lure	1
lute.n.01	lute	1
lying.n.01	lying	2
lymph_node.n.01	nodes	1
lymph_node.n.01	node	1
lyric.n.01	lyrics	1
lysol.n.01	lysol	1
lysol.n.01	lysol can	1
ma.n.01	mom	35
ma.n.01	ma	9
ma.n.01	mama	5
ma.n.01	mas	2
ma.n.01	ma's	1
ma.n.01	mum	1
ma.n.01	momma	1
ma.n.01	ma is carrig	1
ma.n.01	ma is walkig	1
macadam.n.01	macadam	1
macadamia.n.01	macadamia	1
macaroni_salad.n.01	macaroni salad	2
macaroni.n.01	macaroni	45
macaroni.n.01	macaroni noodle	6
macaroni.n.01	yellow macaroni	1
macaroon.n.01	macaroon	2
macaroon.n.01	macaroons	2
macaw.n.01	macaw	2
mace.n.01	mace	1
machete.n.01	machete	2
machine_gun.n.01	machine gun	6
machine.n.01	machine	310
machine.n.01	washing machine	34
machine.n.01	vending machine	32
machine.n.01	machines	17
machine.n.01	sewing machine	11
machine.n.01	blue machine	3
machine.n.01	shaving machine	2
machine.n.01	skatting machine	2
machine.n.01	gray machine	2
machine.n.01	red machine	1
machine.n.01	news paper vending machine	1
machine.n.01	electric machine	1
machine.n.01	chopping machine	1
machine.n.01	ticketing machine	1
machine.n.01	answering machine	1
machine.n.01	vending machines	1
machine.n.01	machine for loading	1
machine.n.01	pitching machine	1
machine.n.01	printing machine	1
machine.n.01	weighing machine	1
machine.n.01	several machines	1
machine.n.01	claw machine	1
machine.n.01	frying machine	1
machine.n.01	cashing machine	1
machine.n.01	gambling machines	1
machine.n.01	two machines	1
machine.n.01	cutting machine	1
machine.n.01	breathing machine	1
machine.n.01	slicing machine	1
machine.n.01	skating machine	1
machine.n.01	milking machine	1
machine.n.01	adding machine	1
machinery.n.01	machinery	22
machinery.n.01	heavy machinery	1
machinist.n.01	mechanic	3
machinist.n.01	mechanics	1
macintosh.n.02	mac	6
macintosh.n.02	mack	1
mackintosh.n.01	macintosh	1
macrame.n.01	macrame	2
madison.n.01	madison	3
maestro.n.01	master	2
maestro.n.01	masters	1
magazine_rack.n.01	magazine rack	13
magazine_rack.n.01	magazine racks	1
magazine.n.01	magazine	291
magazine.n.01	magazines	143
magazine.n.01	mag	2
magazine.n.01	magazine stack	2
magazine.n.01	folded magazine	1
magazine.n.01	blue magazine	1
magazine.n.01	stack of magazines	1
magazine.n.01	framed magazine	1
magazine.n.01	mags	1
magazine.n.01	cooking magazine	1
magic.n.01	black magic	1
magnet.n.01	magnet	344
magnet.n.01	magnets	166
magnet.n.01	red magnet	2
magnet.n.01	magnets.	1
magnet.n.01	there is a magnet	1
magnet.n.01	green magnets	1
magnet.n.01	large magnet	1
magnet.n.01	colorful magnet	1
magnet.n.01	rectangular magnet	1
magnet.n.01	blue magnet	1
magnet.n.01	kansas magnet	1
magnifier.n.01	magnifier	1
mail_slot.n.01	mail slot	18
mail.n.01	mail	28
mail.n.01	pond	1
mail.n.01	mail on	1
mail.n.01	mails	1
mail.n.01	sending mail	1
mail.n.01	'u.s. mail'	1
mailbox.n.01	mailbox	128
mailbox.n.01	mailboxes	6
mailbox.n.01	blue mailbox	2
mailbox.n.01	mailbox!	1
mailbox.n.01	red mailbox	1
mailbox.n.01	black mailbox	1
mailman.n.01	mailman	1
mailman.n.01	smiling woman	1
maimonides.n.01	maimonides	1
main.n.01	main	22
main.n.01	mains	1
main.n.01	main st	1
maine.n.01	me	3
maine.n.01	maine	3
mainland.n.01	green mainland	1
majority.n.01	bulk	1
maker.n.01	maker	12
maker.n.01	stitch maker	1
maker.n.01	historical maker	1
maker.n.01	makers	1
makeup.n.01	makeup	40
makeup.n.01	applying makeup	1
makeup.n.01	putting on makeup	1
makeup.n.01	red makeup	1
makeup.n.01	heavy makeup	1
male_child.n.01	boy	6059
male_child.n.01	boys	189
male_child.n.01	little boy	20
male_child.n.01	young boy	18
male_child.n.01	two boys	14
male_child.n.01	boy's	8
male_child.n.01	man	7
male_child.n.01	child	6
male_child.n.01	person	4
male_child.n.01	blond boy	4
male_child.n.01	kid	3
male_child.n.01	blonde boy	3
male_child.n.01	player	2
male_child.n.01	small boy	2
male_child.n.01	waiting boy	2
male_child.n.01	red haired boy.	1
male_child.n.01	boy has	1
male_child.n.01	boy has cell phone	1
male_child.n.01	boys face	1
male_child.n.01	boy looking up	1
male_child.n.01	four children playin	1
male_child.n.01	spectator	1
male_child.n.01	fence	1
male_child.n.01	baby	1
male_child.n.01	little boy's hea	1
male_child.n.01	boy is	1
male_child.n.01	kid's	1
male_child.n.01	teenager	1
male_child.n.01	guy	1
male_child.n.01	watching boy	1
male_child.n.01	boy in black	1
male_child.n.01	there is a man	1
male_child.n.01	boys crouched	1
male_child.n.01	other boy	1
male_child.n.01	toddler	1
male_child.n.01	standing boy	1
male_child.n.01	there is a boy	1
male_child.n.01	skateboarder	1
male_child.n.01	boy catching	1
male_child.n.01	boy is skating	1
male_child.n.01	red haired boy	1
male_child.n.01	boy i	1
male_child.n.01	teenage boy	1
male_child.n.01	smiling boy	1
male_child.n.01	boy is pointing	1
male_child.n.01	boy wearing	1
male_child.n.01	boy dressed	1
male_child.n.01	boy has short	1
male_child.n.01	boy's left-thumb	1
male_child.n.01	black boy	1
male_child.n.01	boys blonde	1
male_child.n.01	boy riding	1
male_child.n.01	three boys	1
male_child.n.01	boy's green	1
male_child.n.01	boys head	1
male_child.n.01	boy's tshirt	1
male_child.n.01	boy kneeling	1
male_child.n.01	boys playing	1
male_child.n.01	boy jumping	1
male_child.n.01	boy is wearing	1
male_child.n.01	boy'sfoot	1
male_child.n.01	boy has bangs	1
male_child.n.01	boy is goofing	1
male_child.n.01	above the boy.	1
male_child.n.01	behind little boy	1
male_child.n.01	boy's mickey shirt	1
male_child.n.01	boy very close	1
male.n.01	male	261
male.n.01	white male	6
male.n.01	adult male	5
male.n.01	males	4
male.n.01	boy	3
male.n.01	male in red	1
male.n.01	black male	1
male.n.01	two males	1
male.n.01	human male	1
male.n.01	caucasian male	1
mallet.n.01	mallet	7
malted.n.01	malt	1
malted.n.01	malt can	1
malted.n.01	rich malt	1
mammal.n.01	mammal	9
mammal.n.01	mammals	3
mammoth.n.01	mammoth	2
man.n.01	man	39034
man.n.01	men	961
man.n.01	two men	100
man.n.01	young man	41
man.n.01	person	36
man.n.01	bald man	30
man.n.01	old man	24
man.n.01	man's	24
man.n.01	three men	20
man.n.01	mans head	18
man.n.01	man wearing	17
man.n.01	man sitting	15
man.n.01	mans face	13
man.n.01	standing man	9
man.n.01	older man	8
man.n.01	guy	8
man.n.01	man riding	8
man.n.01	four men	8
man.n.01	boy	8
man.n.01	elderly man	8
man.n.01	man with	7
man.n.01	black man	7
man.n.01	asian man	7
man.n.01	man looking	7
man.n.01	man smiling	6
man.n.01	man leaning	6
man.n.01	man`s hand	6
man.n.01	young men	5
man.n.01	orange man	5
man.n.01	blacksuit man	5
man.n.01	green man	5
man.n.01	man is young	5
man.n.01	player	4
man.n.01	man is surfing	4
man.n.01	walking man	4
man.n.01	man jumping	4
man.n.01	skier	4
man.n.01	man is	4
man.n.01	smiling man	4
man.n.01	he (man)	4
man.n.01	bending man	4
man.n.01	bearded man	4
man.n.01	balding man	4
man.n.01	uniformed men	4
man.n.01	gingerbread man	4
man.n.01	sitting man	3
man.n.01	man in	3
man.n.01	man is standing	3
man.n.01	man.	3
man.n.01	man is smiling	3
man.n.01	skateboarder	3
man.n.01	there is a man	3
man.n.01	man wearing orange	3
man.n.01	man wearing blue	3
man.n.01	man has beard	3
man.n.01	man bending	3
man.n.01	man is wearing	3
man.n.01	this is a man	3
man.n.01	grown man	3
man.n.01	tall man	3
man.n.01	blurry man	2
man.n.01	white man	2
man.n.01	shirt	2
man.n.01	back of a man	2
man.n.01	surfer	2
man.n.01	mans shoulder	2
man.n.01	man pointing	2
man.n.01	man is light skinned	2
man.n.01	mans pullover	2
man.n.01	man in blue	2
man.n.01	man in red	2
man.n.01	man flying	2
man.n.01	man in black	2
man.n.01	naked man	2
man.n.01	on man	2
man.n.01	an old man	2
man.n.01	man performing	2
man.n.01	man wearing red	2
man.n.01	3 men	2
man.n.01	man wearing black	2
man.n.01	seated man	2
man.n.01	people	2
man.n.01	mans hand	2
man.n.01	man has	2
man.n.01	man sitting down	2
man.n.01	man is looking	2
man.n.01	blond man	2
man.n.01	man .	2
man.n.01	glowing man	2
man.n.01	men sitting	2
man.n.01	man seated	2
man.n.01	2 men	2
man.n.01	best man	2
man.n.01	military man	2
man.n.01	men standing	2
man.n.01	man swinging	2
man.n.01	man smiles	2
man.n.01	red and blue men	1
man.n.01	bald men	1
man.n.01	bored man	1
man.n.01	military men	1
man.n.01	man`s legs	1
man.n.01	man with hairy calve	1
man.n.01	man's flipflops	1
man.n.01	man isdriving	1
man.n.01	man next to pack	1
man.n.01	woman	1
man.n.01	4 men	1
man.n.01	short man	1
man.n.01	man at	1
man.n.01	right of man	1
man.n.01	man's head band	1
man.n.01	man reaching	1
man.n.01	man has remote	1
man.n.01	man is crossing	1
man.n.01	man is riding	1
man.n.01	two men standing	1
man.n.01	two men walking	1
man.n.01	man shaving	1
man.n.01	man with half beard	1
man.n.01	dress shoes on man	1
man.n.01	man bare chested	1
man.n.01	man in a green	1
man.n.01	man in orange	1
man.n.01	teen	1
man.n.01	mans lapel	1
man.n.01	leg	1
man.n.01	mans lap	1
man.n.01	batter	1
man.n.01	man black	1
man.n.01	homeless man	1
man.n.01	officer	1
man.n.01	flying man	1
man.n.01	man ready to hit	1
man.n.01	competitors	1
man.n.01	another man	1
man.n.01	surf instructor	1
man.n.01	handsome man	1
man.n.01	he	1
man.n.01	second man	1
man.n.01	umpire	1
man.n.01	sh food	1
man.n.01	pitcher	1
man.n.01	police	1
man.n.01	man wearing white	1
man.n.01	men wearing black	1
man.n.01	man in yellow	1
man.n.01	bridegroom	1
man.n.01	red man	1
man.n.01	an older man	1
man.n.01	standing	1
man.n.01	six men	1
man.n.01	left man	1
man.n.01	2nd man	1
man.n.01	man wearing gray	1
man.n.01	mountian	1
man.n.01	man is walking	1
man.n.01	he face of a man	1
man.n.01	man is wearing black	1
man.n.01	man is wind surfing	1
man.n.01	driver	1
man.n.01	men's	1
man.n.01	figure	1
man.n.01	these is	1
man.n.01	serving man	1
man.n.01	man's appron	1
man.n.01	smiling woman	1
man.n.01	men wearing	1
man.n.01	infielder	1
man.n.01	tournament official	1
man.n.01	seven men	1
man.n.01	man weariing	1
man.n.01	man winding up	1
man.n.01	linesman	1
man.n.01	man is throwing	1
man.n.01	skater	1
man.n.01	trainer	1
man.n.01	garbageman	1
man.n.01	man looking to right	1
man.n.01	man helping	1
man.n.01	man in green	1
man.n.01	man wearing green	1
man.n.01	man wearing tshirt	1
man.n.01	sweatsuit	1
man.n.01	man is visible	1
man.n.01	man talking	1
man.n.01	man looking down	1
man.n.01	man's winter coat	1
man.n.01	man's face	1
man.n.01	injured man	1
man.n.01	men loading	1
man.n.01	man is eating	1
man.n.01	other man	1
man.n.01	man w/phone	1
man.n.01	man is playing	1
man.n.01	man is preparing	1
man.n.01	man is barefoot	1
man.n.01	man not wearing	1
man.n.01	man`s hat	1
man.n.01	dark-skinned man	1
man.n.01	man is holding	1
man.n.01	sitted man	1
man.n.01	two men with sunglas	1
man.n.01	mustachioed man	1
man.n.01	man in gray	1
man.n.01	blue man	1
man.n.01	man is weighing	1
man.n.01	man holds	1
man.n.01	man reflected	1
man.n.01	man in a suit coat	1
man.n.01	man in uniform top	1
man.n.01	man that is young	1
man.n.01	man picking	1
man.n.01	man on the right	1
man.n.01	dark man	1
man.n.01	man`s hair	1
man.n.01	suited man	1
man.n.01	vast man	1
man.n.01	man`s back	1
man.n.01	man walking forward	1
man.n.01	behind man	1
man.n.01	five men	1
man.n.01	man kneeling	1
man.n.01	ski-jumping man	1
man.n.01	drunk man	1
man.n.01	kneepads on a man	1
man.n.01	man on a skateboar	1
man.n.01	topless man	1
man.n.01	darkhaired man	1
man.n.01	old man's	1
man.n.01	men riding	1
man.n.01	man steering	1
man.n.01	man is jumping	1
man.n.01	man is wearing short	1
man.n.01	man kicking	1
man.n.01	elder man	1
man.n.01	middle man	1
man.n.01	blonde man	1
man.n.01	man sleeping	1
man.n.01	man wearing khaki	1
man.n.01	man made rock wall	1
man.n.01	behind the men	1
man.n.01	man looks inquisitiv	1
man.n.01	man wears a	1
man.n.01	man's short	1
man.n.01	man can	1
man.n.01	man`s moustache	1
man.n.01	man bent	1
man.n.01	men walking	1
man.n.01	back man	1
man.n.01	breaded man	1
man.n.01	hooded man	1
man.n.01	hurt man	1
man.n.01	men's brown	1
man.n.01	men jumping	1
man.n.01	man`s shirt	1
man.n.01	brownhair man	1
man.n.01	caucasian man	1
man.n.01	man`s wrist	1
man.n.01	man wearing a	1
man.n.01	bad man	1
man.n.01	man paddle	1
man.n.01	man`s feet	1
man.n.01	talking man	1
man.n.01	mans shadow	1
man.n.01	man's red-shirt	1
man.n.01	last man	1
man.n.01	fair-skinned man	1
man.n.01	barefoot man	1
man.n.01	man stretching	1
man.n.01	men playing	1
man.n.01	kitesurfing man	1
man.n.01	man`s pant	1
man.n.01	man bald	1
man.n.01	man lying	1
man.n.01	sad man	1
man.n.01	crouched man	1
man.n.01	man touching	1
man.n.01	ancient man	1
man.n.01	lone man	1
man.n.01	little man	1
man.n.01	chinese man	1
man.n.01	man remote	1
man.n.01	man dragging	1
man.n.01	man hand	1
man.n.01	man taking picure	1
man.n.01	jumping men	1
man.n.01	men posing	1
man.n.01	chubby man	1
man.n.01	waiting man	1
man.n.01	men stand	1
man.n.01	man  in black	1
man.n.01	man is carrying	1
man.n.01	man is swimming	1
man.n.01	man feeding	1
man.n.01	man with curved back	1
man.n.01	on mans head	1
man.n.01	big man	1
man.n.01	standing man.	1
man.n.01	½-man	1
man.n.01	man in flame helmet	1
man.n.01	man in horn hat	1
man.n.01	man waiting	1
man.n.01	away from the man	1
man.n.01	behind the man	1
man.n.01	man in front	1
man.n.01	near the man	1
