supercat	category	ssid	no_imgs	no_objs	objname	name_count
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	large pots	2
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	empty pot	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	gray pot	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	pot faces	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	basket	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	pan	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	black pots	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	pot on top	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	dark pot	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	square pot	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	it	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	pans	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	grey pot	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	pitcher	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	orange pots	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	mini pot	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	on pot	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	floating pot	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	pot painted	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	indent on pot handle	1
instrumentality, instrumentation	kitchen_utensil.n.01	pot.n.01	1558	2213	hanging pot	1
instrumentality, instrumentation	kitchen_utensil.n.01	saucepan.n.01	4	7	saucepan	7
instrumentality, instrumentation	kitchen_utensil.n.01	spatula.n.01	195	211	spatula	196
instrumentality, instrumentation	kitchen_utensil.n.01	spatula.n.01	195	211	spatulas	4
instrumentality, instrumentation	kitchen_utensil.n.01	spatula.n.01	195	211	spatula handle	2
instrumentality, instrumentation	kitchen_utensil.n.01	spatula.n.01	195	211	black spatula	2
instrumentality, instrumentation	kitchen_utensil.n.01	spatula.n.01	195	211	wooden spatula	2
instrumentality, instrumentation	kitchen_utensil.n.01	spatula.n.01	195	211	serving spatula	1
instrumentality, instrumentation	kitchen_utensil.n.01	spatula.n.01	195	211	dirty spatula	1
instrumentality, instrumentation	kitchen_utensil.n.01	spatula.n.01	195	211	pizza server	1
instrumentality, instrumentation	kitchen_utensil.n.01	spatula.n.01	195	211	server	1
instrumentality, instrumentation	kitchen_utensil.n.01	spatula.n.01	195	211	two spatulas	1
instrumentality, instrumentation	kitchen_utensil.n.01	squeezer.n.01	2	2	squeezer	2
instrumentality, instrumentation	kitchen_utensil.n.01	stockpot.n.01	1	1	stockpot	1
instrumentality, instrumentation	kitchen_utensil.n.01	tea_urn.n.01	1	1	tea urn	1
instrumentality, instrumentation	kitchen_utensil.n.01	teakettle.n.01	2	2	teakettle	2
instrumentality, instrumentation	kitchen_utensil.n.01	teapot.n.01	104	113	teapot	107
instrumentality, instrumentation	kitchen_utensil.n.01	teapot.n.01	104	113	teapots	3
instrumentality, instrumentation	kitchen_utensil.n.01	teapot.n.01	104	113	teapot handle	1
instrumentality, instrumentation	kitchen_utensil.n.01	teapot.n.01	104	113	handle on teapot	1
instrumentality, instrumentation	kitchen_utensil.n.01	teapot.n.01	104	113	orange teapot	1
instrumentality, instrumentation	kitchen_utensil.n.01	whisk.n.01	25	25	whisk	25
instrumentality, instrumentation	kitchen_utensil.n.01	wok.n.01	10	11	wok	11
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	candle	1187
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	candles	251
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	lit candle	19
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	lit candles	5
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	votive candle	5
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	candle sticks	4
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	two candles	4
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	yellow candle	4
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	white candle	4
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	i candle	2
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	blue candle	2
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	green candle	2
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	white candles	2
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	lighted candle	2
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	three candles	2
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	lit white candle	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	brown candle	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	candle is sitting	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	candle handle	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	beige candles	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	one candle	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	electric candle	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	decorative candles	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	orange candle	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	cup	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	six white candles	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	5 candle	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	pink candle	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	with candles	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	red candle	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	red candles	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	four candles	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	6 candle	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	small candle	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	lit candle in it	1
instrumentality, instrumentation	lamp.n.01	candle.n.01	861	1516	candle is chocolate	1
instrumentality, instrumentation	lamp.n.01	flash.n.10	1	1	flash bulb	1
instrumentality, instrumentation	lamp.n.01	flashlight.n.01	20	26	flashlight	25
instrumentality, instrumentation	lamp.n.01	flashlight.n.01	20	26	blue flashlight	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	lamp	3672
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	lamps	154
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	white lamp	19
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	black lamp	10
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	hanging lamp	9
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	small lamp	5
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	electric lamp	5
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	two lamps	5
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	brown lamp	5
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	standing lamp	4
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	globe lamp	4
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	light	3
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	dual lamps	3
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	tall lamp	3
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	tall lamps	3
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	round lamp	2
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	red lamp	2
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	yellow lamp	2
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	reading lamp	2
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	invisible lamp	2
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	lamp.	2
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	right lamp	2
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	light lamp	2
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	see lamp.	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	green lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	streer lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	table lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	green  lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	four lamps	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	off white lamps	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	one lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	jar	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	lamp lit	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	lamp is black	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	floor lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	post	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	net and lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	double lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	glowing lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	to lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	left lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	three lamps	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	other lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	attached lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	parking lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	large lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	off lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	shaded lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	chandelier	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	grey lamps	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	overhead lamps	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	blue lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	stand lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	pink lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	lit lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	illuminated lamp	1
instrumentality, instrumentation	lamp.n.01	lamp.n.01	3156	3954	tall lamp.	1
instrumentality, instrumentation	lamp.n.01	lantern.n.01	126	152	lantern	127
instrumentality, instrumentation	lamp.n.01	lantern.n.01	126	152	lanterns	19
instrumentality, instrumentation	lamp.n.01	lantern.n.01	126	152	lamp	1
instrumentality, instrumentation	lamp.n.01	lantern.n.01	126	152	chinese lanterns	1
instrumentality, instrumentation	lamp.n.01	lantern.n.01	126	152	decorative lantern	1
instrumentality, instrumentation	lamp.n.01	lantern.n.01	126	152	red lantern	1
instrumentality, instrumentation	lamp.n.01	lantern.n.01	126	152	black lantern	1
instrumentality, instrumentation	lamp.n.01	lantern.n.01	126	152	chinese lantern	1
instrumentality, instrumentation	lamp.n.01	light_bulb.n.01	33	44	lightbulb	32
instrumentality, instrumentation	lamp.n.01	light_bulb.n.01	33	44	lightbulbs	10
instrumentality, instrumentation	lamp.n.01	light_bulb.n.01	33	44	bulb	1
instrumentality, instrumentation	lamp.n.01	light_bulb.n.01	33	44	light bulb	1
instrumentality, instrumentation	lamp.n.01	neon_lamp.n.01	1	1	neon tubes	1
instrumentality, instrumentation	lamp.n.01	oil_lamp.n.01	4	6	oil lamp	6
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	street lamp	382
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	streetlight	381
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	streetlights	52
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	street lamps	28
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	bright street lamps	2
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	there is streetlight	1
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	top of streetlight	1
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	all street lamps	1
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	green streetlight	1
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	black streetlight	1
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	two streetlights	1
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	tall streetlight	1
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	streetlight on	1
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	overhead streetlight	1
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	streetlight off	1
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	streetlights row	1
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	street lamp is green	1
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	rectangular streetlights	1
instrumentality, instrumentation	lamp.n.01	streetlight.n.01	655	859	white street lamp	1
instrumentality, instrumentation	lamp.n.01	taillight.n.01	151	194	taillight	161
instrumentality, instrumentation	lamp.n.01	taillight.n.01	151	194	taillights	26
instrumentality, instrumentation	lamp.n.01	taillight.n.01	151	194	lights	2
instrumentality, instrumentation	lamp.n.01	taillight.n.01	151	194	red taillight	2
instrumentality, instrumentation	lamp.n.01	taillight.n.01	151	194	tail lamp	1
instrumentality, instrumentation	lamp.n.01	taillight.n.01	151	194	left taillight	1
instrumentality, instrumentation	lamp.n.01	taillight.n.01	151	194	rear taillights	1
instrumentality, instrumentation	vessel.n.03	amphora.n.01	1	1	amphora	1
instrumentality, instrumentation	vessel.n.03	aquarium.n.01	40	45	aquarium	28
instrumentality, instrumentation	vessel.n.03	aquarium.n.01	40	45	fish tank	15
instrumentality, instrumentation	vessel.n.03	aquarium.n.01	40	45	fish tank in the	1
instrumentality, instrumentation	vessel.n.03	aquarium.n.01	40	45	fish tank is	1
instrumentality, instrumentation	vessel.n.03	basin.n.01	139	153	basin	139
instrumentality, instrumentation	vessel.n.03	basin.n.01	139	153	basins	9
instrumentality, instrumentation	vessel.n.03	basin.n.01	139	153	black basin	2
instrumentality, instrumentation	vessel.n.03	basin.n.01	139	153	single basin	1
instrumentality, instrumentation	vessel.n.03	basin.n.01	139	153	wash basin	1
instrumentality, instrumentation	vessel.n.03	basin.n.01	139	153	large basin	1
instrumentality, instrumentation	vessel.n.03	bath.n.01	42	42	bath	39
instrumentality, instrumentation	vessel.n.03	bath.n.01	42	42	enjoying a bath	1
instrumentality, instrumentation	vessel.n.03	bath.n.01	42	42	mini bath	1
instrumentality, instrumentation	vessel.n.03	bath.n.01	42	42	bath stall	1
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	tub	384
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	bathtub	372
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	white tub	8
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	hot tub	7
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	tubs	7
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	blue tub	4
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	white bathtub	4
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	plastic tub	3
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	tub spout	2
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	shower	2
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	baptismal tub	1
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	bathtub is neutral	1
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	tub has	1
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	containers	1
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	dirty tub	1
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	larger tub	1
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	small tub	1
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	clean tub	1
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	yellow tub	1
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	bathtub incased	1
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	gray tub	1
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	bathtub is white	1
instrumentality, instrumentation	vessel.n.03	bathtub.n.01	692	806	bathtub is empty	1
instrumentality, instrumentation	vessel.n.03	beaker.n.01	4	12	beaker	9
instrumentality, instrumentation	vessel.n.03	beaker.n.01	4	12	beakers	3
instrumentality, instrumentation	vessel.n.03	beer_bottle.n.01	75	101	beer bottle	94
instrumentality, instrumentation	vessel.n.03	beer_bottle.n.01	75	101	beer bottles	6
instrumentality, instrumentation	vessel.n.03	beer_bottle.n.01	75	101	bottle	1
instrumentality, instrumentation	vessel.n.03	beer_mug.n.01	7	8	beer mug	8
instrumentality, instrumentation	vessel.n.03	bidet.n.01	31	36	bidet	36
instrumentality, instrumentation	vessel.n.03	birdbath.n.01	7	7	birdbath	7
instrumentality, instrumentation	vessel.n.03	boiler.n.01	18	18	boiler	13
instrumentality, instrumentation	vessel.n.03	boiler.n.01	18	18	double boiler	4
instrumentality, instrumentation	vessel.n.03	boiler.n.01	18	18	steam boiler	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	bottle	5248
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	bottles	614
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	plastic bottle	35
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	green bottle	16
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	blue bottle	11
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	clear bottle	7
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	white bottle	6
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	plastic bottles	4
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	black bottle	3
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	brown bottle	3
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	small bottle	3
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	three bottles	3
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	wrapped bottle	3
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	coca-cola bottle	2
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	yellow bottle	2
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	bottle of mustard	2
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	two bottles	2
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	red bottle	2
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	small bottles	2
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	decorative bottle	2
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	drinking bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	container	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	platic bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	corked bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	bottle on	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	front of bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	pepsi bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	two small bottles	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	liquor	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	air freshener	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	bottle of cleaner	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	dressing bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	bottle of water	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	sauce	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	bottle of hand soap	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	drink	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	wine bottles	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	dasani bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	large bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	bottle of sprinkles	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	ketchup bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	two plastic bottles	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	four bottles	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	top of bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	loreal bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	can	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	hand soap	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	glass	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	painted bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	red bottles	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	pink bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	2 bottles	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	orange bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	old-fashioned-looking bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	brown bottles	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	coors light bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	dark bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	clear bottles	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	top of the bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	big bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	bottles mirror	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	bottle is small	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	palstic bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	empty bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.01	3939	6015	feeding bottle	1
instrumentality, instrumentation	vessel.n.03	bottle.n.03	1	1	nursing bottle	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	bowl	4091
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	bowls	189
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	white bowl	40
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	blue bowl	17
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	mixing bowl	13
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	black bowl	8
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	skate bowl	7
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	wooden bowl	7
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	red bowl	6
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	small bowl	6
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	ceramic bowl	6
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	bowl cleaner	6
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	container	5
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	green bowl	5
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	toliet bowl	4
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	dish	3
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	plastic bowl	3
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	brown bowl	3
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	large bowl	3
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	gray bowl	3
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	orange bowl	2
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	clear bowl	2
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	plate	2
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	serving bowl	2
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	in a bowl	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	large and small bowl	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	bowl is white	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	food	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	toil bowl	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	scalloped bowl	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	another bowl	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	pot	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	circular white bowl	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	bowl of grapes	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	small dish	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	toilet	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	left bowl	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	right bowl	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	pet bowl	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	bottom bowl	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	round bowl	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	top bowl	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	beige bowl	1
instrumentality, instrumentation	vessel.n.03	bowl.n.01	3179	4467	one blue bowl	1
