,index,image,object,name,correct1,correct2,correct3,image_url,control_type,rating,type,same_color,reliable1,reliable2,control_type_trimmed
166,166,2351407,3897542,wall,1.0,1.0,,http://object-naming-amore.upf.edu//2351407_3897542_singleton_obj.png,alternative,"[1, 2, 1, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['wall'], ['wall'], ['wall'], ['wall']]",True,True,alternative
167,167,2352241,1772495,bared,,,,http://object-naming-amore.upf.edu//2352241_1772495_singleton_obj.png,,"[2, 2, 2, 1]","['other', 'other', 'visual', 'linguistic']","[['bared'], ['bared'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'bread']]",False,False,
168,168,2352241,1772495,bread,,,,http://object-naming-amore.upf.edu//2352241_1772495_singleton_obj.png,,"[0, 0, 2, 0]","[nan, nan, 'visual', nan]","[['toast', 'bread'], ['toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'bread']]",False,False,
169,169,2352241,1772495,cheese,,,1.0,http://object-naming-amore.upf.edu//2352241_1772495_singleton_obj.png,,"[1, 0, 1, 2]","['visual', nan, 'visual', 'bounding box']","[['cheese'], ['toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['cheese']]",False,False,
170,170,2352241,1772495,food,,,,http://object-naming-amore.upf.edu//2352241_1772495_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['food'], ['toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'bread']]",False,False,
171,171,2352241,1772495,lugs,1.0,1.0,,http://object-naming-amore.upf.edu//2352241_1772495_singleton_obj.png,random,"[2, 2, 2, 2]","['other', 'other', 'other', 'other']","[['lugs'], ['lugs'], ['lugs'], ['lugs']]",True,True,random
172,172,2352241,1772495,pizza,,,,http://object-naming-amore.upf.edu//2352241_1772495_singleton_obj.png,,"[1, 1, 2, 2]","['visual', 'visual', 'visual', 'visual']","[['pizza'], ['toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'bread']]",False,False,
173,173,2352241,1772495,sandwich,,,,http://object-naming-amore.upf.edu//2352241_1772495_singleton_obj.png,,"[0, 0, 2, 0]","[nan, nan, 'visual', nan]","[['sandwich'], ['toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'bread']]",False,False,
174,174,2352241,1772495,toast,,,,http://object-naming-amore.upf.edu//2352241_1772495_singleton_obj.png,,"[0, 0, 2, 0]","[nan, nan, 'visual', nan]","[['toast', 'bread'], ['toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'cheese', 'bread'], ['bared', 'toast', 'food', 'pizza', 'sandwich', 'bread']]",False,False,
175,175,2352294,3783929,blazer,,,,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,,"[0, 1, 0, 0]","[nan, 'visual', nan, nan]","[['blzzer', 'blazer'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'jacket', 'coat', 'blazer', 'suit']]",False,False,
176,176,2352294,3783929,blzzer,1.0,1.0,,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,typo-blazer,"[1, 1, 2, 1]","['linguistic', 'linguistic', 'linguistic', 'linguistic']","[['blzzer', 'blazer'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'jacket', 'coat', 'blazer', 'suit']]",True,True,typo
177,177,2352294,3783929,coat,,,,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,,"[0, 1, 0, 0]","[nan, 'visual', nan, nan]","[['jacket', 'coat'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'jacket', 'coat', 'blazer', 'suit']]",False,False,
178,178,2352294,3783929,court,,,,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,,"[2, 2, 2, 1]","['other', 'other', 'visual', 'other']","[['court'], ['court'], ['court'], ['court']]",False,False,
179,179,2352294,3783929,jacket,,,,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,,"[0, 1, 0, 0]","[nan, 'visual', nan, nan]","[['jacket', 'coat'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'jacket', 'coat', 'blazer', 'suit']]",False,False,
180,180,2352294,3783929,man,,,1.0,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,,"[0, 2, 0, 1]","[nan, 'bounding box', nan, 'bounding box']","[['man'], ['man'], ['man'], ['man']]",False,False,
181,181,2352294,3783929,shirt,,,,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,,"[1, 2, 1, 1]","['visual', 'visual', 'linguistic', 'linguistic']","[['shirt'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['shirt']]",False,False,
182,182,2352294,3783929,suit,,,,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['suit'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'shirt', 'jacket', 'coat', 'blazer', 'suit'], ['blzzer', 'jacket', 'coat', 'blazer', 'suit']]",False,False,
183,183,2352294,3783929,tie,,,1.0,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,,"[2, 2, 2, 1]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['tie'], ['tie'], ['tie'], ['tie']]",False,False,
184,184,2353404,1746570,belt,,,1.0,http://object-naming-amore.upf.edu//2353404_1746570_singleton_obj.png,,"[2, 2, 2, 2]","['visual', 'bounding box', 'bounding box', 'visual']","[['belt'], ['belt'], ['belt'], ['belt']]",False,False,
185,185,2353404,1746570,dog,1.0,,,http://object-naming-amore.upf.edu//2353404_1746570_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['dog'], ['dog'], ['dog'], ['dog']]",True,False,vg_majority
186,186,2353404,1746570,leg,0.75,1.0,,http://object-naming-amore.upf.edu//2353404_1746570_singleton_obj.png,alternative,"[1, 2, 1, 2]","['bounding box', 'bounding box', 'visual', 'bounding box']","[['leg'], ['leg'], ['leg'], ['leg']]",True,True,alternative
187,187,2355060,833206,bench,,,1.0,http://object-naming-amore.upf.edu//2355060_833206_supercat_ambiguous.png,,"[2, 2, 2, 2]","['bounding box', 'bounding box', 'linguistic', 'bounding box']","[['bench'], ['bench'], ['bench'], ['bench']]",False,False,
188,188,2355060,833206,bis,0.5,1.0,,http://object-naming-amore.upf.edu//2355060_833206_supercat_ambiguous.png,random,"[2, 1, 2, 2]","['linguistic', 'other', 'linguistic', 'other']","[['bis'], ['bis'], ['bis'], ['bis']]",True,True,random
189,189,2355060,833206,boy,,,,http://object-naming-amore.upf.edu//2355060_833206_supercat_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['kid', 'child', 'children', 'boy'], ['kid', 'child', 'children', 'boy'], ['kid', 'child', 'children', 'boy', 'shoe', 'shirt'], ['kid', 'child', 'boy']]",False,False,
190,190,2355060,833206,child,0.75,0.75,,http://object-naming-amore.upf.edu//2355060_833206_supercat_ambiguous.png,"syn-kid,children","[0, 0, 0, 0]","[nan, nan, nan, nan]","[['kid', 'child', 'children', 'boy'], ['kid', 'child', 'children', 'boy'], ['kid', 'child', 'children', 'boy', 'shoe', 'shirt'], ['kid', 'child', 'boy']]",True,True,syn
191,191,2355060,833206,children,,,1.0,http://object-naming-amore.upf.edu//2355060_833206_supercat_ambiguous.png,,"[0, 0, 0, 2]","[nan, nan, nan, 'bounding box']","[['kid', 'child', 'children', 'boy'], ['kid', 'child', 'children', 'boy'], ['kid', 'child', 'children', 'boy', 'shoe', 'shirt'], ['children']]",False,False,
192,192,2355060,833206,dress,,,1.0,http://object-naming-amore.upf.edu//2355060_833206_supercat_ambiguous.png,,"[2, 2, 2, 2]","['visual', 'visual', 'bounding box', 'bounding box']","[['dress'], ['dress'], ['dress'], ['dress']]",False,False,
193,193,2355060,833206,kid,,,,http://object-naming-amore.upf.edu//2355060_833206_supercat_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['kid', 'child', 'children', 'boy'], ['kid', 'child', 'children', 'boy'], ['kid', 'child', 'children', 'boy', 'shoe', 'shirt'], ['kid', 'child', 'boy']]",False,False,
194,194,2355060,833206,shirt,,,1.0,http://object-naming-amore.upf.edu//2355060_833206_supercat_ambiguous.png,,"[2, 0, 0, 2]","['bounding box', nan, nan, 'bounding box']","[['shirt'], ['shirt'], ['kid', 'child', 'children', 'boy', 'shoe', 'shirt'], ['shirt']]",False,False,
195,195,2355060,833206,shoe,,,1.0,http://object-naming-amore.upf.edu//2355060_833206_supercat_ambiguous.png,,"[2, 0, 0, 2]","['bounding box', nan, nan, 'bounding box']","[['shoe'], ['shoe'], ['kid', 'child', 'children', 'boy', 'shoe', 'shirt'], ['shoe']]",False,False,
196,196,2356773,2359404,animal,,,,http://object-naming-amore.upf.edu//2356773_2359404_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['animal', 'ram', 'elk', 'sheep', 'goat'], ['animal', 'ram', 'elk', 'sheep', 'goat'], ['animal', 'horn', 'ram'], ['animal', 'ram', 'elk', 'sheep', 'goat']]",False,False,
197,197,2356773,2359404,elk,,,,http://object-naming-amore.upf.edu//2356773_2359404_singleton_obj.png,,"[0, 2, 2, 2]","[nan, 'visual', 'other', 'linguistic']","[['animal', 'ram', 'elk', 'sheep', 'goat'], ['animal', 'ram', 'elk', 'sheep', 'goat'], ['elk'], ['animal', 'ram', 'elk', 'sheep', 'goat']]",False,False,
198,198,2356773,2359404,goat,,,,http://object-naming-amore.upf.edu//2356773_2359404_singleton_obj.png,,"[0, 0, 1, 0]","[nan, nan, 'visual', nan]","[['animal', 'ram', 'elk', 'sheep', 'goat'], ['animal', 'ram', 'elk', 'sheep', 'goat'], ['goat'], ['animal', 'ram', 'elk', 'sheep', 'goat']]",False,False,
199,199,2356773,2359404,horn,,,1.0,http://object-naming-amore.upf.edu//2356773_2359404_singleton_obj.png,,"[0, 2, 0, 2]","[nan, 'bounding box', nan, 'bounding box']","[['horn'], ['horn'], ['animal', 'horn', 'ram'], ['horn']]",False,False,
200,200,2356773,2359404,ram,,,,http://object-naming-amore.upf.edu//2356773_2359404_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['animal', 'ram', 'elk', 'sheep', 'goat'], ['animal', 'ram', 'elk', 'sheep', 'goat'], ['animal', 'horn', 'ram'], ['animal', 'ram', 'elk', 'sheep', 'goat']]",False,False,
201,201,2356773,2359404,sheep,,,,http://object-naming-amore.upf.edu//2356773_2359404_singleton_obj.png,,"[0, 2, 1, 0]","[nan, 'visual', 'visual', nan]","[['animal', 'ram', 'elk', 'sheep', 'goat'], ['animal', 'ram', 'elk', 'sheep', 'goat'], ['wool', 'sheep'], ['animal', 'ram', 'elk', 'sheep', 'goat']]",False,False,
202,202,2356773,2359404,wool,0.0,0.75,,http://object-naming-amore.upf.edu//2356773_2359404_singleton_obj.png,random,"[0, 2, 1, 2]","[nan, 'bounding box', 'visual', 'linguistic']","[['wool'], ['wool'], ['wool', 'sheep'], ['wool']]",False,True,random
203,203,2359706,1827544,bag,,,1.0,http://object-naming-amore.upf.edu//2359706_1827544_singleton_obj.png,,"[1, 2, 2, 1]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['bag'], ['bag'], ['bag'], ['bag']]",False,False,
204,204,2359706,1827544,boy,,,,http://object-naming-amore.upf.edu//2359706_1827544_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['boy', 'person', 'man'], ['boy', 'person', 'man'], ['boy', 'person', 'man'], ['boy', 'person', 'man']]",False,False,
205,205,2359706,1827544,door,0.75,1.0,,http://object-naming-amore.upf.edu//2359706_1827544_singleton_obj.png,alternative,"[2, 2, 2, 2]","['bounding box', 'other', 'visual', 'other']","[['door'], ['door'], ['door'], ['door']]",True,True,alternative
206,206,2359706,1827544,man,1.0,,,http://object-naming-amore.upf.edu//2359706_1827544_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['boy', 'person', 'man'], ['boy', 'person', 'man'], ['boy', 'person', 'man'], ['boy', 'person', 'man']]",True,False,vg_majority
207,207,2359706,1827544,person,,,,http://object-naming-amore.upf.edu//2359706_1827544_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['boy', 'person', 'man'], ['boy', 'person', 'man'], ['boy', 'person', 'man'], ['boy', 'person', 'man']]",False,False,
208,208,2359985,3421198,bikes,,,,http://object-naming-amore.upf.edu//2359985_3421198_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['bikes', 'motorbike', 'motorcycle', 'motorcycles'], ['bikes', 'motorcycles'], ['bikes', 'motorcycles'], ['bikes', 'motorbike', 'motorcycle', 'motorcycles']]",False,False,
209,209,2359985,3421198,helmet,0.75,,,http://object-naming-amore.upf.edu//2359985_3421198_singleton_obj.png,alternative,"[1, 2, 1, 0]","['bounding box', 'bounding box', 'bounding box', nan]","[['helmet'], ['helmet'], ['helmet'], ['helmet']]",True,False,alternative
210,210,2359985,3421198,motorbike,0.5,0.5,,http://object-naming-amore.upf.edu//2359985_3421198_singleton_obj.png,"syn-motorcycles,motorcycle","[0, 1, 1, 0]","[nan, 'bounding box', 'bounding box', nan]","[['bikes', 'motorbike', 'motorcycle', 'motorcycles'], ['motorbike', 'motorcycle'], ['motorbike', 'motorcycle'], ['bikes', 'motorbike', 'motorcycle', 'motorcycles']]",True,True,syn
211,211,2359985,3421198,motorcycle,,,,http://object-naming-amore.upf.edu//2359985_3421198_singleton_obj.png,,"[0, 1, 1, 0]","[nan, 'bounding box', 'bounding box', nan]","[['bikes', 'motorbike', 'motorcycle', 'motorcycles'], ['motorbike', 'motorcycle'], ['motorbike', 'motorcycle'], ['bikes', 'motorbike', 'motorcycle', 'motorcycles']]",False,False,
212,212,2359985,3421198,motorcycles,,,,http://object-naming-amore.upf.edu//2359985_3421198_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['bikes', 'motorbike', 'motorcycle', 'motorcycles'], ['bikes', 'motorcycles'], ['bikes', 'motorcycles'], ['bikes', 'motorbike', 'motorcycle', 'motorcycles']]",False,False,
213,213,2359985,3421198,pavement,,,1.0,http://object-naming-amore.upf.edu//2359985_3421198_singleton_obj.png,,"[1, 2, 1, 0]","['bounding box', 'bounding box', 'bounding box', nan]","[['pavement'], ['pavement'], ['pavement'], ['pavement']]",False,False,
214,214,2359985,3421198,wheel,,,1.0,http://object-naming-amore.upf.edu//2359985_3421198_singleton_obj.png,,"[1, 2, 1, 0]","['bounding box', 'bounding box', 'bounding box', nan]","[['wheel'], ['wheel'], ['wheel'], ['wheel']]",False,False,
215,215,2360569,2194589,dish,,,1.0,http://object-naming-amore.upf.edu//2360569_2194589_supercat_unique.png,,"[1, 0, 0, 2]","['bounding box', nan, nan, 'bounding box']","[['dish'], ['dish'], ['plate', 'dish'], ['plate', 'dish']]",False,False,
216,216,2360569,2194589,fodo,1.0,1.0,,http://object-naming-amore.upf.edu//2360569_2194589_supercat_unique.png,typo-food,"[1, 1, 1, 1]","['linguistic', 'linguistic', 'linguistic', 'linguistic']","[['sauce', 'food', 'fodo', 'soup', 'ice cream'], ['food', 'fodo'], ['sauce', 'food', 'fodo', 'soup', 'ice cream'], ['sauce', 'food', 'fodo', 'soup', 'ice cream']]",True,True,typo
217,217,2360569,2194589,food,,,,http://object-naming-amore.upf.edu//2360569_2194589_supercat_unique.png,,"[1, 0, 0, 0]","['bounding box', nan, nan, nan]","[['sauce', 'food', 'fodo', 'soup', 'ice cream'], ['food', 'fodo'], ['sauce', 'food', 'fodo', 'soup', 'ice cream'], ['sauce', 'food', 'fodo', 'soup', 'ice cream']]",False,False,
218,218,2360569,2194589,ice cream,,,,http://object-naming-amore.upf.edu//2360569_2194589_supercat_unique.png,,"[1, 2, 1, 2]","['bounding box', 'visual', 'visual', 'visual']","[['sauce', 'food', 'fodo', 'soup', 'ice cream'], ['ice cream'], ['sauce', 'food', 'fodo', 'soup', 'ice cream'], ['sauce', 'food', 'fodo', 'soup', 'ice cream']]",False,False,
219,219,2360569,2194589,plate,,,1.0,http://object-naming-amore.upf.edu//2360569_2194589_supercat_unique.png,,"[1, 2, 1, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['plate'], ['plate'], ['plate', 'dish'], ['plate', 'dish']]",False,False,
220,220,2360569,2194589,sauce,,,,http://object-naming-amore.upf.edu//2360569_2194589_supercat_unique.png,,"[1, 0, 0, 0]","['bounding box', nan, nan, nan]","[['sauce', 'food', 'fodo', 'soup', 'ice cream'], ['sauce'], ['sauce', 'food', 'fodo', 'soup', 'ice cream'], ['sauce', 'food', 'fodo', 'soup', 'ice cream']]",False,False,
221,221,2360569,2194589,soup,,,,http://object-naming-amore.upf.edu//2360569_2194589_supercat_unique.png,,"[1, 0, 0, 0]","['bounding box', nan, nan, nan]","[['sauce', 'food', 'fodo', 'soup', 'ice cream'], ['soup'], ['sauce', 'food', 'fodo', 'soup', 'ice cream'], ['sauce', 'food', 'fodo', 'soup', 'ice cream']]",False,False,
222,222,2360569,2194589,spice,,,1.0,http://object-naming-amore.upf.edu//2360569_2194589_supercat_unique.png,,"[0, 2, 0, 2]","[nan, 'bounding box', nan, 'bounding box']","[['spice'], ['spice'], ['spice'], ['spice']]",False,False,
223,223,2360569,2194589,spoon,,,1.0,http://object-naming-amore.upf.edu//2360569_2194589_supercat_unique.png,,"[1, 2, 1, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['spoon'], ['spoon'], ['spoon'], ['spoon']]",False,False,
224,224,2360995,784762,boy,1.0,,,http://object-naming-amore.upf.edu//2360995_784762_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['person', 'boy'], ['person', 'boy'], ['person', 'boy'], ['person', 'boy']]",True,False,vg_majority
225,225,2360995,784762,enginge,1.0,1.0,,http://object-naming-amore.upf.edu//2360995_784762_singleton_obj.png,random,"[2, 2, 2, 2]","['other', 'other', 'other', 'other']","[['enginge'], ['enginge'], ['enginge'], ['enginge']]",True,True,random
226,226,2360995,784762,person,,,,http://object-naming-amore.upf.edu//2360995_784762_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['person', 'boy'], ['person', 'boy'], ['person', 'boy'], ['person', 'boy']]",False,False,
227,227,2360995,784762,shirt,,,1.0,http://object-naming-amore.upf.edu//2360995_784762_singleton_obj.png,,"[1, 1, 1, 2]","['bounding box', 'bounding box', 'visual', 'bounding box']","[['shirt'], ['shirt'], ['shirt'], ['shirt']]",False,False,
228,228,2361500,1682809,bench,,,1.0,http://object-naming-amore.upf.edu//2361500_1682809_supercat_unique.png,,"[2, 0, 0, 2]","['bounding box', nan, nan, 'bounding box']","[['chair', 'bench'], ['bench'], ['chair', 'bench'], ['bench']]",False,False,
229,229,2361500,1682809,book,,,1.0,http://object-naming-amore.upf.edu//2361500_1682809_supercat_unique.png,,"[2, 1, 2, 2]","['bounding box', 'other', 'linguistic', 'bounding box']","[['book'], ['book'], ['book'], ['book']]",False,False,
230,230,2361500,1682809,chair,,,1.0,http://object-naming-amore.upf.edu//2361500_1682809_supercat_unique.png,,"[2, 2, 0, 2]","['bounding box', 'visual', nan, 'bounding box']","[['chair', 'bench'], ['chair'], ['chair', 'bench'], ['chair']]",False,False,
231,231,2361500,1682809,dress,0.75,,,http://object-naming-amore.upf.edu//2361500_1682809_supercat_unique.png,vg_majority,"[0, 2, 0, 0]","[nan, 'bounding box', nan, nan]","[['dress'], ['dress'], ['dress', 'women'], ['dress']]",True,False,vg_majority
232,232,2361500,1682809,knees,0.75,1.0,,http://object-naming-amore.upf.edu//2361500_1682809_supercat_unique.png,alternative,"[2, 2, 2, 2]","['bounding box', 'visual', 'bounding box', 'bounding box']","[['knees'], ['knees'], ['knees'], ['knees']]",True,True,alternative
233,233,2361500,1682809,women,,,1.0,http://object-naming-amore.upf.edu//2361500_1682809_supercat_unique.png,,"[2, 2, 0, 2]","['bounding box', 'bounding box', nan, 'bounding box']","[['women'], ['women'], ['dress', 'women'], ['women']]",False,False,
234,234,2363842,2563217,building,,,,http://object-naming-amore.upf.edu//2363842_2563217_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['building', 'house'], ['building', 'house'], ['building', 'house'], ['building', 'house']]",False,False,
235,235,2363842,2563217,house,1.0,,,http://object-naming-amore.upf.edu//2363842_2563217_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['building', 'house'], ['building', 'house'], ['building', 'house'], ['building', 'house']]",True,False,vg_majority
236,236,2363842,2563217,window,,,1.0,http://object-naming-amore.upf.edu//2363842_2563217_singleton_obj.png,,"[0, 1, 0, 2]","[nan, 'bounding box', nan, 'bounding box']","[['winodw', 'window'], ['winodw', 'window'], ['winodw', 'window'], ['winodw', 'window']]",False,False,
237,237,2363842,2563217,winodw,0.5,1.0,,http://object-naming-amore.upf.edu//2363842_2563217_singleton_obj.png,typo-window,"[1, 1, 0, 2]","['linguistic', 'bounding box', nan, 'bounding box']","[['winodw', 'window'], ['winodw', 'window'], ['winodw', 'window'], ['winodw', 'window']]",True,True,typo
238,238,2364342,2609948,aircraft,,,1.0,http://object-naming-amore.upf.edu//2364342_2609948_seed_ambiguous.png,,"[0, 0, 2, 2]","[nan, nan, 'bounding box', 'bounding box']","[['plane', 'aircraft', 'airplane'], ['plane', 'aircraft', 'airplane', 'jet'], ['plane', 'aircraft', 'airplane', 'jet'], ['plane', 'aircraft', 'airplane', 'jet']]",False,False,
239,239,2364342,2609948,airplane,,,1.0,http://object-naming-amore.upf.edu//2364342_2609948_seed_ambiguous.png,,"[0, 0, 2, 2]","[nan, nan, 'bounding box', 'bounding box']","[['plane', 'aircraft', 'airplane'], ['plane', 'aircraft', 'airplane', 'jet'], ['plane', 'aircraft', 'airplane', 'jet'], ['plane', 'aircraft', 'airplane', 'jet']]",False,False,
240,240,2364342,2609948,jet,,,1.0,http://object-naming-amore.upf.edu//2364342_2609948_seed_ambiguous.png,,"[0, 0, 2, 2]","[nan, nan, 'bounding box', 'bounding box']","[['jet'], ['plane', 'aircraft', 'airplane', 'jet'], ['plane', 'aircraft', 'airplane', 'jet'], ['plane', 'aircraft', 'airplane', 'jet']]",False,False,
241,241,2364342,2609948,plane,1.0,1.0,,http://object-naming-amore.upf.edu//2364342_2609948_seed_ambiguous.png,syn-airplane,"[0, 0, 2, 2]","[nan, nan, 'bounding box', 'bounding box']","[['plane', 'aircraft', 'airplane'], ['plane', 'aircraft', 'airplane', 'jet'], ['plane', 'aircraft', 'airplane', 'jet'], ['plane', 'aircraft', 'airplane', 'jet']]",True,True,syn
242,242,2364342,2609948,runway,,,,http://object-naming-amore.upf.edu//2364342_2609948_seed_ambiguous.png,,"[0, 1, 0, 0]","[nan, 'bounding box', nan, nan]","[['tarmac', 'runway'], ['tarmac', 'runway'], ['tarmac', 'runway'], ['tarmac', 'runway']]",False,False,
243,243,2364342,2609948,shirt,0.75,,,http://object-naming-amore.upf.edu//2364342_2609948_seed_ambiguous.png,alternative,"[1, 1, 2, 2]","['visual', 'bounding box', 'bounding box', 'bounding box']","[['shirt'], ['shirt'], ['shirt'], ['shirt']]",True,False,alternative
244,244,2364342,2609948,tarmac,,,,http://object-naming-amore.upf.edu//2364342_2609948_seed_ambiguous.png,,"[0, 1, 0, 0]","[nan, 'bounding box', nan, nan]","[['tarmac', 'runway'], ['tarmac', 'runway'], ['tarmac', 'runway'], ['tarmac', 'runway']]",False,False,
245,245,2364742,3888077,boy,,,1.0,http://object-naming-amore.upf.edu//2364742_3888077_supercat_unique.png,,"[0, 2, 1, 1]","[nan, 'bounding box', 'bounding box', 'bounding box']","[['child', 'boy'], ['child', 'boy'], ['child', 'boy'], ['boy']]",False,False,
246,246,2364742,3888077,child,,,1.0,http://object-naming-amore.upf.edu//2364742_3888077_supercat_unique.png,,"[0, 2, 0, 1]","[nan, 'bounding box', nan, 'bounding box']","[['child', 'boy'], ['child', 'boy'], ['child', 'boy'], ['child']]",False,False,
247,247,2364742,3888077,dress,,,,http://object-naming-amore.upf.edu//2364742_3888077_supercat_unique.png,,"[1, 2, 2, 2]","['visual', 'visual', 'other', 'visual']","[['fabric', 'sweater', 'shirt', 'sweatshirt', 'dress'], ['sweater', 'shirt', 'sweatshirt', 'dress'], ['dress'], ['fabric', 'sweater', 'shirt', 'sweatshirt', 'dress']]",False,False,
248,248,2364742,3888077,fabric,0.25,,,http://object-naming-amore.upf.edu//2364742_3888077_supercat_unique.png,alternative,"[0, 2, 0, 1]","[nan, 'bounding box', nan, 'visual']","[['fabric', 'sweater', 'shirt', 'sweatshirt', 'dress'], ['fabric'], ['fabric', 'sweater', 'shirt', 'sweatshirt'], ['fabric', 'sweater', 'shirt', 'sweatshirt', 'dress']]",False,False,alternative
249,249,2364742,3888077,shirt,,,,http://object-naming-amore.upf.edu//2364742_3888077_supercat_unique.png,,"[0, 1, 1, 2]","[nan, 'visual', 'visual', 'visual']","[['fabric', 'sweater', 'shirt', 'sweatshirt', 'dress'], ['sweater', 'shirt', 'sweatshirt', 'dress'], ['fabric', 'sweater', 'shirt', 'sweatshirt'], ['fabric', 'sweater', 'shirt', 'sweatshirt', 'dress']]",False,False,
250,250,2364742,3888077,sweater,,,,http://object-naming-amore.upf.edu//2364742_3888077_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['fabric', 'sweater', 'shirt', 'sweatshirt', 'dress'], ['sweater', 'shirt', 'sweatshirt', 'dress'], ['fabric', 'sweater', 'shirt', 'sweatshirt'], ['fabric', 'sweater', 'shirt', 'sweatshirt', 'dress']]",False,False,
251,251,2364742,3888077,sweatshirt,,,,http://object-naming-amore.upf.edu//2364742_3888077_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['fabric', 'sweater', 'shirt', 'sweatshirt', 'dress'], ['sweater', 'shirt', 'sweatshirt', 'dress'], ['fabric', 'sweater', 'shirt', 'sweatshirt'], ['fabric', 'sweater', 'shirt', 'sweatshirt', 'dress']]",False,False,
252,252,2364742,3888077,teeth,,,1.0,http://object-naming-amore.upf.edu//2364742_3888077_supercat_unique.png,,"[0, 2, 0, 2]","[nan, 'bounding box', nan, 'bounding box']","[['teeth'], ['teeth'], ['teeth'], ['teeth']]",False,False,
