,word1,word2,relation,freq.
25334,shirt,hire,crossclassified,1
25335,shirt,flower shirt,not-covered,1
25336,shirt,suits,co-hyponymy,1
25337,jeep,shoe,crossclassified,1
25338,jeep,skate,crossclassified,1
25339,jeep,dress,crossclassified,1
25340,jeep,legs,crossclassified,1
25341,jeep,pants,crossclassified,1
25342,lady,hie,crossclassified,1
25343,couch,elders,crossclassified,1
25344,couch,seniors,crossclassified,1
25345,bridge,viaduct,hypernymy.1,1
25347,coat,lase,not-covered,1
25365,surface,kitchen,crossclassified,1
25348,coat,shoe,crossclassified,1
25349,horse,stacte,crossclassified,1
25350,horse,snot,crossclassified,1
25351,man,book,crossclassified,1
25352,bird,finches,hypernymy.1,1
25353,sofa,pig,crossclassified,1
25354,boat,war,crossclassified,1
25355,child,teeth,crossclassified,1
25359,surface,t-shirt,crossclassified,1
25360,surface,kitchen furniture,not-covered,1
25362,surface,dining set,not-covered,1
25363,surface,chair,crossclassified,1
25364,surface,table set,not-covered,1
25402,shirt,button down,crossclassified,1
25404,girl,frisbee disk,not-covered,1
25329,man,man and boy,not-covered,1
25456,man,garb,crossclassified,1
25442,bird,nook,crossclassified,1
25443,boat,hydrofoil,hypernymy.1,1
25444,sofa,computer,crossclassified,1
25445,bathtub,towel,crossclassified,1
25446,bathtub,bathtub side,not-covered,1
25447,desk,table things,not-covered,1
25448,bathtub,treen,not-covered,1
25450,desk,desk stand,not-covered,1
25451,child,vamp,crossclassified,1
25452,man,businesswoman,crossclassified,1
25453,vase,t-shirt,crossclassified,1
25454,plane,cropland,not-covered,1
25455,man,robe,crossclassified,1
25457,man,tire,crossclassified,1
25440,train,tire ann,not-covered,1
25458,woman,polar bear,crossclassified,1
25459,woman,eye,crossclassified,1
25460,bench,girlhoods,crossclassified,1
25461,truck,trophy truck,not-covered,1
25462,truck,monster truck,not-covered,1
25464,lady,mobilization,crossclassified,1
25465,bridge,plate,hypernymy.2,1
25466,bed,girl with laptop,not-covered,1
25467,dog,water lamp,not-covered,1
25468,boat,chare,not-covered,1
25469,boat,fence,crossclassified,1
25470,boat,ocean deck,not-covered,1
25471,bird,dead chicken,not-covered,1
25441,bed,badged,crossclassified,1
25439,skater,dude,crossclassified,1
25405,table,child,crossclassified,1
25420,skater,bag,crossclassified,1
25406,bridge,tresses,crossclassified,1
25407,shirt,game controller,not-covered,1
25408,lady,all,crossclassified,1
25409,lady,ear rings,crossclassified,1
25410,lady,nickels,crossclassified,1
25411,lady,join,crossclassified,1
25412,bed,human,crossclassified,1
25413,girl,pored,crossclassified,1
25414,truck,tempo,crossclassified,1
25415,boat,boot,crossclassified,1
25416,ambulance,food truck,not-covered,1
25417,ambulance,satellite truck,not-covered,1
25418,shirt,athletic shirt,not-covered,1
25422,skater,glass,crossclassified,1
25438,bridge,tire an,not-covered,1
25423,table,fort,crossclassified,1
25424,sheep,alpaca,crossclassified,1
25426,house,rain gutter,not-covered,1
25427,house,water spout,crossclassified,1
25428,catcher,hazmat,crossclassified,1
25429,bench,tress,crossclassified,1
25430,counter,chopping board,crossclassified,1
25431,child,shier,crossclassified,1
25432,house,grill,crossclassified,1
25433,house,soil,crossclassified,1
25434,car,pored,crossclassified,1
25435,couch,bids,crossclassified,1
25437,bridge,roup,not-covered,1
25330,table,titanically,not-covered,1
25328,cabinet,glass cabinet,not-covered,1
25474,dresser,sofa,crossclassified,1
25233,castle,jacket,crossclassified,1
25218,shirt,bicyclist,crossclassified,1
25219,shirt,bike shirt,not-covered,1
25220,horse,horse riding,not-covered,1
25222,bed,hire,crossclassified,1
25223,cat,leg,crossclassified,1
25224,train,trainer,crossclassified,1
25225,guy,hazmat,crossclassified,1
25226,guy,custom,crossclassified,1
25227,bench,tack,crossclassified,1
25229,bench,chairs,co-hyponymy,1
25230,woman,tinamou,crossclassified,1
25231,woman,television,crossclassified,1
25232,shirt,bib pants,not-covered,1
25235,woman,scatting board,not-covered,1
25216,horse,rhino,crossclassified,1
25236,woman,boarder,crossclassified,1
25237,woman,ski board,not-covered,1
25239,desk.,charger,not-covered,1
25241,desk.,mobile phone,not-covered,1
25242,desk.,ch archer,not-covered,1
25243,desk.,charcuterie,not-covered,1
25244,counter,heater,crossclassified,1
25245,lady,snack,crossclassified,1
25246,lady,earrings,crossclassified,1
25247,woman,bezant,crossclassified,1
25248,tent,total,crossclassified,1
25249,tent,storefront,crossclassified,1
25250,tent,bench,crossclassified,1
25217,shirt,tin,crossclassified,1
25215,table,locket,crossclassified,1
25252,bird,banana,crossclassified,1
25195,vase,gift,crossclassified,1
25179,boat,sloop,crossclassified,1
25180,man,sports fan,crossclassified,1
25181,dog,boll,crossclassified,1
25182,shirt,amarillo,crossclassified,1
25183,boy,scat port,not-covered,1
25184,desk,reported,crossclassified,1
25187,dude,rises,crossclassified,1
25188,desk,office cabin,not-covered,1
25189,jacket,winter coat,not-covered,1
25190,man,competitors,crossclassified,1
25191,car,phone,crossclassified,1
25192,bench,bench arm,not-covered,1
25193,bench,shari,crossclassified,1
25197,vase,glass object,not-covered,1
25214,counter,lite,crossclassified,1
25198,vase,nickname,crossclassified,1
25199,vase,figurine,crossclassified,1
25200,vase,glass vase,not-covered,1
25202,truck,pit,crossclassified,1
25203,truck,batter,crossclassified,1
25204,truck,baseball players,crossclassified,1
25205,automobile,race car,hypernymy.1,1
25206,bowl,basin,co-hyponymy,1
25207,curtain,tael,crossclassified,1
25209,cat,class,crossclassified,1
25210,cat,piano,crossclassified,1
25212,train,train set,crossclassified,1
25213,ship,hopes,crossclassified,1
25251,tent,coffee shop,crossclassified,1
25253,lady,ambary,not-covered,1
25327,cabinet,wine glass,crossclassified,1
25306,house,volleyball net,crossclassified,1
25291,car,motor,crossclassified,1
25292,girl,waterlily,not-covered,1
25293,girl,men,crossclassified,1
25294,woman,pumper,not-covered,1
25295,woman,ambary,not-covered,1
25296,woman,cartoon,crossclassified,1
25297,woman,veils,crossclassified,1
25298,child,yoga,crossclassified,1
25299,motorcycle,snotty,crossclassified,1
25300,couch,some,crossclassified,1
25301,zebra,neper,not-covered,1
25304,bed,roof,crossclassified,1
25305,shirt,candy,crossclassified,1
25307,house,volleyball,crossclassified,1
25289,shirt,purger,not-covered,1
25308,man,guy playing frisbee,not-covered,1
25309,man,ring ball,not-covered,1
25311,bird,goldfinch,hypernymy.1,1
25313,chair,lazy boy,not-covered,1
25315,couch,mike,crossclassified,1
25317,woman,sports girl,not-covered,1
25318,cat,gloves,crossclassified,1
25319,hat,x-mas cap,not-covered,1
25320,table,beans,crossclassified,1
25321,sofa,beg,crossclassified,1
25322,jacket,male,crossclassified,1
25323,counter,pedestal sink,not-covered,1
25325,cabinet,court,crossclassified,1
25290,boat,shine,crossclassified,1
25288,shirt,filled sandwich,not-covered,1
25255,canoe,board,crossclassified,1
25270,counter,cabinets and counter,not-covered,1
25256,canoe,rowboat,co-hyponymy,1
25257,shirt,collard shirt,not-covered,1
25258,dog,doberman,hypernymy.1,1
25259,girl,slipper,crossclassified,1
25261,girl,squatting girl,not-covered,1
25262,counter,whiskbroom,not-covered,1
25263,curtain,teal,crossclassified,1
25264,horse,rear,crossclassified,1
25265,horse,packhorse,hypernymy.1,1
25266,horse,ass,co-hyponymy,1
25267,fork,paper,crossclassified,1
25268,man,outfit,crossclassified,1
25269,counter,coffee bar,crossclassified,1
25271,girl,football,crossclassified,1
25287,shirt,lunch,crossclassified,1
25272,curtain,tubs,crossclassified,1
25273,van,shier,crossclassified,1
25274,van,garden,crossclassified,1
25275,desk,plant,crossclassified,1
25276,sheep,pastureland,crossclassified,1
25278,guy,fruit stand,not-covered,1
25280,guy,veggies,crossclassified,1
25281,guy,fruit,crossclassified,1
25282,coat,garment,hypernymy.2,1
25283,knife,sandwich,crossclassified,1
25284,man,professional baseball pitcher,not-covered,1
25285,cow,bell,crossclassified,1
25286,shirt,foot,crossclassified,1
25473,bird,dead bird,not-covered,1
25475,dresser,window,crossclassified,1
25175,blazer,pirate,crossclassified,1
25681,boat,train car,not-covered,1
25666,guy,shirty,crossclassified,1
25667,dog,black lab,not-covered,1
25668,house,skate,crossclassified,1
25670,house,cage,crossclassified,1
25671,chair,tress,crossclassified,1
25672,dugout,shade,crossclassified,1
25673,cat,beer bottle,crossclassified,1
25674,cat,bedding,crossclassified,1
25675,boat,torso,crossclassified,1
25677,house,toilet sink,not-covered,1
25678,house,outside,co-hyponymy,1
25679,house,bathroom accessories,not-covered,1
25680,boat,recycling,crossclassified,1
25683,man,snacks,crossclassified,1
25664,blender,liquid,crossclassified,1
25687,grill,wall clock,crossclassified,1
25689,grill,windowpane,crossclassified,1
25692,grill,clock tower,crossclassified,1
25694,grill,window railing,not-covered,1
25695,man,printer,co-hyponymy,1
25697,car,hat,crossclassified,1
25698,chair,mirror,crossclassified,1
25701,skater,mid walk,not-covered,1
25702,woman,food girl,not-covered,1
25703,giraffe,gripe,crossclassified,1
25704,lady,snow,crossclassified,1
25705,lady,swim,crossclassified,1
25706,curtain,clock face,crossclassified,1
25665,guy,scat board,not-covered,1
25663,blender,oil,crossclassified,1
25711,horse,show jumper,not-covered,1
25646,train,signal,crossclassified,1
25632,carpet,horse,crossclassified,1
25633,counter,keyboarder,not-covered,1
25634,man,tress,crossclassified,1
25635,dog,vase,crossclassified,1
25636,boy,selfie,not-covered,1
25637,woman,moan,crossclassified,1
25638,boat,load truck,not-covered,1
25639,guy,chain,crossclassified,1
25640,guy,parthenope,not-covered,1
25641,guy,mick,crossclassified,1
25643,bench,airplane,crossclassified,1
25644,car,locomotive cab,not-covered,1
25645,train,cage,crossclassified,1
25647,bench,boards,crossclassified,1
25662,boat,shapes,crossclassified,1
25648,bench,lampshade,crossclassified,1
25649,woman,serena,not-covered,1
25650,girl,snacks,crossclassified,1
25651,lady,foot,crossclassified,1
25652,tent,scatting board,not-covered,1
25653,bench,heels,crossclassified,1
25654,tent,fry,crossclassified,1
25655,tent,e z up,not-covered,1
25656,horse,buttocks,crossclassified,1
25657,horse,horsetail,crossclassified,1
25658,man,bed sheet,crossclassified,1
25659,grill,fry,crossclassified,1
25661,grill,hamburger,crossclassified,1
25707,lady,dexter,crossclassified,1
25712,seat,bowl,crossclassified,1
25630,bowl,crocodile,crossclassified,1
25775,dog,cup,crossclassified,1
25759,fish,sandwich,crossclassified,1
25760,fish,calzone,not-covered,1
25761,fish,veg rice,not-covered,1
25763,kid,specs,crossclassified,1
25764,kid,rain coat,crossclassified,1
25765,chair,train,crossclassified,1
25766,cat,eyeglass,crossclassified,1
25767,table,table setup,not-covered,1
25769,man,horse truck,not-covered,1
25770,pan,fish,crossclassified,1
25772,skater,skateboarding,crossclassified,1
25773,boy,sweat band,crossclassified,1
25774,boy,bandana,crossclassified,1
25776,table,headboard,crossclassified,1
25757,fish,snacks,crossclassified,1
25779,house,light pole,not-covered,1
25780,woman,catch,co-hyponymy,1
25782,jar,flower,crossclassified,1
25783,jar,bouquet,crossclassified,1
25785,bathtub,toilet sink,not-covered,1
25786,bathtub,basin,co-hyponymy,1
25788,overpass,train tracks,not-covered,1
25791,dog,beach,crossclassified,1
25792,truck,sport utility vehicle,crossclassified,1
25793,truck,ford,crossclassified,1
25795,skateboarder,book,crossclassified,1
25796,castle,fort,crossclassified,1
25797,castle,city,crossclassified,1
25758,fish,chicken breast,crossclassified,1
25755,table,experiment,crossclassified,1
25713,guy,cheese,crossclassified,1
25732,counter,veggie,crossclassified,1
25714,guy,pizza cook,not-covered,1
25715,desk,video game components,not-covered,1
25716,desk,game,crossclassified,1
25717,furniture,bedroom,crossclassified,1
25718,furniture,wooden,crossclassified,1
25719,goalie,net,crossclassified,1
25721,goalie,human,crossclassified,1
25722,goalie,jersey,crossclassified,1
25724,woman,teddy bear,crossclassified,1
25725,woman,big teddy,not-covered,1
25728,palace,plate,crossclassified,1
25729,palace,city,crossclassified,1
25730,truck,bed cover,crossclassified,1
25734,counter,plant,crossclassified,1
25753,seaplane,boat,crossclassified,1
25737,car,sparrow,crossclassified,1
25738,armchair,chaise,co-hyponymy,1
25739,lady,t shirts,crossclassified,1
25740,lady,walking,crossclassified,1
25741,bull,deffer,not-covered,1
25742,child,dog,crossclassified,1
25744,pelican,crane,crossclassified,1
25745,woman,girls,hypernymy.1,1
25746,cat,cave,crossclassified,1
25747,carpet,counter top,crossclassified,1
25748,table,train,crossclassified,1
25749,table,work table,hypernymy.1,1
25752,seaplane,flight,crossclassified,1
25631,man,baby,co-hyponymy,1
25629,boar,cattle,not-covered,1
25476,dresser,woodcarvings,crossclassified,1
25529,pot,potty,synonymy,1
25512,table,rabbits foot,not-covered,1
25513,knife,chocolate,crossclassified,1
25515,knife,spreader,crossclassified,1
25516,cat,pizza box,not-covered,1
25517,bench,crotch,crossclassified,1
25519,truck,horn,crossclassified,1
25520,truck,pipe,crossclassified,1
25521,truck,traffic light,crossclassified,1
25523,jeep,tyre,crossclassified,1
25525,guy,scoreboard,crossclassified,1
25526,pot,mirror,crossclassified,1
25527,pot,board,crossclassified,1
25528,pot,pillar,crossclassified,1
25531,pot,spiller,crossclassified,1
25510,cat,jacket,crossclassified,1
25532,bathtub,oik,not-covered,1
25533,bathtub,bath tank,not-covered,1
25534,horse,kid,crossclassified,1
25536,boy,man drinking,not-covered,1
25537,chair,chair wheel,not-covered,1
25538,grill,cart,crossclassified,1
25539,grill,food tray,not-covered,1
25541,grill,container,crossclassified,1
25542,batter,bay,crossclassified,1
25543,plane,nosecone,not-covered,1
25544,giraffe,baby,crossclassified,1
25545,lady,playing,crossclassified,1
25546,lady,confused,crossclassified,1
25511,train,elevated train,not-covered,1
25509,bookcase,capote,crossclassified,1
25549,spatula,flipper,crossclassified,1
25492,bench,baseball bat,crossclassified,1
25478,carpet,red carpet,hypernymy.1,1
25479,cabinet,sal,not-covered,1
25480,dish,snakes,crossclassified,1
25481,dish,shrimp,crossclassified,1
25482,dish,serving bowl,not-covered,1
25483,guy,arm band,crossclassified,1
25484,vase,food,crossclassified,1
25485,vase,saucer,crossclassified,1
25487,chair,blouse,crossclassified,1
25488,chair,blue shirt,not-covered,1
25489,counter,chare,not-covered,1
25490,boy,little kid,not-covered,1
25491,bench,baseball,crossclassified,1
25493,bench,walkingstick,crossclassified,1
25507,catcher,cricketeer,not-covered,1
25494,boy,snacks,crossclassified,1
25495,bowl,tomato sauce,crossclassified,1
25496,woman,torch,crossclassified,1
25497,jet,aerophone,not-covered,1
25498,tent,mobile,crossclassified,1
25499,tent,mobile phone,crossclassified,1
25500,tent,camera,crossclassified,1
25501,tent,populated,crossclassified,1
25502,table,women,crossclassified,1
25503,train,wheels,crossclassified,1
25504,motorcycle,walkway,crossclassified,1
25505,motorcycle,patio,crossclassified,1
25506,motorcycle,torso,crossclassified,1
25547,spatula,plate,crossclassified,1
25551,spatula,pizza spoon,not-covered,1
25624,bovine,yak,hypernymy.1,1
25606,motorcycle,railing,crossclassified,1
25592,car,signal,crossclassified,1
25593,car,cell phone,crossclassified,1
25594,car,post,crossclassified,1
25595,car,technology,crossclassified,1
25596,car,telephoto,crossclassified,1
25597,lady,winter attire,not-covered,1
25598,horse,man and horse,not-covered,1
25599,girl,mobilization,crossclassified,1
25600,girl,driver,crossclassified,1
25601,bridge,way,crossclassified,1
25603,couch,board,crossclassified,1
25604,man,tennis play,not-covered,1
25605,motorcycle,backpack,crossclassified,1
25608,chair,sofa stool,not-covered,1
25590,knife,tray,crossclassified,1
25609,chair,poof,crossclassified,1
25611,man,scooter,crossclassified,1
25612,girl,drink,crossclassified,1
25613,motorcycle,motor cycle rider,not-covered,1
25614,skateboarder,scat board,not-covered,1
25615,skateboarder,base ball player,not-covered,1
25616,bath,cupboard,crossclassified,1
25617,bath,cap,crossclassified,1
25618,bath,glass,crossclassified,1
25619,bath,window,crossclassified,1
25621,dugout,entrance,crossclassified,1
25622,dugout,cupboard,crossclassified,1
25623,bovine,cow head,not-covered,1
25591,knife,bun,crossclassified,1
25589,knife,board,crossclassified,1
25552,spatula,pie scoop,not-covered,1
25570,girl,phoneme,crossclassified,1
25553,skater,board,crossclassified,1
25555,lady,supervisor,crossclassified,1
25556,bench,rope,crossclassified,1
25557,child,fruits,crossclassified,1
25558,cabinet,bar,crossclassified,1
25559,cabinet,glasses,crossclassified,1
25560,sheep,road,crossclassified,1
25561,bowl,glass bowl,not-covered,1
25564,tent,spectators,crossclassified,1
25565,motorcycle,fancy motorbike,not-covered,1
25567,table,cafe,crossclassified,1
25568,train,ambary,not-covered,1
25569,train,ampullae,crossclassified,1
25571,lady,shear,crossclassified,1
25588,knife,fry,crossclassified,1
25572,lady,sundress,crossclassified,1
25573,boat,bout,crossclassified,1
25574,couch,pen,crossclassified,1
25575,car,doll,crossclassified,1
25578,desk,eye glass,crossclassified,1
25579,desk,eyeglasses,crossclassified,1
25580,desk,eyeglass,crossclassified,1
25581,lady,amarelle,crossclassified,1
25583,man,hart,crossclassified,1
25584,child,scat board,not-covered,1
25585,cabinet,cupboard door,not-covered,1
25586,woman,sari,crossclassified,1
25587,knife,potato,crossclassified,1
25177,counter,table tray,not-covered,1
25174,blazer,sports coat,synonymy,1
24539,house,nature,crossclassified,1
24768,beef,mutton,co-hyponymy,1
24750,dog,badge,crossclassified,1
24751,dog,tag,crossclassified,1
24752,jacket,scat board,not-covered,1
24753,jacket,sweater jacket,not-covered,1
24754,giraffe,ear,crossclassified,1
24755,cabinet,cubbyhole,crossclassified,1
24756,batter,team,crossclassified,1
24759,giraffe,hire,crossclassified,1
24760,giraffe,os,crossclassified,1
24762,giraffe,vantage,crossclassified,1
24764,giraffe,man's face,not-covered,1
24766,beef,plate,crossclassified,1
24767,beef,bulgur,crossclassified,1
24769,couch,mope,crossclassified,1
24746,couch,bun,crossclassified,1
24770,airplane,aerial,crossclassified,1
24771,airplane,planetesimal,crossclassified,1
24772,motorbike,class,crossclassified,1
24773,motorbike,rear view mirror,not-covered,1
24774,motorbike,motorcycle handle mirror,not-covered,1
24775,motorbike,motorcycle mirror,not-covered,1
24776,motorbike,bike glass,not-covered,1
24778,desk,cub board,not-covered,1
24779,coat,tress,crossclassified,1
24780,coat,hair,hypernymy.2,1
24781,coat,hat,crossclassified,1
24782,bridge,trepan,crossclassified,1
24783,dog,ornament,crossclassified,1
24749,dog,sticker,crossclassified,1
24743,couch,chinookan,crossclassified,1
24785,truck,mini van,hypernymy.1,1
24720,tent,man riding horse,not-covered,1
24700,car,red light,crossclassified,1
24702,skier,birds,crossclassified,1
24704,ship,bridge,crossclassified,1
24705,table,coco,crossclassified,1
24707,child,football,crossclassified,1
24709,child,jersey,crossclassified,1
24711,t-shirt,laundry,crossclassified,1
24712,t-shirt,luggage,crossclassified,1
24713,t-shirt,blanket,crossclassified,1
24714,t-shirt,dresses,crossclassified,1
24715,t-shirt,towel,crossclassified,1
24716,car,coupe,hypernymy.1,1
24717,guy,skate,crossclassified,1
24722,tent,jockey,crossclassified,1
24742,bench,drinks,crossclassified,1
24723,cap,towel,crossclassified,1
24724,bed,embroidery,crossclassified,1
24725,woman,cumberland,crossclassified,1
24728,bowl,cookie container,not-covered,1
24731,girl,hairs,crossclassified,1
24732,man,man sitting,not-covered,1
24733,jacket,bare,crossclassified,1
24734,jacket,beer,crossclassified,1
24735,jacket,coloring,crossclassified,1
24737,counter,waking,crossclassified,1
24738,counter,passionflowers,crossclassified,1
24739,counter,hotel,crossclassified,1
24741,counter,washerwomen,crossclassified,1
24784,dog,malformation,crossclassified,1
24786,train,subway cars,not-covered,1
24698,ballplayer,dress,crossclassified,1
24843,hotel,condos,crossclassified,1
24825,jacket,woman's jacket,not-covered,1
24827,house,hum,crossclassified,1
24828,house,leander,crossclassified,1
24830,house,chare,not-covered,1
24833,flower,trepan,crossclassified,1
24834,flower,land,crossclassified,1
24835,flower,garden,crossclassified,1
24836,flower,meadow,crossclassified,1
24837,flower,wildflowers,co-hyponymy,1
24838,flower,plants,hypernymy.2,1
24840,train,signboard,crossclassified,1
24841,child,girl child,not-covered,1
24842,hotel,grill,crossclassified,1
24845,bird,ibis sen,not-covered,1
24823,restaurant,tent umbrella,not-covered,1
24846,bird,white bird,not-covered,1
24847,desk,poster,crossclassified,1
24848,guy,dirt bike,crossclassified,1
24849,guy,motorcycle rider,not-covered,1
24850,guy,motocross rider,not-covered,1
24851,guy,motorbike,crossclassified,1
24852,guy,dirt biker,not-covered,1
24853,guy,motocross driver,not-covered,1
24855,palace,skyline,crossclassified,1
24856,palace,breach,crossclassified,1
24858,palace,houses of parliament,crossclassified,1
24859,palace,houseparent,not-covered,1
24860,palace,place,crossclassified,1
24824,restaurant,bench,crossclassified,1
24822,restaurant,chain,crossclassified,1
24787,bowl,meatballs,crossclassified,1
24801,woman,computer,crossclassified,1
24788,bowl,large bowl,not-covered,1
24789,bowl,bowl of donuts,not-covered,1
24790,bowl,vagabond,crossclassified,1
24791,desk,keyboard and mouse,not-covered,1
24792,streetlight,lamb,crossclassified,1
24793,streetlight,pizza,crossclassified,1
24794,streetlight,tie,crossclassified,1
24795,streetlight,signal,crossclassified,1
24796,streetlight,skyscraper,crossclassified,1
24797,streetlight,tower,crossclassified,1
24798,streetlight,lamp post,crossclassified,1
24799,streetlight,signal light,crossclassified,1
24800,woman,airplane,crossclassified,1
24803,jet,appliance,crossclassified,1
24821,restaurant,outdoor restaurant,not-covered,1
24804,house,camper trailer,crossclassified,1
24805,house,bed,crossclassified,1
24806,bed,mopier,not-covered,1
24808,ship,pilot,crossclassified,1
24809,guy,colors,crossclassified,1
24810,guy,tress,crossclassified,1
24811,guy,performer,crossclassified,1
24812,bird,t-shirt,crossclassified,1
24814,knife,weapon,hypernymy.2,1
24815,airliner,filled,crossclassified,1
24816,airliner,aircraft,hypernymy.2,1
24817,airliner,engine,crossclassified,1
24819,sofa,errs,crossclassified,1
24699,ballplayer,basket ball payer,not-covered,1
24697,ballplayer,teen,crossclassified,1
24863,tub,wassermann,crossclassified,1
24595,bridge,shop,crossclassified,1
24576,fork,napkin,crossclassified,1
24577,fork,sweet,crossclassified,1
24578,shirt,tshombe,not-covered,1
24579,jacket,files,crossclassified,1
24581,plane,racket,crossclassified,1
24583,boy,pumper,not-covered,1
24584,boy,stick,crossclassified,1
24585,child,glasses,crossclassified,1
24586,child,eye glass,crossclassified,1
24589,biscuit,cheese,crossclassified,1
24591,biscuit,lachesis,crossclassified,1
24593,biscuit,weimaraner,crossclassified,1
24594,biscuit,pastry puff,not-covered,1
24596,bridge,trees,crossclassified,1
24573,sauce,coke,crossclassified,1
24597,car,street sign,crossclassified,1
24599,desk,pants,crossclassified,1
24600,horse,jumping horse,not-covered,1
24601,furniture,wall,crossclassified,1
24603,furniture,china cabinet,hypernymy.1,1
24604,dugout,baseball uniform,not-covered,1
24605,dugout,clothes,crossclassified,1
24606,boy,cheese,crossclassified,1
24607,boy,joystick,crossclassified,1
24608,pitcher,t shat,not-covered,1
24612,cabinet,person,crossclassified,1
24614,glove,gloss,crossclassified,1
24615,glove,equipment,hypernymy.2,1
24574,sauce,wiener,crossclassified,1
24572,train,coaches,co-hyponymy,1
24618,bench,ster,not-covered,1
24555,dog,competitor,crossclassified,1
24540,house,stick,crossclassified,1
24541,house,goal post,crossclassified,1
24542,house,frisbee golf goal,not-covered,1
24544,house,frisbee goal,not-covered,1
24545,house,disc golf,not-covered,1
24546,house,frisbee holder,not-covered,1
24547,rug,mate,crossclassified,1
24548,cow,dear,crossclassified,1
24549,cow,bison bull,not-covered,1
24551,castle,biltong,crossclassified,1
24552,shirt,clothe,crossclassified,1
24553,shirt,lade,crossclassified,1
24554,dog,umbrella,crossclassified,1
24556,pizza,wheel,crossclassified,1
24571,tie,chert,crossclassified,1
24557,pizza,deep dish,not-covered,1
24558,guy,sit,crossclassified,1
24559,taxi,t-shirt,crossclassified,1
24560,taxi,mobile,crossclassified,1
24561,taxi,shirt,crossclassified,1
24562,taxi,dress,crossclassified,1
24563,child,custom,crossclassified,1
24564,bed,lips,crossclassified,1
24565,bed,mouth,crossclassified,1
24566,bed,guy,crossclassified,1
24567,bed,cushions,hypernymy.1,1
24568,boy,t shat,not-covered,1
24570,tent,rope,crossclassified,1
24617,horse,lion,crossclassified,1
24619,bench,slipper,crossclassified,1
24694,ballplayer,t-shirt,crossclassified,1
24676,couch,southpaw,crossclassified,1
24663,rug,gown,crossclassified,1
24664,rug,garment,crossclassified,1
24665,rug,cover,crossclassified,1
24666,rug,covering,hypernymy.2,1
24667,bed,bed seat,not-covered,1
24668,t-shirt,man's torso,not-covered,1
24669,house,gloves,crossclassified,1
24670,house,ire,crossclassified,1
24671,house,refrigerator,crossclassified,1
24672,skier,scatting board,not-covered,1
24673,skier,spectacle,crossclassified,1
24674,jacket,tercentennial,crossclassified,1
24675,couch,bodice,crossclassified,1
24677,bridge,purger,not-covered,1
24660,bench,papers,crossclassified,1
24678,bed,picture,crossclassified,1
24680,boy,piano,crossclassified,1
24681,boy,music,crossclassified,1
24682,desk,rug,crossclassified,1
24683,skateboarder,hair,crossclassified,1
24684,dress,underclothing,crossclassified,1
24685,dress,glows,crossclassified,1
24686,chair,pots,crossclassified,1
24687,chair,spoon,crossclassified,1
24689,counter,lab tap,not-covered,1
24690,cow,bear,crossclassified,1
24691,cow,boot,crossclassified,1
24692,cow,lamb,crossclassified,1
24661,rug,tapestry,crossclassified,1
24659,woman,cub,crossclassified,1
24620,dress,joystick,crossclassified,1
24637,ship,pizza,crossclassified,1
24621,sofa,mellow,crossclassified,1
24622,sofa,beds,crossclassified,1
24625,table,si dish,not-covered,1
24626,bun,cower,crossclassified,1
24627,bun,bezant,crossclassified,1
24628,truck,class,crossclassified,1
24629,truck,veils,crossclassified,1
24630,bed,model,crossclassified,1
24631,bed,sexy girl,not-covered,1
24632,bench,sleeping man,not-covered,1
24633,curtain,sunscreen,crossclassified,1
24635,shirt,neon lit man,not-covered,1
24636,pancake,coke,crossclassified,1
24638,ship,liner,hypernymy.1,1
24658,woman,band hand,not-covered,1
24640,bench,master,crossclassified,1
24643,boy,small child,not-covered,1
24645,boat,store,crossclassified,1
24646,cabinet,pizza,crossclassified,1
24647,girl,shared board,not-covered,1
24648,coat,class,crossclassified,1
24649,coat,court suit,not-covered,1
24651,man,bats,crossclassified,1
24653,horse,rein,crossclassified,1
24654,bridge,tern,crossclassified,1
24655,bridge,brits,crossclassified,1
24656,jacket,business,crossclassified,1
24657,coat,rap pit,not-covered,1
24862,palace,parament,not-covered,1
24864,tub,jacuzzi,not-covered,1
25173,blazer,wall,crossclassified,1
25081,kid,fess,crossclassified,1
25066,sofa,trouser,crossclassified,1
25068,bull,oxnard,not-covered,1
25069,shirt,airings,crossclassified,1
25070,shirt,hooded sweatshirt,not-covered,1
25071,truck,police,crossclassified,1
25072,man,coffee,crossclassified,1
25073,man,desk,crossclassified,1
25075,sofa,easy chair,crossclassified,1
25076,sofa,mat,crossclassified,1
25077,motorcycle,floor,crossclassified,1
25078,restaurant,male,crossclassified,1
25079,restaurant,cooling class,not-covered,1
25080,restaurant,man,crossclassified,1
25082,kid,knife,crossclassified,1
25063,dog,mud,crossclassified,1
25083,kid,brash,crossclassified,1
25084,kid,hand,crossclassified,1
25085,boy,set,crossclassified,1
25086,bench,ged,not-covered,1
25088,coat,stuffed bear,not-covered,1
25089,coat,baby,crossclassified,1
25090,coat,toy clothes,not-covered,1
25091,peacock,chair,crossclassified,1
25092,bench,snakes,crossclassified,1
25093,bench,candy,crossclassified,1
25094,bench,snack,crossclassified,1
25095,bench,donut,crossclassified,1
25096,bench,seat cushion,crossclassified,1
25065,sofa,skirt,crossclassified,1
25062,dog,legs,co-hyponymy,1
25098,bowl,nudicaul,not-covered,1
25044,booth,lamb,crossclassified,1
25030,bowl,wheel,crossclassified,1
25031,child,skiing child,not-covered,1
