	vg_img_id	vg_object_id	vg_obj_name	vg_domain	top_resonse_domain	url	#bbox	#other	#other_reasons	#occl
24956	2360093	1934959	boy	people	people	http://object-naming-amore.upf.edu//2360093_1934959_supercat_unique.png	0	0	[]	0
24957	2352707	3582136	woman	people	people	http://object-naming-amore.upf.edu//2352707_3582136_singleton_obj.png	0	0	[]	0
24963	2376469	1741759	child	people	people	http://object-naming-amore.upf.edu//2376469_1741759_seed_ambiguous.png	0	0	[]	0
24976	2403112	356520	catcher	people	people	http://object-naming-amore.upf.edu//2403112_356520_seed_ambiguous.png	0	0	[]	0
24979	2371987	737813	boy	people	people	http://object-naming-amore.upf.edu//2371987_737813_singleton_obj.png	0	0	[]	0
24981	2328854	3453632	boy	people	people	http://object-naming-amore.upf.edu//2328854_3453632_singleton_obj.png	0	0	[]	0
24982	2417460	3467168	guy	people	people	http://object-naming-amore.upf.edu//2417460_3467168_seed_ambiguous.png	0	0	[]	0
24987	2356680	818194	girl	people	people	http://object-naming-amore.upf.edu//2356680_818194_supercat_ambiguous.png	0	0	[]	0
24999	2325430	3256517	girl	people	people	http://object-naming-amore.upf.edu//2325430_3256517_singleton_obj.png	0	0	[]	0
25003	2412112	202683	boy	people	people	http://object-naming-amore.upf.edu//2412112_202683_singleton_obj.png	0	0	[]	0
25008	2375426	2950862	guy	people	people	http://object-naming-amore.upf.edu//2375426_2950862_singleton_obj.png	0	0	[]	0
25009	2364232	759455	skateboarder	people	people	http://object-naming-amore.upf.edu//2364232_759455_singleton_obj.png	0	0	[]	0
25010	2368942	744615	man	people	people	http://object-naming-amore.upf.edu//2368942_744615_seed_ambiguous.png	0	0	[]	0
25015	2410389	218790	skier	people	people	http://object-naming-amore.upf.edu//2410389_218790_singleton_obj.png	0	0	[]	0
25021	2410647	212727	child	people	people	http://object-naming-amore.upf.edu//2410647_212727_supercat_ambiguous.png	0	0	[]	0
25023	2329777	3487774	boy	people	people	http://object-naming-amore.upf.edu//2329777_3487774_supercat_unique.png	0	0	[]	0
25034	2322142	2738300	man	people	people	http://object-naming-amore.upf.edu//2322142_2738300_supercat_unique.png	0	0	[]	0
25043	2362815	770893	lady	people	people	http://object-naming-amore.upf.edu//2362815_770893_singleton_obj.png	0	0	[]	0
25046	2362769	2681352	child	people	people	http://object-naming-amore.upf.edu//2362769_2681352_supercat_unique.png	0	0	[]	0
25054	2341114	3393054	man	people	people	http://object-naming-amore.upf.edu//2341114_3393054_singleton_obj.png	0	0	[]	0
25055	2392117	482998	boy	people	people	http://object-naming-amore.upf.edu//2392117_482998_seed_ambiguous.png	0	0	[]	0
25057	2325127	3387623	man	people	people	http://object-naming-amore.upf.edu//2325127_3387623_singleton_obj.png	0	0	[]	0
25066	2407485	366868	skier	people	people	http://object-naming-amore.upf.edu//2407485_366868_singleton_obj.png	0	0	[]	0
25070	2407284	282351	man	people	people	http://object-naming-amore.upf.edu//2407284_282351_singleton_obj.png	0	0	[]	0
25075	2396413	444650	child	people	people	http://object-naming-amore.upf.edu//2396413_444650_singleton_obj.png	0	0	[]	0
25080	2347210	892550	man	people	people	http://object-naming-amore.upf.edu//2347210_892550_singleton_obj.png	0	0	[]	0
25084	2346375	900071	woman	people	people	http://object-naming-amore.upf.edu//2346375_900071_singleton_obj.png	0	0	[]	0
25095	2367361	751872	man	people	people	http://object-naming-amore.upf.edu//2367361_751872_singleton_obj.png	0	0	[]	0
25112	2376708	1888788	man	people	people	http://object-naming-amore.upf.edu//2376708_1888788_singleton_obj.png	0	0	[]	0
25128	2348796	879797	man	people	people	http://object-naming-amore.upf.edu//2348796_879797_singleton_obj.png	0	0	[]	0
25134	2404050	1119230	girl	people	people	http://object-naming-amore.upf.edu//2404050_1119230_seed_ambiguous.png	0	0	[]	0
25135	2398604	423758	lady	people	people	http://object-naming-amore.upf.edu//2398604_423758_supercat_unique.png	0	0	[]	0
25158	1740	1643515	woman	people	people	http://object-naming-amore.upf.edu//1740_1643515_singleton_obj.png	0	0	[]	0
25162	2384327	527348	man	people	people	http://object-naming-amore.upf.edu//2384327_527348_seed_ambiguous.png	0	0	[]	0
25179	2323351	989620	girl	people	people	http://object-naming-amore.upf.edu//2323351_989620_singleton_obj.png	0	0	[]	0
25180	2347892	2379065	man	people	people	http://object-naming-amore.upf.edu//2347892_2379065_singleton_obj.png	0	0	[]	0
25186	2321983	3083072	boy	people	people	http://object-naming-amore.upf.edu//2321983_3083072_singleton_obj.png	0	0	[]	0
25189	2357301	2217103	lady	people	people	http://object-naming-amore.upf.edu//2357301_2217103_singleton_obj.png	0	0	[]	0
25196	2321899	3355170	guy	people	people	http://object-naming-amore.upf.edu//2321899_3355170_seed_ambiguous.png	0	0	[]	0
25202	2392330	1231364	man	people	people	http://object-naming-amore.upf.edu//2392330_1231364_seed_ambiguous.png	0	0	[]	0
25218	2370820	2470396	child	people	people	http://object-naming-amore.upf.edu//2370820_2470396_seed_ambiguous.png	0	0	[]	0
25224	2361471	3891039	lady	people	people	http://object-naming-amore.upf.edu//2361471_3891039_singleton_obj.png	0	0	[]	0
25227	2409397	242602	woman	people	people	http://object-naming-amore.upf.edu//2409397_242602_singleton_obj.png	0	0	[]	0
25232	2330572	3457371	child	people	people	http://object-naming-amore.upf.edu//2330572_3457371_supercat_ambiguous.png	0	0	[]	0
25233	2388064	509808	boy	people	people	http://object-naming-amore.upf.edu//2388064_509808_singleton_obj.png	0	0	[]	0
25237	2348496	3605174	man	people	people	http://object-naming-amore.upf.edu//2348496_3605174_singleton_obj.png	0	0	[]	0
25254	2401889	1143031	lady	people	people	http://object-naming-amore.upf.edu//2401889_1143031_seed_ambiguous.png	0	0	[]	0
25256	2363974	1754087	girl	people	people	http://object-naming-amore.upf.edu//2363974_1754087_singleton_obj.png	0	0	[]	0
25266	2372125	2531142	woman	people	people	http://object-naming-amore.upf.edu//2372125_2531142_seed_ambiguous.png	0	0	[]	0
25289	2328482	2837118	child	people	people	http://object-naming-amore.upf.edu//2328482_2837118_singleton_obj.png	0	0	[]	0
25292	2340604	3345791	girl	people	people	http://object-naming-amore.upf.edu//2340604_3345791_singleton_obj.png	0	0	[]	0
25297	2322046	3067345	boy	people	people	http://object-naming-amore.upf.edu//2322046_3067345_supercat_ambiguous.png	0	0	[]	0
25306	2367272	2518961	lady	people	people	http://object-naming-amore.upf.edu//2367272_2518961_singleton_obj.png	0	0	[]	0
25307	2399654	1167724	boy	people	people	http://object-naming-amore.upf.edu//2399654_1167724_supercat_unique.png	0	0	[]	0
25318	2327242	2836140	child	people	people	http://object-naming-amore.upf.edu//2327242_2836140_singleton_obj.png	0	0	[]	0
25322	2371391	1988192	girl	people	people	http://object-naming-amore.upf.edu//2371391_1988192_singleton_obj.png	0	0	[]	0
25327	2407308	281969	skateboarder	people	people	http://object-naming-amore.upf.edu//2407308_281969_singleton_obj.png	0	0	[]	0
25329	2381089	1339408	kid	people	people	http://object-naming-amore.upf.edu//2381089_1339408_singleton_obj.png	0	0	[]	0
25338	2330991	3433944	woman	people	people	http://object-naming-amore.upf.edu//2330991_3433944_singleton_obj.png	0	0	[]	0
25341	2320375	993773	boy	people	people	http://object-naming-amore.upf.edu//2320375_993773_singleton_obj.png	0	0	[]	0
25344	2341090	2524107	man	people	people	http://object-naming-amore.upf.edu//2341090_2524107_singleton_obj.png	0	0	[]	0
25360	713487	1584584	lady	people	people	http://object-naming-amore.upf.edu//713487_1584584_singleton_obj.png	0	0	[]	0
25365	2401985	1141859	pitcher	people	people	http://object-naming-amore.upf.edu//2401985_1141859_singleton_obj.png	0	0	[]	0
25367	2411947	206285	skater	people	people	http://object-naming-amore.upf.edu//2411947_206285_singleton_obj.png	0	0	[]	0
25370	2365564	633209	guy	people	people	http://object-naming-amore.upf.edu//2365564_633209_singleton_obj.png	0	0	[]	0
25376	2316809	1051691	man	people	people	http://object-naming-amore.upf.edu//2316809_1051691_supercat_unique.png	0	0	[]	0
25385	2369959	742864	girl	people	people	http://object-naming-amore.upf.edu//2369959_742864_singleton_obj.png	0	0	[]	0
25391	2362277	2692365	man	people	people	http://object-naming-amore.upf.edu//2362277_2692365_seed_ambiguous.png	0	0	[]	0
25408	2380971	708238	boy	people	people	http://object-naming-amore.upf.edu//2380971_708238_supercat_unique.png	0	0	[]	0
25409	2344076	3041004	boy	people	people	http://object-naming-amore.upf.edu//2344076_3041004_singleton_obj.png	0	0	[]	0
25410	2360255	2446214	girl	people	people	http://object-naming-amore.upf.edu//2360255_2446214_singleton_obj.png	0	0	[]	0
25414	2383706	1318035	woman	people	people	http://object-naming-amore.upf.edu//2383706_1318035_singleton_obj.png	0	0	[]	0
25415	2332571	3431466	boy	people	people	http://object-naming-amore.upf.edu//2332571_3431466_singleton_obj.png	0	0	[]	0
25428	2326415	3939624	woman	people	people	http://object-naming-amore.upf.edu//2326415_3939624_supercat_unique.png	0	0	[]	0
25446	2405007	655241	catcher	people	people	http://object-naming-amore.upf.edu//2405007_655241_seed_ambiguous.png	0	0	[]	0
25454	2359370	793882	man	people	people	http://object-naming-amore.upf.edu//2359370_793882_singleton_obj.png	0	0	[]	0
25473	2366662	3877831	lady	people	people	http://object-naming-amore.upf.edu//2366662_3877831_singleton_obj.png	0	0	[]	0
25475	2399989	412415	woman	people	people	http://object-naming-amore.upf.edu//2399989_412415_singleton_obj.png	0	0	[]	0
25491	2346274	901050	woman	people	people	http://object-naming-amore.upf.edu//2346274_901050_singleton_obj.png	0	0	[]	0
25504	2341917	2883801	woman	people	people	http://object-naming-amore.upf.edu//2341917_2883801_supercat_unique.png	0	0	[]	0
25513	2367611	621428	man	people	people	http://object-naming-amore.upf.edu//2367611_621428_singleton_obj.png	0	0	[]	0
25529	2365840	3882251	woman	people	people	http://object-naming-amore.upf.edu//2365840_3882251_singleton_obj.png	0	0	[]	0
25534	2343503	923007	boy	people	people	http://object-naming-amore.upf.edu//2343503_923007_seed_ambiguous.png	0	0	[]	0
25539	2405768	653699	man	people	people	http://object-naming-amore.upf.edu//2405768_653699_singleton_obj.png	0	0	[]	0
25587	2327218	2997127	man	people	people	http://object-naming-amore.upf.edu//2327218_2997127_supercat_ambiguous.png	0	0	[]	0
25589	2335281	2155779	boy	people	people	http://object-naming-amore.upf.edu//2335281_2155779_singleton_obj.png	0	0	[]	0
25597	2374507	1848808	toddler	people	people	http://object-naming-amore.upf.edu//2374507_1848808_seed_ambiguous.png	0	0	[]	0
25607	2342264	935530	man	people	people	http://object-naming-amore.upf.edu//2342264_935530_singleton_obj.png	0	0	[]	0
25617	2398101	1182749	girl	people	people	http://object-naming-amore.upf.edu//2398101_1182749_supercat_unique.png	0	0	[]	0
25618	2343948	2333226	guy	people	people	http://object-naming-amore.upf.edu//2343948_2333226_supercat_unique.png	0	0	[]	0
25619	2357122	814754	lady	people	people	http://object-naming-amore.upf.edu//2357122_814754_singleton_obj.png	0	0	[]	0
25625	2362191	776457	guy	people	people	http://object-naming-amore.upf.edu//2362191_776457_singleton_obj.png	0	0	[]	0
25628	2354804	835413	boy	people	people	http://object-naming-amore.upf.edu//2354804_835413_seed_ambiguous.png	0	0	[]	0
25631	2368115	2493557	man	people	people	http://object-naming-amore.upf.edu//2368115_2493557_singleton_obj.png	0	0	[]	0
25639	2350710	1666345	child	people	people	http://object-naming-amore.upf.edu//2350710_1666345_supercat_unique.png	0	0	[]	0
25644	2333066	3264020	man	people	people	http://object-naming-amore.upf.edu//2333066_3264020_supercat_unique.png	0	0	[]	0
25647	2401129	1151401	woman	people	people	http://object-naming-amore.upf.edu//2401129_1151401_singleton_obj.png	0	0	[]	0
25652	2348680	880618	woman	people	people	http://object-naming-amore.upf.edu//2348680_880618_singleton_obj.png	0	0	[]	0
25655	2351825	1783637	man	people	people	http://object-naming-amore.upf.edu//2351825_1783637_supercat_unique.png	0	0	[]	0
25674	2361997	1679669	lady	people	people	http://object-naming-amore.upf.edu//2361997_1679669_supercat_unique.png	0	0	[]	0
25675	2360727	1906762	girl	people	people	http://object-naming-amore.upf.edu//2360727_1906762_singleton_obj.png	0	0	[]	0
25693	2416335	2984344	boy	people	people	http://object-naming-amore.upf.edu//2416335_2984344_seed_ambiguous.png	0	0	[]	0
25701	2358352	1960271	woman	people	people	http://object-naming-amore.upf.edu//2358352_1960271_seed_ambiguous.png	0	0	[]	0
25702	2378458	1777522	man	people	people	http://object-naming-amore.upf.edu//2378458_1777522_singleton_obj.png	0	0	[]	0
25712	2323966	2995691	child	people	people	http://object-naming-amore.upf.edu//2323966_2995691_singleton_obj.png	0	0	[]	0
25713	2402050	1140986	woman	people	people	http://object-naming-amore.upf.edu//2402050_1140986_singleton_obj.png	0	0	[]	0
25729	2357280	3555199	guy	people	people	http://object-naming-amore.upf.edu//2357280_3555199_seed_ambiguous.png	0	0	[]	0
25738	2328898	3343732	woman	people	people	http://object-naming-amore.upf.edu//2328898_3343732_singleton_obj.png	0	0	[]	0
25743	2341378	943218	girl	people	people	http://object-naming-amore.upf.edu//2341378_943218_supercat_ambiguous.png	0	0	[]	0
25746	2344753	2255225	batter	people	people	http://object-naming-amore.upf.edu//2344753_2255225_supercat_ambiguous.png	0	0	[]	0
25755	2333592	3214605	boy	people	people	http://object-naming-amore.upf.edu//2333592_3214605_singleton_obj.png	0	0	[]	0
25759	2335233	2325134	child	people	people	http://object-naming-amore.upf.edu//2335233_2325134_supercat_unique.png	0	0	[]	0
25761	2371945	595064	man	people	people	http://object-naming-amore.upf.edu//2371945_595064_supercat_unique.png	0	0	[]	0
25764	2323645	3134977	man	people	people	http://object-naming-amore.upf.edu//2323645_3134977_singleton_obj.png	0	0	[]	0
25766	2336838	2013807	man	people	people	http://object-naming-amore.upf.edu//2336838_2013807_supercat_ambiguous.png	0	0	[]	0
25774	2388220	1269883	man	people	people	http://object-naming-amore.upf.edu//2388220_1269883_singleton_obj.png	0	0	[]	0
25802	2376471	572460	girl	people	people	http://object-naming-amore.upf.edu//2376471_572460_singleton_obj.png	0	0	[]	0
25806	2414429	295431	boy	people	people	http://object-naming-amore.upf.edu//2414429_295431_singleton_obj.png	0	0	[]	0
25810	2341889	939080	girl	people	people	http://object-naming-amore.upf.edu//2341889_939080_singleton_obj.png	0	0	[]	0
25842	713632	3077930	woman	people	people	http://object-naming-amore.upf.edu//713632_3077930_singleton_obj.png	0	0	[]	0
25848	2377607	564564	boy	people	people	http://object-naming-amore.upf.edu//2377607_564564_singleton_obj.png	0	0	[]	0
25858	2414219	157453	skater	people	people	http://object-naming-amore.upf.edu//2414219_157453_singleton_obj.png	0	0	[]	0
25881	2381924	1332943	lady	people	people	http://object-naming-amore.upf.edu//2381924_1332943_supercat_ambiguous.png	0	0	[]	0
25888	2367163	1675486	child	people	people	http://object-naming-amore.upf.edu//2367163_1675486_supercat_ambiguous.png	0	0	[]	0
25910	2391639	1239233	girl	people	people	http://object-naming-amore.upf.edu//2391639_1239233_seed_ambiguous.png	0	0	[]	0
25916	2322008	2871685	guy	people	people	http://object-naming-amore.upf.edu//2322008_2871685_supercat_unique.png	0	0	[]	0
25920	498399	2991141	man	people	people	http://object-naming-amore.upf.edu//498399_2991141_singleton_obj.png	0	0	[]	0
25937	2342995	928555	woman	people	people	http://object-naming-amore.upf.edu//2342995_928555_seed_ambiguous.png	0	0	[]	0
25940	2414936	149121	man	people	people	http://object-naming-amore.upf.edu//2414936_149121_supercat_unique.png	0	0	[]	0
25963	2366482	1767495	gentleman	people	people	http://object-naming-amore.upf.edu//2366482_1767495_seed_ambiguous.png	0	0	[]	0
25972	2352926	1726941	girl	people	people	http://object-naming-amore.upf.edu//2352926_1726941_supercat_unique.png	0	0	[]	0
25979	2364006	760268	pitcher	people	people	http://object-naming-amore.upf.edu//2364006_760268_supercat_ambiguous.png	0	0	[]	0
25999	2398667	1177446	woman	people	people	http://object-naming-amore.upf.edu//2398667_1177446_singleton_obj.png	0	0	[]	0
26009	150268	3798731	lady	people	people	http://object-naming-amore.upf.edu//150268_3798731_singleton_obj.png	0	0	[]	0
26012	2412675	299668	boy	people	people	http://object-naming-amore.upf.edu//2412675_299668_seed_ambiguous.png	0	0	[]	0
26023	2356967	816172	woman	people	people	http://object-naming-amore.upf.edu//2356967_816172_singleton_obj.png	0	0	[]	0
26034	2337975	955791	man	people	people	http://object-naming-amore.upf.edu//2337975_955791_supercat_unique.png	0	0	[]	0
26036	2331155	3717140	boy	people	people	http://object-naming-amore.upf.edu//2331155_3717140_seed_ambiguous.png	0	0	[]	0
26044	2365006	637120	girl	people	people	http://object-naming-amore.upf.edu//2365006_637120_singleton_obj.png	0	0	[]	0
26076	2341848	3316206	child	people	people	http://object-naming-amore.upf.edu//2341848_3316206_singleton_obj.png	0	0	[]	0
26077	2350996	2195221	boy	people	people	http://object-naming-amore.upf.edu//2350996_2195221_singleton_obj.png	0	0	[]	0
26095	2368041	748651	boy	people	people	http://object-naming-amore.upf.edu//2368041_748651_singleton_obj.png	0	0	[]	0
26105	2347278	1996852	boy	people	people	http://object-naming-amore.upf.edu//2347278_1996852_singleton_obj.png	0	0	[]	0
26116	2322001	3382630	man	people	people	http://object-naming-amore.upf.edu//2322001_3382630_supercat_unique.png	0	0	[]	0
26117	2412132	202188	girl	people	people	http://object-naming-amore.upf.edu//2412132_202188_supercat_ambiguous.png	0	0	[]	0
26134	2358921	1893611	guy	people	people	http://object-naming-amore.upf.edu//2358921_1893611_singleton_obj.png	0	0	[]	0
26144	2370362	604691	man	people	people	http://object-naming-amore.upf.edu//2370362_604691_singleton_obj.png	0	0	[]	0
26153	2410888	319335	child	people	people	http://object-naming-amore.upf.edu//2410888_319335_supercat_ambiguous.png	0	0	[]	0
26165	2391847	1236829	woman	people	people	http://object-naming-amore.upf.edu//2391847_1236829_singleton_obj.png	0	0	[]	0
26169	2404470	377306	child	people	people	http://object-naming-amore.upf.edu//2404470_377306_supercat_ambiguous.png	0	0	[]	0
26178	2347799	887431	man	people	people	http://object-naming-amore.upf.edu//2347799_887431_singleton_obj.png	0	0	[]	0
26194	2375608	721598	boy	people	people	http://object-naming-amore.upf.edu//2375608_721598_singleton_obj.png	0	0	[]	0
26199	713356	1582574	woman	people	people	http://object-naming-amore.upf.edu//713356_1582574_singleton_obj.png	0	0	[]	0
26203	2359284	794606	man	people	people	http://object-naming-amore.upf.edu//2359284_794606_singleton_obj.png	0	0	[]	0
26209	2345811	1872225	man	people	people	http://object-naming-amore.upf.edu//2345811_1872225_seed_ambiguous.png	0	0	[]	0
26213	2397337	434981	woman	people	people	http://object-naming-amore.upf.edu//2397337_434981_supercat_unique.png	0	0	[]	0
26220	2318375	1011348	hitter	people	people	http://object-naming-amore.upf.edu//2318375_1011348_singleton_obj.png	0	0	[]	0
26221	2380395	1347202	man	people	people	http://object-naming-amore.upf.edu//2380395_1347202_singleton_obj.png	0	0	[]	0
26223	2369609	2274459	girl	people	people	http://object-naming-amore.upf.edu//2369609_2274459_singleton_obj.png	0	0	[]	0
26230	2350246	2290307	child	people	people	http://object-naming-amore.upf.edu//2350246_2290307_singleton_obj.png	0	0	[]	0
26238	2359136	795718	man	people	people	http://object-naming-amore.upf.edu//2359136_795718_singleton_obj.png	0	0	[]	0
26241	1159462	1593709	girl	people	people	http://object-naming-amore.upf.edu//1159462_1593709_seed_ambiguous.png	0	0	[]	0
26244	2403121	1127870	woman	people	people	http://object-naming-amore.upf.edu//2403121_1127870_singleton_obj.png	0	0	[]	0
26254	2411117	316610	woman	people	people	http://object-naming-amore.upf.edu//2411117_316610_singleton_obj.png	0	0	[]	0
26258	2346708	2119974	girl	people	people	http://object-naming-amore.upf.edu//2346708_2119974_singleton_obj.png	0	0	[]	0
26269	2336479	960061	boy	people	people	http://object-naming-amore.upf.edu//2336479_960061_singleton_obj.png	0	0	[]	0
26271	2349270	876016	woman	people	people	http://object-naming-amore.upf.edu//2349270_876016_supercat_ambiguous.png	0	0	[]	0
26272	2317031	2937642	lady	people	people	http://object-naming-amore.upf.edu//2317031_2937642_singleton_obj.png	0	0	[]	0
26282	2384757	1305425	woman	people	people	http://object-naming-amore.upf.edu//2384757_1305425_singleton_obj.png	0	0	[]	0
26299	2364965	758338	girl	people	people	http://object-naming-amore.upf.edu//2364965_758338_singleton_obj.png	0	0	[]	0
26303	2349962	3596046	boy	people	people	http://object-naming-amore.upf.edu//2349962_3596046_singleton_obj.png	0	0	[]	0
26310	2351599	1795417	man	people	people	http://object-naming-amore.upf.edu//2351599_1795417_singleton_obj.png	0	0	[]	0
26315	150412	1060170	woman	people	people	http://object-naming-amore.upf.edu//150412_1060170_seed_ambiguous.png	0	0	[]	0
26324	2343372	924443	skateboarder	people	people	http://object-naming-amore.upf.edu//2343372_924443_singleton_obj.png	0	0	[]	0
26325	2356975	816090	lady	people	people	http://object-naming-amore.upf.edu//2356975_816090_seed_ambiguous.png	0	0	[]	0
26331	2331223	3933381	woman	people	people	http://object-naming-amore.upf.edu//2331223_3933381_supercat_ambiguous.png	0	0	[]	0
26337	2322044	3530749	boy	people	people	http://object-naming-amore.upf.edu//2322044_3530749_seed_ambiguous.png	0	0	[]	0
26340	2413074	3393293	skateboarder	people	people	http://object-naming-amore.upf.edu//2413074_3393293_supercat_ambiguous.png	0	0	[]	0
26345	2360026	1731405	boy	people	people	http://object-naming-amore.upf.edu//2360026_1731405_singleton_obj.png	0	0	[]	0
26354	2374845	2136627	man	people	people	http://object-naming-amore.upf.edu//2374845_2136627_singleton_obj.png	0	0	[]	0
26355	2404124	656466	woman	people	people	http://object-naming-amore.upf.edu//2404124_656466_singleton_obj.png	0	0	[]	0
26360	2324955	3227237	boy	people	people	http://object-naming-amore.upf.edu//2324955_3227237_singleton_obj.png	0	0	[]	0
26366	2375203	1977414	batter	people	people	http://object-naming-amore.upf.edu//2375203_1977414_singleton_obj.png	0	0	[]	0
26372	2375057	2487109	woman	people	people	http://object-naming-amore.upf.edu//2375057_2487109_singleton_obj.png	0	0	[]	0
26380	2353040	849948	woman	people	people	http://object-naming-amore.upf.edu//2353040_849948_singleton_obj.png	0	0	[]	0
26384	2333727	3035982	woman	people	people	http://object-naming-amore.upf.edu//2333727_3035982_singleton_obj.png	0	0	[]	0
26387	2361544	2436609	guy	people	people	http://object-naming-amore.upf.edu//2361544_2436609_seed_ambiguous.png	0	0	[]	0
26393	2407203	283918	child	people	people	http://object-naming-amore.upf.edu//2407203_283918_singleton_obj.png	0	0	[]	0
26401	2364680	3888433	girl	people	people	http://object-naming-amore.upf.edu//2364680_3888433_singleton_obj.png	0	0	[]	0
26410	2333439	3468331	lady	people	people	http://object-naming-amore.upf.edu//2333439_3468331_seed_ambiguous.png	0	0	[]	0
26420	2345268	909508	boy	people	people	http://object-naming-amore.upf.edu//2345268_909508_singleton_obj.png	0	0	[]	0
26437	2406890	288632	woman	people	people	http://object-naming-amore.upf.edu//2406890_288632_supercat_unique.png	0	0	[]	0
26441	2327425	980374	man	people	people	http://object-naming-amore.upf.edu//2327425_980374_singleton_obj.png	0	0	[]	0
26443	2408408	649875	boy	people	people	http://object-naming-amore.upf.edu//2408408_649875_seed_ambiguous.png	0	0	[]	0
26453	2387916	676559	girl	people	people	http://object-naming-amore.upf.edu//2387916_676559_singleton_obj.png	0	0	[]	0
26456	2337870	2800336	boy	people	people	http://object-naming-amore.upf.edu//2337870_2800336_supercat_ambiguous.png	0	0	[]	0
26461	2377799	563712	boy	people	people	http://object-naming-amore.upf.edu//2377799_563712_singleton_obj.png	0	0	[]	0
26475	2376045	2595131	kid	people	people	http://object-naming-amore.upf.edu//2376045_2595131_supercat_unique.png	0	0	[]	0
26478	2347478	3611059	lady	people	people	http://object-naming-amore.upf.edu//2347478_3611059_supercat_unique.png	0	0	[]	0
26485	2377407	717834	boy	people	people	http://object-naming-amore.upf.edu//2377407_717834_singleton_obj.png	0	0	[]	0
26493	2351144	862810	woman	people	people	http://object-naming-amore.upf.edu//2351144_862810_singleton_obj.png	0	0	[]	0
26501	2354720	2701838	child	people	people	http://object-naming-amore.upf.edu//2354720_2701838_supercat_unique.png	0	0	[]	0
26505	2366175	3880563	woman	people	people	http://object-naming-amore.upf.edu//2366175_3880563_singleton_obj.png	0	0	[]	0
26510	2340511	947137	girl	people	people	http://object-naming-amore.upf.edu//2340511_947137_singleton_obj.png	0	0	[]	0
26512	2358652	2097463	man	people	people	http://object-naming-amore.upf.edu//2358652_2097463_singleton_obj.png	0	0	[]	0
26527	2317114	1023487	skier	people	people	http://object-naming-amore.upf.edu//2317114_1023487_singleton_obj.png	0	0	[]	0
26530	2400747	1155433	skateboarder	people	people	http://object-naming-amore.upf.edu//2400747_1155433_singleton_obj.png	0	0	[]	0
26538	2349425	874948	boy	people	people	http://object-naming-amore.upf.edu//2349425_874948_singleton_obj.png	0	0	[]	0
26542	2323876	3055837	boy	people	people	http://object-naming-amore.upf.edu//2323876_3055837_singleton_obj.png	0	0	[]	0
26552	2356592	1698582	man	people	people	http://object-naming-amore.upf.edu//2356592_1698582_seed_ambiguous.png	0	0	[]	0
26553	2316626	2720735	lady	people	people	http://object-naming-amore.upf.edu//2316626_2720735_seed_ambiguous.png	0	0	[]	0
26558	2377720	1735197	man	people	people	http://object-naming-amore.upf.edu//2377720_1735197_singleton_obj.png	0	0	[]	0
26564	2354307	2327387	lady	people	people	http://object-naming-amore.upf.edu//2354307_2327387_singleton_obj.png	0	0	[]	0
26565	2392778	1226051	girl	people	people	http://object-naming-amore.upf.edu//2392778_1226051_seed_ambiguous.png	0	0	[]	0
26566	2373275	1919275	woman	people	people	http://object-naming-amore.upf.edu//2373275_1919275_singleton_obj.png	0	0	[]	0
26577	2417084	3172443	boy	people	people	http://object-naming-amore.upf.edu//2417084_3172443_singleton_obj.png	0	0	[]	0
26581	2352948	2540094	boy	people	people	http://object-naming-amore.upf.edu//2352948_2540094_singleton_obj.png	0	0	[]	0
26588	2315678	3206500	girl	people	people	http://object-naming-amore.upf.edu//2315678_3206500_singleton_obj.png	0	0	[]	0
26592	2397611	1188329	girl	people	people	http://object-naming-amore.upf.edu//2397611_1188329_singleton_obj.png	0	0	[]	0
26595	2414862	150455	boy	people	people	http://object-naming-amore.upf.edu//2414862_150455_singleton_obj.png	0	0	[]	0
26596	2404970	1111532	man	people	people	http://object-naming-amore.upf.edu//2404970_1111532_supercat_unique.png	0	0	[]	0
26603	2398268	3820316	girl	people	people	http://object-naming-amore.upf.edu//2398268_3820316_singleton_obj.png	0	0	[]	0
26610	2337645	2168593	woman	people	people	http://object-naming-amore.upf.edu//2337645_2168593_singleton_obj.png	0	0	[]	0
26612	2368402	3869302	boy	people	people	http://object-naming-amore.upf.edu//2368402_3869302_singleton_obj.png	0	0	[]	0
26622	2339585	3536129	man	people	people	http://object-naming-amore.upf.edu//2339585_3536129_seed_ambiguous.png	0	0	[]	0
26627	2379558	1356592	boy	people	people	http://object-naming-amore.upf.edu//2379558_1356592_singleton_obj.png	0	0	[]	0
26631	2327978	2784926	woman	people	people	http://object-naming-amore.upf.edu//2327978_2784926_singleton_obj.png	0	0	[]	0
26641	2385906	1291576	man	people	people	http://object-naming-amore.upf.edu//2385906_1291576_singleton_obj.png	0	0	[]	0
26647	2409938	229910	woman	people	people	http://object-naming-amore.upf.edu//2409938_229910_supercat_unique.png	0	0	[]	0
26651	2413215	2932169	girl	people	people	http://object-naming-amore.upf.edu//2413215_2932169_singleton_obj.png	0	0	[]	0
26669	155	1062434	man	people	people	http://object-naming-amore.upf.edu//155_1062434_supercat_unique.png	0	0	[]	0
26672	2377133	1799707	girl	people	people	http://object-naming-amore.upf.edu//2377133_1799707_singleton_obj.png	0	0	[]	0
26676	2375782	3841447	girl	people	people	http://object-naming-amore.upf.edu//2375782_3841447_singleton_obj.png	0	0	[]	0
26682	2351571	859797	man	people	people	http://object-naming-amore.upf.edu//2351571_859797_singleton_obj.png	0	0	[]	0
