,index,image,object,name,correct1,correct2,correct3,image_url,control_type,rating,type,same_color,reliable1,reliable2,control_type_trimmed
317,317,2366259,2119597,jacket,,,,http://object-naming-amore.upf.edu//2366259_2119597_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['jacket', 'blazer', 'suit jacket'], ['jacket', 'suit jacket'], ['suit', 'jacket', 'tuxedo', 'tuxeod', 'blazer', 'suit jacket'], ['suit', 'jacket', 'tuxedo', 'tuxeod', 'blazer', 'suit jacket']]",False,False,
318,318,2366259,2119597,suit,,,,http://object-naming-amore.upf.edu//2366259_2119597_supercat_unique.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['suit', 'tuxedo', 'tuxeod'], ['suit'], ['suit', 'jacket', 'tuxedo', 'tuxeod', 'blazer', 'suit jacket'], ['suit', 'jacket', 'tuxedo', 'tuxeod', 'blazer', 'suit jacket']]",False,False,
319,319,2366259,2119597,suit jacket,,,,http://object-naming-amore.upf.edu//2366259_2119597_supercat_unique.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['jacket', 'blazer', 'suit jacket'], ['jacket', 'suit jacket'], ['suit', 'jacket', 'tuxedo', 'tuxeod', 'blazer', 'suit jacket'], ['suit', 'jacket', 'tuxedo', 'tuxeod', 'blazer', 'suit jacket']]",False,False,
320,320,2366259,2119597,tie,,,1.0,http://object-naming-amore.upf.edu//2366259_2119597_supercat_unique.png,,"[1, 1, 2, 2]","['bounding box', 'visual', 'bounding box', 'bounding box']","[['tie'], ['tie'], ['tie'], ['tie']]",False,False,
321,321,2366259,2119597,tuxedo,,,,http://object-naming-amore.upf.edu//2366259_2119597_supercat_unique.png,,"[0, 1, 0, 0]","[nan, 'visual', nan, nan]","[['suit', 'tuxedo', 'tuxeod'], ['tuxedo', 'tuxeod'], ['suit', 'jacket', 'tuxedo', 'tuxeod', 'blazer', 'suit jacket'], ['suit', 'jacket', 'tuxedo', 'tuxeod', 'blazer', 'suit jacket']]",False,False,
322,322,2366259,2119597,tuxeod,1.0,1.0,,http://object-naming-amore.upf.edu//2366259_2119597_supercat_unique.png,typo-tuxedo,"[1, 1, 1, 1]","['linguistic', 'linguistic', 'linguistic', 'linguistic']","[['suit', 'tuxedo', 'tuxeod'], ['tuxedo', 'tuxeod'], ['suit', 'jacket', 'tuxedo', 'tuxeod', 'blazer', 'suit jacket'], ['suit', 'jacket', 'tuxedo', 'tuxeod', 'blazer', 'suit jacket']]",True,True,typo
323,323,2366670,2170602,aircraft,,,,http://object-naming-amore.upf.edu//2366670_2170602_singleton_obj.png,,"[1, 1, 0, 0]","['visual', 'visual', nan, nan]","[['aircraft'], ['aircraft'], ['aircraft', 'paraglider', 'airplane', 'vehicle', 'glider', 'plane', 'hang glider'], ['aircraft', 'paraglider', 'airplane', 'vehicle', 'glider', 'plane', 'hang glider']]",False,False,
324,324,2366670,2170602,airplane,,,,http://object-naming-amore.upf.edu//2366670_2170602_singleton_obj.png,,"[1, 1, 1, 1]","['visual', 'visual', 'visual', 'visual']","[['airplane', 'plane'], ['paraglider', 'airplane', 'vehicle', 'glider', 'numbers', 'plane', 'hang glider'], ['aircraft', 'paraglider', 'airplane', 'vehicle', 'glider', 'plane', 'hang glider'], ['aircraft', 'paraglider', 'airplane', 'vehicle', 'glider', 'plane', 'hang glider']]",False,False,
325,325,2366670,2170602,glider,,,,http://object-naming-amore.upf.edu//2366670_2170602_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['paraglider', 'glider', 'hang glider'], ['paraglider', 'airplane', 'vehicle', 'glider', 'numbers', 'plane', 'hang glider'], ['aircraft', 'paraglider', 'airplane', 'vehicle', 'glider', 'plane', 'hang glider'], ['aircraft', 'paraglider', 'airplane', 'vehicle', 'glider', 'plane', 'hang glider']]",False,False,
326,326,2366670,2170602,hang glider,,,,http://object-naming-amore.upf.edu//2366670_2170602_singleton_obj.png,,"[0, 1, 0, 0]","[nan, 'visual', nan, nan]","[['paraglider', 'glider', 'hang glider'], ['paraglider', 'airplane', 'vehicle', 'glider', 'numbers', 'plane', 'hang glider'], ['aircraft', 'paraglider', 'airplane', 'vehicle', 'glider', 'plane', 'hang glider'], ['aircraft', 'paraglider', 'airplane', 'vehicle', 'glider', 'plane', 'hang glider']]",False,False,
327,327,2366670,2170602,numbers,1.0,,,http://object-naming-amore.upf.edu//2366670_2170602_singleton_obj.png,alternative,"[2, 1, 2, 1]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['numbers'], ['paraglider', 'airplane', 'vehicle', 'glider', 'numbers', 'plane', 'hang glider'], ['numbers'], ['numbers']]",True,False,alternative
328,328,2366670,2170602,paraglider,,,,http://object-naming-amore.upf.edu//2366670_2170602_singleton_obj.png,,"[0, 1, 0, 0]","[nan, 'visual', nan, nan]","[['paraglider', 'glider', 'hang glider'], ['paraglider', 'airplane', 'vehicle', 'glider', 'numbers', 'plane', 'hang glider'], ['aircraft', 'paraglider', 'airplane', 'vehicle', 'glider', 'plane', 'hang glider'], ['aircraft', 'paraglider', 'airplane', 'vehicle', 'glider', 'plane', 'hang glider']]",False,False,
329,329,2366670,2170602,plane,0.75,1.0,,http://object-naming-amore.upf.edu//2366670_2170602_singleton_obj.png,syn-airplane,"[1, 2, 1, 1]","['visual', 'visual', 'visual', 'visual']","[['airplane', 'plane'], ['paraglider', 'airplane', 'vehicle', 'glider', 'numbers', 'plane', 'hang glider'], ['aircraft', 'paraglider', 'airplane', 'vehicle', 'glider', 'plane', 'hang glider'], ['aircraft', 'paraglider', 'airplane', 'vehicle', 'glider', 'plane', 'hang glider']]",True,True,syn
330,330,2366670,2170602,sky,,,1.0,http://object-naming-amore.upf.edu//2366670_2170602_singleton_obj.png,,"[1, 2, 2, 1]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['sky'], ['sky'], ['sky'], ['sky']]",False,False,
331,331,2366670,2170602,vehicle,,,,http://object-naming-amore.upf.edu//2366670_2170602_singleton_obj.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['vehicle'], ['paraglider', 'airplane', 'vehicle', 'glider', 'numbers', 'plane', 'hang glider'], ['aircraft', 'paraglider', 'airplane', 'vehicle', 'glider', 'plane', 'hang glider'], ['aircraft', 'paraglider', 'airplane', 'vehicle', 'glider', 'plane', 'hang glider']]",False,False,
332,332,2366853,2318040,baby,,,,http://object-naming-amore.upf.edu//2366853_2318040_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['toddler', 'baby'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person']]",False,False,
333,333,2366853,2318040,boy,1.0,,,http://object-naming-amore.upf.edu//2366853_2318040_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['boy'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person']]",True,False,vg_majority
334,334,2366853,2318040,child,,,,http://object-naming-amore.upf.edu//2366853_2318040_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['child', 'kid'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person']]",False,False,
335,335,2366853,2318040,kid,1.0,1.0,,http://object-naming-amore.upf.edu//2366853_2318040_singleton_obj.png,syn-child,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['child', 'kid'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person']]",True,True,syn
336,336,2366853,2318040,mirror,0.75,1.0,,http://object-naming-amore.upf.edu//2366853_2318040_singleton_obj.png,alternative,"[2, 2, 2, 1]","['bounding box', 'visual', 'bounding box', 'bounding box']","[['mirror'], ['mirror'], ['mirror'], ['mirror']]",True,True,alternative
337,337,2366853,2318040,person,,,,http://object-naming-amore.upf.edu//2366853_2318040_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['person'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person']]",False,False,
338,338,2366853,2318040,shirt,,,1.0,http://object-naming-amore.upf.edu//2366853_2318040_singleton_obj.png,,"[1, 1, 2, 1]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['shirt', 't-shirt'], ['shirt', 't-shirt'], ['shirt', 't-shirt'], ['shirt', 't-shirt']]",False,False,
339,339,2366853,2318040,t-shirt,,,1.0,http://object-naming-amore.upf.edu//2366853_2318040_singleton_obj.png,,"[1, 1, 2, 1]","['visual', 'bounding box', 'bounding box', 'bounding box']","[['shirt', 't-shirt'], ['shirt', 't-shirt'], ['shirt', 't-shirt'], ['shirt', 't-shirt']]",False,False,
340,340,2366853,2318040,toddler,,,,http://object-naming-amore.upf.edu//2366853_2318040_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['toddler', 'baby'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person'], ['child', 'toddler', 'boy', 'kid', 'baby', 'person']]",False,False,
341,341,2368596,617107,cap,,,,http://object-naming-amore.upf.edu//2368596_617107_supercat_unique.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['cap', 'hat'], ['cap', 'hat'], ['cap', 'hat'], ['cap', 'hat']]",False,False,
342,342,2368596,617107,face,1.0,1.0,,http://object-naming-amore.upf.edu//2368596_617107_supercat_unique.png,alternative,"[1, 2, 2, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['face'], ['face'], ['face'], ['face']]",True,True,alternative
343,343,2368596,617107,hat,1.0,,,http://object-naming-amore.upf.edu//2368596_617107_supercat_unique.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['cap', 'hat'], ['cap', 'hat'], ['cap', 'hat'], ['cap', 'hat']]",True,False,vg_majority
344,344,2368930,615110,child,1.0,1.0,,http://object-naming-amore.upf.edu//2368930_615110_supercat_unique.png,syn-kid,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['girl', 'kid', 'child'], ['girl', 'kid', 'child'], ['girl', 'kid', 'child'], ['girl', 'kid', 'child']]",True,True,syn
345,345,2368930,615110,girl,1.0,,,http://object-naming-amore.upf.edu//2368930_615110_supercat_unique.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['girl', 'kid', 'child'], ['girl', 'kid', 'child'], ['girl', 'kid', 'child'], ['girl', 'kid', 'child']]",True,False,vg_majority
346,346,2368930,615110,kid,,,,http://object-naming-amore.upf.edu//2368930_615110_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['girl', 'kid', 'child'], ['girl', 'kid', 'child'], ['girl', 'kid', 'child'], ['girl', 'kid', 'child']]",False,False,
347,347,2368930,615110,plate,,,1.0,http://object-naming-amore.upf.edu//2368930_615110_supercat_unique.png,,"[1, 2, 2, 1]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['plate'], ['plate'], ['plate'], ['plate']]",False,False,
348,348,2368930,615110,tablecloth,1.0,1.0,,http://object-naming-amore.upf.edu//2368930_615110_supercat_unique.png,alternative,"[1, 2, 2, 1]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['tablecloth'], ['tablecloth'], ['tablecloth'], ['tablecloth']]",True,True,alternative
349,349,2369895,3861069,cargo,,,1.0,http://object-naming-amore.upf.edu//2369895_3861069_singleton_obj.png,,"[1, 1, 2, 1]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['cargo'], ['cargo'], ['cargo'], ['cargo']]",False,False,
350,350,2369895,3861069,cart,,,,http://object-naming-amore.upf.edu//2369895_3861069_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['trailer', 'vehicle', 'truck', 'cart', 'wagon'], ['trailer', 'vehicle', 'truck', 'cart', 'wagon'], ['trailer', 'vehicle', 'truck', 'cart', 'wagon'], ['trailer', 'vehicle', 'truck', 'cart', 'wagon']]",False,False,
351,351,2369895,3861069,ground,1.0,,,http://object-naming-amore.upf.edu//2369895_3861069_singleton_obj.png,alternative,"[1, 1, 2, 1]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['ground'], ['ground'], ['ground'], ['ground']]",True,False,alternative
352,352,2369895,3861069,trailer,,,,http://object-naming-amore.upf.edu//2369895_3861069_singleton_obj.png,,"[1, 1, 0, 0]","['visual', 'visual', nan, nan]","[['trailer', 'vehicle', 'truck', 'cart', 'wagon'], ['trailer', 'vehicle', 'truck', 'cart', 'wagon'], ['trailer', 'vehicle', 'truck', 'cart', 'wagon'], ['trailer', 'vehicle', 'truck', 'cart', 'wagon']]",False,False,
353,353,2369895,3861069,truck,,,,http://object-naming-amore.upf.edu//2369895_3861069_singleton_obj.png,,"[1, 1, 2, 0]","['visual', 'visual', 'visual', nan]","[['trailer', 'vehicle', 'truck', 'cart', 'wagon'], ['trailer', 'vehicle', 'truck', 'cart', 'wagon'], ['trailer', 'vehicle', 'truck', 'cart', 'wagon'], ['trailer', 'vehicle', 'truck', 'cart', 'wagon']]",False,False,
354,354,2369895,3861069,vehicle,,,,http://object-naming-amore.upf.edu//2369895_3861069_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['trailer', 'vehicle', 'truck', 'cart', 'wagon'], ['trailer', 'vehicle', 'truck', 'cart', 'wagon'], ['trailer', 'vehicle', 'truck', 'cart', 'wagon'], ['trailer', 'vehicle', 'truck', 'cart', 'wagon']]",False,False,
355,355,2369895,3861069,wagon,,,,http://object-naming-amore.upf.edu//2369895_3861069_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['trailer', 'vehicle', 'truck', 'cart', 'wagon'], ['trailer', 'vehicle', 'truck', 'cart', 'wagon'], ['trailer', 'vehicle', 'truck', 'cart', 'wagon'], ['trailer', 'vehicle', 'truck', 'cart', 'wagon']]",False,False,
356,356,2369895,3861069,wheel,,,1.0,http://object-naming-amore.upf.edu//2369895_3861069_singleton_obj.png,,"[1, 1, 2, 1]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['wheel'], ['wheel'], ['wheel'], ['wheel']]",False,False,
357,357,2373164,734050,bear,,,,http://object-naming-amore.upf.edu//2373164_734050_supercat_unique.png,,"[1, 1, 2, 2]","['visual', 'visual', 'visual', 'visual']","[['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear'], ['teddy bear', 'bear'], ['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear'], ['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear']]",False,False,
358,358,2373164,734050,doll,,,,http://object-naming-amore.upf.edu//2373164_734050_supercat_unique.png,,"[1, 1, 0, 0]","['visual', 'visual', nan, nan]","[['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear'], ['doll'], ['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear'], ['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear']]",False,False,
359,359,2373164,734050,lamb,,,,http://object-naming-amore.upf.edu//2373164_734050_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear'], ['lamb', 'sheep'], ['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear'], ['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear']]",False,False,
360,360,2373164,734050,sheep,,,,http://object-naming-amore.upf.edu//2373164_734050_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear'], ['lamb', 'sheep'], ['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear'], ['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear']]",False,False,
361,361,2373164,734050,stuffed animal,,,,http://object-naming-amore.upf.edu//2373164_734050_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear'], ['stuffed animal'], ['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear'], ['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear']]",False,False,
362,362,2373164,734050,teddy bear,,,,http://object-naming-amore.upf.edu//2373164_734050_supercat_unique.png,,"[1, 1, 2, 2]","['visual', 'visual', 'visual', 'visual']","[['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear'], ['teddy bear', 'bear'], ['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear'], ['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear']]",False,False,
363,363,2373164,734050,toy,,,,http://object-naming-amore.upf.edu//2373164_734050_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear'], ['toy'], ['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear'], ['lamb', 'teddy bear', 'toy', 'sheep', 'stuffed animal', 'doll', 'bear']]",False,False,
364,364,2373164,734050,wall,0.75,,,http://object-naming-amore.upf.edu//2373164_734050_supercat_unique.png,alternative,"[1, 1, 2, 2]","['bounding box', 'visual', 'bounding box', 'bounding box']","[['wall'], ['wall'], ['wall'], ['wall']]",True,False,alternative
365,365,2373343,3727759,blindfold,,,,http://object-naming-amore.upf.edu//2373343_3727759_supercat_unique.png,,"[1, 1, 1, 0]","['visual', 'linguistic', 'visual', nan]","[['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask']]",False,False,
366,366,2373343,3727759,dot,1.0,,,http://object-naming-amore.upf.edu//2373343_3727759_supercat_unique.png,alternative,"[1, 2, 2, 2]","['bounding box', 'other', 'other', 'bounding box']","[['dot'], ['dot'], ['dot'], ['dot']]",True,False,alternative
367,367,2373343,3727759,eye mask,,,,http://object-naming-amore.upf.edu//2373343_3727759_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask']]",False,False,
368,368,2373343,3727759,eye wear,,,,http://object-naming-amore.upf.edu//2373343_3727759_supercat_unique.png,,"[1, 1, 0, 0]","['visual', 'visual', nan, nan]","[['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask']]",False,False,
369,369,2373343,3727759,hat,,,,http://object-naming-amore.upf.edu//2373343_3727759_supercat_unique.png,,"[1, 1, 2, 1]","['visual', 'visual', 'visual', 'visual']","[['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask']]",False,False,
370,370,2373343,3727759,headband,,,,http://object-naming-amore.upf.edu//2373343_3727759_supercat_unique.png,,"[1, 1, 2, 1]","['visual', 'visual', 'visual', 'visual']","[['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask']]",False,False,
371,371,2373343,3727759,mask,,,,http://object-naming-amore.upf.edu//2373343_3727759_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask']]",False,False,
372,372,2373343,3727759,sleep mask,,,,http://object-naming-amore.upf.edu//2373343_3727759_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask']]",False,False,
373,373,2373343,3727759,sleeping mask,,,,http://object-naming-amore.upf.edu//2373343_3727759_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask'], ['headband', 'eye wear', 'sleeping mask', 'hat', 'blindfold', 'eye mask', 'mask', 'sleep mask']]",False,False,
374,374,2373343,3727759,toy,,,1.0,http://object-naming-amore.upf.edu//2373343_3727759_supercat_unique.png,,"[1, 1, 2, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['toy'], ['toy'], ['toy'], ['toy']]",False,False,
375,375,2373607,2036892,adapter,,,,http://object-naming-amore.upf.edu//2373607_2036892_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['adapter']]",False,False,
376,376,2373607,2036892,card reader,,,,http://object-naming-amore.upf.edu//2373607_2036892_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['card reader']]",False,False,
377,377,2373607,2036892,charger,,,,http://object-naming-amore.upf.edu//2373607_2036892_singleton_obj.png,,"[1, 1, 2, 0]","['visual', 'visual', 'visual', nan]","[['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['charger']]",False,False,
378,378,2373607,2036892,controller,,,,http://object-naming-amore.upf.edu//2373607_2036892_singleton_obj.png,,"[1, 1, 2, 2]","['visual', 'visual', 'visual', 'visual']","[['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['controller']]",False,False,
379,379,2373607,2036892,device,,,,http://object-naming-amore.upf.edu//2373607_2036892_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['device']]",False,False,
380,380,2373607,2036892,drive,,,,http://object-naming-amore.upf.edu//2373607_2036892_singleton_obj.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['drive']]",False,False,
381,381,2373607,2036892,hardcover,,,,http://object-naming-amore.upf.edu//2373607_2036892_singleton_obj.png,,"[1, 2, 2, 1]","['visual', 'visual', 'visual', 'other']","[['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['hardcover']]",False,False,
382,382,2373607,2036892,hardcovr,1.0,0.75,,http://object-naming-amore.upf.edu//2373607_2036892_singleton_obj.png,typo-hardcover,"[1, 2, 2, 2]","['visual', 'visual', 'visual', 'linguistic']","[['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['adapter', 'charger', 'drive', 'card reader', 'mouse', 'device', 'hardcover', 'hardcovr', 'controller'], ['hardcovr']]",True,True,typo
