,index,image,object,name,correct1,correct2,correct3,image_url,control_type,rating,type,same_color,reliable1,reliable2,control_type_trimmed
167,167,2358962,797293,floor,,,1.0,http://object-naming-amore.upf.edu//2358962_797293_supercat_unique.png,,"[0, 1, 2, 0]","[nan, 'bounding box', 'bounding box', nan]","[['carpet', 'rug', 'floor'], ['floor'], ['floor'], ['carpet', 'rug', 'floor']]",False,False,
168,168,2358962,797293,rug,,,,http://object-naming-amore.upf.edu//2358962_797293_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['carpet', 'rug', 'floor'], ['carpet', 'rug'], ['carpet', 'rug'], ['carpet', 'rug', 'floor']]",False,False,
169,169,2358962,797293,ty,0.75,1.0,,http://object-naming-amore.upf.edu//2358962_797293_supercat_unique.png,random,"[2, 2, 2, 2]","['linguistic', 'other', 'other', 'other']","[['ty'], ['ty'], ['ty'], ['ty']]",True,True,random
170,170,2358962,797293,wheel,0.75,0.5,,http://object-naming-amore.upf.edu//2358962_797293_supercat_unique.png,syn-bike,"[1, 1, 0, 2]","['bounding box', 'bounding box', nan, 'bounding box']","[['wheel'], ['bike', 'wheel'], ['wheel'], ['bike', 'wheel']]",True,True,syn
171,171,2359286,2031767,ambulance,,,,http://object-naming-amore.upf.edu//2359286_2031767_singleton_obj.png,,"[0, 0, 1, 0]","[nan, nan, 'visual', nan]","[['ambullance', 'ambulance', 'van', 'truck', 'vehicle'], ['ambullance', 'ambulance', 'van', 'truck', 'vehicle'], ['ambullance', 'ambulance'], ['ambullance', 'ambulance', 'van', 'truck', 'vehicle']]",False,False,
172,172,2359286,2031767,ambullance,1.0,1.0,,http://object-naming-amore.upf.edu//2359286_2031767_singleton_obj.png,typo-ambulance,"[1, 1, 1, 1]","['linguistic', 'linguistic', 'linguistic', 'linguistic']","[['ambullance', 'ambulance', 'van', 'truck', 'vehicle'], ['ambullance', 'ambulance', 'van', 'truck', 'vehicle'], ['ambullance', 'ambulance'], ['ambullance', 'ambulance', 'van', 'truck', 'vehicle']]",True,True,typo
173,173,2359286,2031767,truck,,,,http://object-naming-amore.upf.edu//2359286_2031767_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['ambullance', 'ambulance', 'van', 'truck', 'vehicle'], ['ambullance', 'ambulance', 'van', 'truck', 'vehicle'], ['van', 'truck'], ['ambullance', 'ambulance', 'van', 'truck', 'vehicle']]",False,False,
174,174,2359286,2031767,van,,,,http://object-naming-amore.upf.edu//2359286_2031767_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['ambullance', 'ambulance', 'van', 'truck', 'vehicle'], ['ambullance', 'ambulance', 'van', 'truck', 'vehicle'], ['van', 'truck'], ['ambullance', 'ambulance', 'van', 'truck', 'vehicle']]",False,False,
175,175,2359286,2031767,vehicle,,,,http://object-naming-amore.upf.edu//2359286_2031767_singleton_obj.png,,"[0, 0, 1, 0]","[nan, nan, 'visual', nan]","[['ambullance', 'ambulance', 'van', 'truck', 'vehicle'], ['ambullance', 'ambulance', 'van', 'truck', 'vehicle'], ['vehicle'], ['ambullance', 'ambulance', 'van', 'truck', 'vehicle']]",False,False,
176,176,2360367,2857132,car,,,1.0,http://object-naming-amore.upf.edu//2360367_2857132_singleton_obj.png,,"[1, 2, 1, 1]","['visual', 'bounding box', 'bounding box', 'bounding box']","[['car'], ['car'], ['car'], ['car']]",False,False,
177,177,2360367,2857132,hood,,,1.0,http://object-naming-amore.upf.edu//2360367_2857132_singleton_obj.png,,"[2, 2, 2, 1]","['bounding box', 'visual', 'bounding box', 'bounding box']","[['hood'], ['hood'], ['hood'], ['hood']]",False,False,
178,178,2360367,2857132,meter,,,1.0,http://object-naming-amore.upf.edu//2360367_2857132_singleton_obj.png,,"[1, 2, 1, 0]","['visual', 'bounding box', 'bounding box', nan]","[['meter'], ['meter'], ['meter'], ['meter']]",False,False,
179,179,2360367,2857132,sticker,0.75,,,http://object-naming-amore.upf.edu//2360367_2857132_singleton_obj.png,alternative,"[2, 2, 1, 1]","['visual', 'bounding box', 'bounding box', 'bounding box']","[['sticker'], ['sticker'], ['sticker'], ['sticker']]",True,False,alternative
180,180,2360367,2857132,window,,,,http://object-naming-amore.upf.edu//2360367_2857132_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['window', 'windshield'], ['window', 'windshield'], ['window', 'windshield'], ['window', 'windshield']]",False,False,
181,181,2360367,2857132,windshield,,,,http://object-naming-amore.upf.edu//2360367_2857132_singleton_obj.png,,"[0, 0, 1, 0]","[nan, nan, 'bounding box', nan]","[['window', 'windshield'], ['window', 'windshield'], ['window', 'windshield'], ['window', 'windshield']]",False,False,
182,182,2360826,2041729,barn,,,,http://object-naming-amore.upf.edu//2360826_2041729_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['buildnig', 'barn', 'building', 'house'], ['buildnig', 'barn', 'building', 'house'], ['buildnig', 'barn', 'building', 'house'], ['buildnig', 'barn', 'building', 'house']]",False,False,
183,183,2360826,2041729,building,,,,http://object-naming-amore.upf.edu//2360826_2041729_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['buildnig', 'barn', 'building', 'house'], ['buildnig', 'barn', 'building', 'house'], ['buildnig', 'barn', 'building', 'house'], ['buildnig', 'barn', 'building', 'house']]",False,False,
184,184,2360826,2041729,buildnig,1.0,1.0,,http://object-naming-amore.upf.edu//2360826_2041729_singleton_obj.png,typo-building,"[1, 1, 2, 1]","['linguistic', 'linguistic', 'linguistic', 'linguistic']","[['buildnig', 'barn', 'building', 'house'], ['buildnig', 'barn', 'building', 'house'], ['buildnig', 'barn', 'building', 'house'], ['buildnig', 'barn', 'building', 'house']]",True,True,typo
185,185,2360826,2041729,house,0.75,,,http://object-naming-amore.upf.edu//2360826_2041729_singleton_obj.png,vg_majority,"[0, 0, 1, 0]","[nan, nan, 'visual', nan]","[['buildnig', 'barn', 'building', 'house'], ['buildnig', 'barn', 'building', 'house'], ['buildnig', 'barn', 'building', 'house'], ['buildnig', 'barn', 'building', 'house']]",True,False,vg_majority
186,186,2361183,783593,burger,,,,http://object-naming-amore.upf.edu//2361183_783593_supercat_unique.png,,"[2, 1, 1, 2]","['other', 'visual', 'visual', 'visual']","[['sandwich', 'burger', 'food'], ['burger'], ['sandwich', 'burger'], ['sandwich', 'tomato sauce', 'burger', 'cake', 'food', 'sauce', 'cheese']]",False,False,
187,187,2361183,783593,cake,,,1.0,http://object-naming-amore.upf.edu//2361183_783593_supercat_unique.png,,"[2, 2, 2, 2]","['other', 'bounding box', 'visual', 'visual']","[['fluff', 'cake'], ['sandwich', 'cake'], ['cake'], ['sandwich', 'tomato sauce', 'burger', 'cake', 'food', 'sauce', 'cheese']]",False,False,
188,188,2361183,783593,cheese,,,,http://object-naming-amore.upf.edu//2361183_783593_supercat_unique.png,,"[0, 2, 0, 2]","[nan, 'visual', nan, 'visual']","[['cheese'], ['cheese'], ['cheese'], ['sandwich', 'tomato sauce', 'burger', 'cake', 'food', 'sauce', 'cheese']]",False,False,
189,189,2361183,783593,fluff,1.0,0.75,,http://object-naming-amore.upf.edu//2361183_783593_supercat_unique.png,random,"[2, 2, 2, 2]","['other', 'other', 'other', 'other']","[['fluff', 'cake'], ['fluff'], ['fluff'], ['fluff']]",True,True,random
190,190,2361183,783593,food,,,,http://object-naming-amore.upf.edu//2361183_783593_supercat_unique.png,,"[1, 0, 0, 0]","['bounding box', nan, nan, nan]","[['sandwich', 'burger', 'food'], ['food'], ['tomato sauce', 'food', 'sauce'], ['sandwich', 'tomato sauce', 'burger', 'cake', 'food', 'sauce', 'cheese']]",False,False,
191,191,2361183,783593,sandwich,,,0.6666666666666666,http://object-naming-amore.upf.edu//2361183_783593_supercat_unique.png,,"[2, 2, 2, 2]","['visual', 'bounding box', 'bounding box', 'bounding box']","[['sandwich', 'burger', 'food'], ['sandwich', 'cake'], ['sandwich', 'burger'], ['sandwich', 'tomato sauce', 'burger', 'cake', 'food', 'sauce', 'cheese']]",False,False,
192,192,2361183,783593,sauce,,,,http://object-naming-amore.upf.edu//2361183_783593_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['tomato sauce', 'sauce'], ['tomato sauce', 'sauce'], ['tomato sauce', 'food', 'sauce'], ['sandwich', 'tomato sauce', 'burger', 'cake', 'food', 'sauce', 'cheese']]",False,False,
193,193,2361183,783593,tomato sauce,,,,http://object-naming-amore.upf.edu//2361183_783593_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['tomato sauce', 'sauce'], ['tomato sauce', 'sauce'], ['tomato sauce', 'food', 'sauce'], ['sandwich', 'tomato sauce', 'burger', 'cake', 'food', 'sauce', 'cheese']]",False,False,
194,194,2361249,2215755,hoodie,,,,http://object-naming-amore.upf.edu//2361249_2215755_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['jacket', 'sweatshirt', 'hoodie', 'jakcet', 'sweater'], ['jacket', 'sweatshirt', 'hoodie', 'jakcet'], ['jacket', 'sweatshirt', 'hoodie', 'jakcet'], ['jacket', 'sweatshirt', 'hoodie', 'jakcet', 'sweater']]",False,False,
195,195,2361249,2215755,jacket,1.0,,,http://object-naming-amore.upf.edu//2361249_2215755_seed_ambiguous.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['jacket', 'sweatshirt', 'hoodie', 'jakcet', 'sweater'], ['jacket', 'sweatshirt', 'hoodie', 'jakcet'], ['jacket', 'sweatshirt', 'hoodie', 'jakcet'], ['jacket', 'sweatshirt', 'hoodie', 'jakcet', 'sweater']]",True,False,vg_majority
196,196,2361249,2215755,jakcet,0.75,1.0,,http://object-naming-amore.upf.edu//2361249_2215755_seed_ambiguous.png,typo-jacket,"[1, 0, 1, 1]","['linguistic', nan, 'linguistic', 'linguistic']","[['jacket', 'sweatshirt', 'hoodie', 'jakcet', 'sweater'], ['jacket', 'sweatshirt', 'hoodie', 'jakcet'], ['jacket', 'sweatshirt', 'hoodie', 'jakcet'], ['jacket', 'sweatshirt', 'hoodie', 'jakcet', 'sweater']]",True,True,typo
197,197,2361249,2215755,shirt,,,,http://object-naming-amore.upf.edu//2361249_2215755_seed_ambiguous.png,,"[0, 0, 0, 2]","[nan, nan, nan, 'visual']","[['shirt', 't-shirt'], ['shirt', 'sweater', 't-shirt'], ['shirt', 'sweater', 't-shirt'], ['shirt', 't-shirt']]",False,False,
198,198,2361249,2215755,sweater,,,,http://object-naming-amore.upf.edu//2361249_2215755_seed_ambiguous.png,,"[0, 0, 0, 1]","[nan, nan, nan, 'visual']","[['jacket', 'sweatshirt', 'hoodie', 'jakcet', 'sweater'], ['shirt', 'sweater', 't-shirt'], ['shirt', 'sweater', 't-shirt'], ['jacket', 'sweatshirt', 'hoodie', 'jakcet', 'sweater']]",False,False,
199,199,2361249,2215755,sweatshirt,,,,http://object-naming-amore.upf.edu//2361249_2215755_seed_ambiguous.png,,"[0, 1, 0, 1]","[nan, 'visual', nan, 'linguistic']","[['jacket', 'sweatshirt', 'hoodie', 'jakcet', 'sweater'], ['jacket', 'sweatshirt', 'hoodie', 'jakcet'], ['jacket', 'sweatshirt', 'hoodie', 'jakcet'], ['jacket', 'sweatshirt', 'hoodie', 'jakcet', 'sweater']]",False,False,
200,200,2361249,2215755,t-shirt,,,,http://object-naming-amore.upf.edu//2361249_2215755_seed_ambiguous.png,,"[0, 0, 0, 2]","[nan, nan, nan, 'visual']","[['shirt', 't-shirt'], ['shirt', 'sweater', 't-shirt'], ['shirt', 'sweater', 't-shirt'], ['shirt', 't-shirt']]",False,False,
201,201,2363728,2149199,bread,,,,http://object-naming-amore.upf.edu//2363728_2149199_supercat_unique.png,,"[0, 2, 0, 0]","[nan, 'visual', nan, nan]","[['croissant', 'bread'], ['croissant', 'bread', 'food'], ['croissant', 'bread', 'food'], ['croissant', 'bread', 'food']]",False,False,
202,202,2363728,2149199,croissant,1.0,,,http://object-naming-amore.upf.edu//2363728_2149199_supercat_unique.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['croissant', 'bread'], ['croissant', 'bread', 'food'], ['croissant', 'bread', 'food'], ['croissant', 'bread', 'food']]",True,False,vg_majority
203,203,2363728,2149199,food,,,,http://object-naming-amore.upf.edu//2363728_2149199_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['food'], ['croissant', 'bread', 'food'], ['croissant', 'bread', 'food'], ['croissant', 'bread', 'food']]",False,False,
204,204,2363728,2149199,troops,0.75,1.0,,http://object-naming-amore.upf.edu//2363728_2149199_supercat_unique.png,random,"[2, 2, 2, 2]","['other', 'visual', 'other', 'other']","[['troops'], ['troops'], ['troops'], ['troops']]",True,True,random
205,205,2363753,2630772,bike,,,1.0,http://object-naming-amore.upf.edu//2363753_2630772_singleton_obj.png,,"[0, 2, 1, 2]","[nan, 'bounding box', 'bounding box', 'bounding box']","[['bike'], ['bike'], ['bike'], ['bike']]",False,False,
206,206,2363753,2630772,car,,,,http://object-naming-amore.upf.edu//2363753_2630772_singleton_obj.png,,"[2, 0, 1, 0]","['other', nan, 'linguistic', nan]","[['car', 'vehicle', 'truck'], ['car', 'vehicle', 'truck'], ['car', 'vehicle', 'truck'], ['car', 'vehicle', 'truck']]",False,False,
207,207,2363753,2630772,crouton,0.25,1.0,,http://object-naming-amore.upf.edu//2363753_2630772_singleton_obj.png,random,"[2, 2, 2, 2]","['visual', 'visual', 'linguistic', 'other']","[['crouton'], ['crouton'], ['crouton'], ['crouton']]",False,True,random
208,208,2363753,2630772,truck,0.5,,,http://object-naming-amore.upf.edu//2363753_2630772_singleton_obj.png,vg_majority,"[1, 0, 0, 1]","['other', nan, nan, 'visual']","[['car', 'vehicle', 'truck'], ['car', 'vehicle', 'truck'], ['car', 'vehicle', 'truck'], ['car', 'vehicle', 'truck']]",True,False,vg_majority
209,209,2363753,2630772,vehicle,,,,http://object-naming-amore.upf.edu//2363753_2630772_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['car', 'vehicle', 'truck'], ['car', 'vehicle', 'truck'], ['car', 'vehicle', 'truck'], ['car', 'vehicle', 'truck']]",False,False,
210,210,2363753,2630772,wheel,0.5,0.0,,http://object-naming-amore.upf.edu//2363753_2630772_singleton_obj.png,syn-bike,"[2, 0, 1, 2]","['visual', nan, 'bounding box', 'bounding box']","[['wheel'], ['wheel'], ['wheel'], ['wheel']]",True,False,syn
211,211,2364594,2581620,cheese,,,,http://object-naming-amore.upf.edu//2364594_2581620_singleton_obj.png,,"[0, 1, 0, 2]","[nan, 'visual', nan, 'visual']","[['mustard', 'food', 'hotdog', 'cheese'], ['mustard', 'cheese'], ['cheese'], ['mustard', 'food', 'cheese']]",False,False,
212,212,2364594,2581620,food,,,,http://object-naming-amore.upf.edu//2364594_2581620_singleton_obj.png,,"[1, 1, 0, 0]","['bounding box', 'visual', nan, nan]","[['mustard', 'food', 'hotdog', 'cheese'], ['food'], ['food', 'hotdog'], ['mustard', 'food', 'cheese']]",False,False,
213,213,2364594,2581620,hotdog,,,0.5,http://object-naming-amore.upf.edu//2364594_2581620_singleton_obj.png,,"[1, 1, 2, 2]","['bounding box', 'visual', 'bounding box', 'bounding box']","[['mustard', 'food', 'hotdog', 'cheese'], ['hotdog'], ['food', 'hotdog'], ['hotdog']]",False,False,
214,214,2364594,2581620,mustard,,,,http://object-naming-amore.upf.edu//2364594_2581620_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['mustard', 'food', 'hotdog', 'cheese'], ['mustard', 'cheese'], ['mustard'], ['mustard', 'food', 'cheese']]",False,False,
215,215,2364594,2581620,napkin,1.0,,,http://object-naming-amore.upf.edu//2364594_2581620_singleton_obj.png,alternative,"[2, 2, 2, 2]","['other', 'bounding box', 'bounding box', 'bounding box']","[['napkin'], ['napkin'], ['napkin'], ['napkin']]",True,False,alternative
216,216,2364992,758248,car,1.0,,,http://object-naming-amore.upf.edu//2364992_758248_supercat_ambiguous.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['car', 'vehicle'], ['car', 'vehicle'], ['car', 'vehicle'], ['car', 'vehicle']]",True,False,vg_majority
217,217,2364992,758248,parnips,1.0,1.0,,http://object-naming-amore.upf.edu//2364992_758248_supercat_ambiguous.png,random,"[2, 2, 2, 2]","['other', 'other', 'other', 'other']","[['parnips'], ['parnips'], ['parnips'], ['parnips']]",True,True,random
218,218,2364992,758248,vehicle,,,,http://object-naming-amore.upf.edu//2364992_758248_supercat_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['car', 'vehicle'], ['car', 'vehicle'], ['car', 'vehicle'], ['car', 'vehicle']]",False,False,
219,219,2364992,758248,wheel,,,1.0,http://object-naming-amore.upf.edu//2364992_758248_supercat_ambiguous.png,,"[2, 2, 2, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['wheel'], ['wheel'], ['wheel'], ['wheel']]",False,False,
220,220,2366484,1907330,animal,,,,http://object-naming-amore.upf.edu//2366484_1907330_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['goat', 'lamb', 'animal', 'sheep'], ['goat', 'lamb', 'animal', 'sheep'], ['goat', 'lamb', 'animal', 'sheep'], ['goat', 'lamb', 'animal', 'sheep']]",False,False,
221,221,2366484,1907330,goat,,,,http://object-naming-amore.upf.edu//2366484_1907330_singleton_obj.png,,"[1, 2, 0, 0]","['visual', 'visual', nan, nan]","[['goat', 'lamb', 'animal', 'sheep'], ['goat', 'lamb', 'animal', 'sheep'], ['goat', 'lamb', 'animal', 'sheep'], ['goat', 'lamb', 'animal', 'sheep']]",False,False,
222,222,2366484,1907330,jsd,0.5,1.0,,http://object-naming-amore.upf.edu//2366484_1907330_singleton_obj.png,random,"[2, 2, 2, 2]","['other', 'other', 'linguistic', 'visual']","[['jsd'], ['jsd'], ['jsd'], ['jsd']]",True,True,random
223,223,2366484,1907330,lamb,,,,http://object-naming-amore.upf.edu//2366484_1907330_singleton_obj.png,,"[0, 1, 0, 0]","[nan, 'visual', nan, nan]","[['goat', 'lamb', 'animal', 'sheep'], ['goat', 'lamb', 'animal', 'sheep'], ['goat', 'lamb', 'animal', 'sheep'], ['goat', 'lamb', 'animal', 'sheep']]",False,False,
224,224,2366484,1907330,sheep,1.0,,,http://object-naming-amore.upf.edu//2366484_1907330_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['goat', 'lamb', 'animal', 'sheep'], ['goat', 'lamb', 'animal', 'sheep'], ['goat', 'lamb', 'animal', 'sheep'], ['goat', 'lamb', 'animal', 'sheep']]",True,False,vg_majority
225,225,2366736,3877450,athlete,,,,http://object-naming-amore.upf.edu//2366736_3877450_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['athlete'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete']]",False,False,
226,226,2366736,3877450,girl,,,,http://object-naming-amore.upf.edu//2366736_3877450_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['girl', 'person', 'lady', 'woman'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete']]",False,False,
227,227,2366736,3877450,lady,,,,http://object-naming-amore.upf.edu//2366736_3877450_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['girl', 'person', 'lady', 'woman'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete']]",False,False,
228,228,2366736,3877450,person,,,,http://object-naming-amore.upf.edu//2366736_3877450_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['girl', 'person', 'lady', 'woman'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete']]",False,False,
229,229,2366736,3877450,player,,,,http://object-naming-amore.upf.edu//2366736_3877450_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['player', 'tennis player'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete']]",False,False,
230,230,2366736,3877450,racket,0.75,,,http://object-naming-amore.upf.edu//2366736_3877450_seed_ambiguous.png,alternative,"[2, 2, 0, 2]","['bounding box', 'bounding box', nan, 'bounding box']","[['racket'], ['racket'], ['racket'], ['racket']]",True,False,alternative
231,231,2366736,3877450,tennis player,,,,http://object-naming-amore.upf.edu//2366736_3877450_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['player', 'tennis player'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete']]",False,False,
232,232,2366736,3877450,woman,,,,http://object-naming-amore.upf.edu//2366736_3877450_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['girl', 'person', 'lady', 'woman'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete'], ['girl', 'person', 'lady', 'woman', 'player', 'tennis player', 'athlete']]",False,False,
233,233,2367473,1781262,bench,,,,http://object-naming-amore.upf.edu//2367473_1781262_singleton_obj.png,,"[1, 0, 0, 1]","['visual', nan, nan, 'bounding box']","[['bench'], ['dugout', 'duout', 'bench'], ['dugout', 'duout', 'bench'], ['dugout', 'spectators', 'duout', 'bench']]",False,False,
234,234,2367473,1781262,dugout,1.0,,,http://object-naming-amore.upf.edu//2367473_1781262_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['dugout', 'duout'], ['dugout', 'duout', 'bench'], ['dugout', 'duout', 'bench'], ['dugout', 'spectators', 'duout', 'bench']]",True,False,vg_majority
235,235,2367473,1781262,duout,0.75,1.0,,http://object-naming-amore.upf.edu//2367473_1781262_singleton_obj.png,typo-dugout,"[2, 2, 1, 2]","['linguistic', 'linguistic', 'visual', 'linguistic']","[['dugout', 'duout'], ['dugout', 'duout', 'bench'], ['dugout', 'duout', 'bench'], ['dugout', 'spectators', 'duout', 'bench']]",True,True,typo
236,236,2367473,1781262,fence,,,1.0,http://object-naming-amore.upf.edu//2367473_1781262_singleton_obj.png,,"[0, 2, 0, 0]","[nan, 'bounding box', nan, nan]","[['fence'], ['fence'], ['fence'], ['fence']]",False,False,
237,237,2367473,1781262,man,,,,http://object-naming-amore.upf.edu//2367473_1781262_singleton_obj.png,,"[1, 0, 0, 1]","['visual', nan, nan, 'bounding box']","[['man'], ['man'], ['man', 'spectators'], ['man']]",False,False,
238,238,2367473,1781262,spectators,,,,http://object-naming-amore.upf.edu//2367473_1781262_singleton_obj.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['spectators'], ['spectators'], ['man', 'spectators'], ['dugout', 'spectators', 'duout', 'bench']]",False,False,
239,239,2368266,747153,chase,0.5,1.0,,http://object-naming-amore.upf.edu//2368266_747153_supercat_unique.png,random,"[2, 2, 2, 2]","['other', 'linguistic', 'other', 'visual']","[['chase'], ['chase'], ['chase'], ['chase']]",True,True,random
240,240,2368266,747153,elizabethville,,,1.0,http://object-naming-amore.upf.edu//2368266_747153_supercat_unique.png,,"[2, 1, 1, 2]","['bounding box', 'other', 'linguistic', 'visual']","[['elizabethville'], ['queen', 'elizabethville'], ['elizabethville'], ['elizabethville']]",False,False,
241,241,2368266,747153,person,,,,http://object-naming-amore.upf.edu//2368266_747153_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['person'], ['portrait', 'woman', 'person'], ['queen', 'portrait', 'woman', 'person'], ['queen', 'portrait', 'woman', 'person']]",False,False,
242,242,2368266,747153,portrait,,,,http://object-naming-amore.upf.edu//2368266_747153_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['portrait'], ['portrait', 'woman', 'person'], ['queen', 'portrait', 'woman', 'person'], ['queen', 'portrait', 'woman', 'person']]",False,False,
243,243,2368266,747153,queen,0.75,,,http://object-naming-amore.upf.edu//2368266_747153_supercat_unique.png,vg_majority,"[0, 1, 0, 0]","[nan, 'other', nan, nan]","[['queen', 'woman'], ['queen', 'elizabethville'], ['queen', 'portrait', 'woman', 'person'], ['queen', 'portrait', 'woman', 'person']]",True,False,vg_majority
244,244,2368266,747153,woman,,,,http://object-naming-amore.upf.edu//2368266_747153_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['queen', 'woman'], ['portrait', 'woman', 'person'], ['queen', 'portrait', 'woman', 'person'], ['queen', 'portrait', 'woman', 'person']]",False,False,
245,245,2370015,607119,airplane,,,,http://object-naming-amore.upf.edu//2370015_607119_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['airplane', 'plane'], ['airplane', 'plane'], ['airplane', 'plane'], ['airplane', 'plane']]",False,False,
246,246,2370015,607119,jockeys,0.75,1.0,,http://object-naming-amore.upf.edu//2370015_607119_singleton_obj.png,random,"[2, 2, 2, 2]","['other', 'visual', 'other', 'other']","[['jockeys'], ['jockeys'], ['jockeys'], ['jockeys']]",True,True,random
247,247,2370015,607119,plane,1.0,1.0,,http://object-naming-amore.upf.edu//2370015_607119_singleton_obj.png,syn-airplane,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['airplane', 'plane'], ['airplane', 'plane'], ['airplane', 'plane'], ['airplane', 'plane']]",True,True,syn
248,248,2371413,3854740,food,,,,http://object-naming-amore.upf.edu//2371413_3854740_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['food'], ['food', 'hamburger', 'hotdog'], ['food', 'hotdog', 'hottdog'], ['food', 'hotdog', 'hottdog']]",False,False,
249,249,2371413,3854740,hamburger,,,1.0,http://object-naming-amore.upf.edu//2371413_3854740_supercat_unique.png,,"[2, 1, 2, 2]","['bounding box', 'other', 'linguistic', 'visual']","[['hamburger'], ['food', 'hamburger', 'hotdog'], ['hamburger'], ['hamburger']]",False,False,
250,250,2371413,3854740,hotdog,,,,http://object-naming-amore.upf.edu//2371413_3854740_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['hotdog', 'hottdog'], ['food', 'hamburger', 'hotdog'], ['food', 'hotdog', 'hottdog'], ['food', 'hotdog', 'hottdog']]",False,False,
251,251,2371413,3854740,hottdog,1.0,0.75,,http://object-naming-amore.upf.edu//2371413_3854740_supercat_unique.png,typo-hotdog,"[1, 2, 1, 1]","['linguistic', 'linguistic', 'linguistic', 'linguistic']","[['hotdog', 'hottdog'], ['hottdog'], ['food', 'hotdog', 'hottdog'], ['food', 'hotdog', 'hottdog']]",True,True,typo
252,252,2374644,586413,building,,,,http://object-naming-amore.upf.edu//2374644_586413_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['house', 'building'], ['house', 'building'], ['house', 'building'], ['house', 'building']]",False,False,
