	HITId	AssignmentId	WorkerId	WorkTimeInSeconds	url	vg_obj_name	mn_obj_name	comments	same_object	correct_name	ambiguous_bbox
225	3S8APUMBJXJTFHS12FON38AYXPIBFZ	3R3YRB5GRF3F29ITHSOSIGMBVFHUA0	A224CWDR7XXF53	13	http://object-naming-amore.upf.edu//2353515_1824828_singleton_obj.png	resort	village		Yes	1	
226	3DW3BNF1GHIZ9GGKZI9HUSNJDDL8VL	3HFNH7HEMHEOK7OFMJWX410PQP8GQD	A91P6MTYV299S	7	http://object-naming-amore.upf.edu//2410677_211980_singleton_obj.png	curtain	shower curtain		Yes	2	
227	3DW3BNF1GHIZ9GGKZI9HUSNJDDL8VL	3WMOAN2SRBXMZ71IVM32088U8TKNVX	A224CWDR7XXF53	23	http://object-naming-amore.upf.edu//2410677_211980_singleton_obj.png	curtain	shower curtain	Don't know what this is	Yes	0	Not_sure
228	3WKGUBL7SZMVUAHO9BHYQ79CKTNL48	3H8DHMCCW9BZXKGT7OBS2ULJER4DKC	A224CWDR7XXF53	54	http://object-naming-amore.upf.edu//2388567_672530_singleton_obj.png	pavilion	awning		Yes	2	
229	3NZ1E5QA6Z11DKZCW3BEHWJL8V4B5G	33LKR6A5KEK488Q4L45P2J7687ZT1F	A224CWDR7XXF53	10	http://object-naming-amore.upf.edu//2392444_668056_singleton_obj.png	lamp	light		Yes	2	
230	3AXFSPQOYQYZX0QDQ7141WTB5URFJO	3WJ1OXY92AGH4CBGEPNNMO4MYORA82	A224CWDR7XXF53	30	http://object-naming-amore.upf.edu//2388567_672530_singleton_obj.png	pavilion	light		No	-3	no
231	3KL228NDMVM0MKSQJC7YKWT0LYRKGR	3ERET4BTVM9NUU3CV86QGY2TN6P9KR	A224CWDR7XXF53	17	http://object-naming-amore.upf.edu//2392444_668056_singleton_obj.png	lamp	street light		Yes	2	
232	388CL5C1RJNP6M5JOI1HKWIGPY9HLQ	3P1L2B7AD1P1LNP0IX19SOAX75ILOM	A224CWDR7XXF53	10	http://object-naming-amore.upf.edu//2388567_672530_singleton_obj.png	pavilion	overhang		Yes	2	
233	3RWB1RTQDJNM4WJOD60IO0Y1RPK8P0	36TFCYNS44AMT0K2S397J98J2SOXH6	A224CWDR7XXF53	30	http://object-naming-amore.upf.edu//2388567_672530_singleton_obj.png	pavilion	canopy		Yes	2	
234	3Z3R5YC0P3NTB3MI21F832GK3WIFTT	3PWWM24LHSYSZ9GC1AU8G6LOM0T28H	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2392444_668056_singleton_obj.png	lamp	lamp post		Yes	2	
235	3Q9SPIIRWJMQ7T94MQYRCLCSAANAW1	33OOO72IVHLOVB0211U9JFQXC4QTC5	A224CWDR7XXF53	11	http://object-naming-amore.upf.edu//2388567_672530_singleton_obj.png	pavilion	station		No	-3	no
236	3J94SKDEKIPUSHXWAZ2KCM7LBGGD5P	337RC3OW052WB7YXJ9NNNG453YFLVO	A224CWDR7XXF53	14	http://object-naming-amore.upf.edu//1591786_1603721_seed_ambiguous.png	counter	table		Yes	1	
237	30EMX9PEVKJ3CP1HEC1F9AC399LKSB	3M68NM076H7MZFE9NLCBX0X5SXB6R6	A224CWDR7XXF53	40	http://object-naming-amore.upf.edu//2388567_672530_singleton_obj.png	pavilion	platform		No	-3	no
238	30EMX9PEVKJ3CP1HEC1F9AC399LKSB	3SBEHTYCWN3BP0LW3HDU2ZG74BHIYA	A91P6MTYV299S	13	http://object-naming-amore.upf.edu//2388567_672530_singleton_obj.png	pavilion	platform		No	-3	Yes
239	3KLL7H3EGD1S2RHD2M3N75GIGWBHV9	36W0OB37HWEBYVKHTLXSGUOUASAHZB	A224CWDR7XXF53	13	http://object-naming-amore.upf.edu//1591786_1603721_seed_ambiguous.png	counter	food		No	1	Yes
240	3W9XHF7WGKV4RPEW3C65JF8PBSZKT0	3AAPLD8UCCHFCJBINT8AU6NDPWRHTY	A224CWDR7XXF53	7	http://object-naming-amore.upf.edu//2388567_672530_singleton_obj.png	pavilion	roof		Yes	2	
241	33K3E8REWWVRD5LFZXAZIDK4TOT8XO	3EJPLAJKEMGV1600X26OJ3Z41EX6Z2	A224CWDR7XXF53	21	http://object-naming-amore.upf.edu//1591786_1603721_seed_ambiguous.png	counter	fruit		No	1	Yes
242	3RIHDBQ1NEY9C4N4OU2WK9X5P3ZHMS	3YGXWBAF70H4EQLCM0T1B7E5W54C4N	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2388567_672530_singleton_obj.png	pavilion	shelter		Yes	2	
243	33NOQL7T9OZGI0LU0FYKFY0F1OR8ZL	3D3VGR7TA0FN2WRR4JEDQXLLI6M3RA	A224CWDR7XXF53	12	http://object-naming-amore.upf.edu//1591786_1603721_seed_ambiguous.png	counter	fruit stand		Yes	2	
244	3WRAAIUSBJZ5WTEUWVUDE4QZJCTAXU	3A4TN5196KIYQ29717DK5WN91ARHCF	A224CWDR7XXF53	9	http://object-naming-amore.upf.edu//2380323_1348021_supercat_unique.png	house	man		No	-3	no
245	351S7I5UG9WBLS3UOVKH912K7LDNJ3	320DUZ38G7M7YKK2RTCO70O3CUGJGP	A91P6MTYV299S	13	http://object-naming-amore.upf.edu//1591786_1603721_seed_ambiguous.png	counter	apple		No	-3	no
246	351S7I5UG9WBLS3UOVKH912K7LDNJ3	3OCHAWUVGOKDVQLAYOC4W1OBU9SXKA	A224CWDR7XXF53	10	http://object-naming-amore.upf.edu//1591786_1603721_seed_ambiguous.png	counter	apple		No	-3	no
247	3BA7SXOG1JQ7G9Z3QY47TVYGS788RS	3ND9UOO81K29QWY29JSJ9INJA7RWLJ	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2380323_1348021_supercat_unique.png	house	building		Yes	2	
248	3BS6ERDL937QBLXAFICP4SLL7BRD65	36AHBNMV1RCUHP5AB3CJB20UC6PYD4	A224CWDR7XXF53	11	http://object-naming-amore.upf.edu//1591786_1603721_seed_ambiguous.png	counter	fruits		No	-3	Yes
249	3NCN4N1H1GH5395I0370BDJ7ZG4BN6	3NS0A6KXC48XYZP69FFAVUCTVS4ZG1	A224CWDR7XXF53	13	http://object-naming-amore.upf.edu//2401100_1151631_singleton_obj.png	bridge	fence		No	-3	no
250	375VMB7D4JJ645SBHJLE1VBQG2MID4	3HVVDCPGTES1YE17XTCYG6IGFSDTYI	A224CWDR7XXF53	9	http://object-naming-amore.upf.edu//2401100_1151631_singleton_obj.png	bridge	tree		No	-3	no
251	3SNR5F7R92TBWB6BDEWY7DTBGENIEX	3Z7ISHFUH0VI5KJOQH3M3HVV79M8ZP	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2339772_950056_singleton_obj.png	bookcase	bookshelves		Yes	2	
252	3JMQI2OLFZ5YI632EZY6637721GDNF	3FIUS151DV2X7IU1JNRLANWNK25GGO	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2408724_256110_supercat_unique.png	house	building		Yes	2	
253	3CVDZS288H0PY8WYT4EWHOLS9OMFMS	3M0BCWMB8VWXDNCQI63PVFREYDXBWV	A91P6MTYV299S	15	http://object-naming-amore.upf.edu//2408724_256110_supercat_unique.png	house	truck		No	-3	no
254	3PEG1BH7AER4V3KF3QFKJL235LZKBA	3KJYX6QCM9BQGHAXGOBA71RDZ9KVJ6	A224CWDR7XXF53	37	http://object-naming-amore.upf.edu//2348021_1679004_supercat_unique.png	dugout	cap		No	-3	no
255	3HXK2V1N4KF554O0U61UK0764Y5G21	32M8BPYGATMB390W9BROVZ93ZFXGIG	A224CWDR7XXF53	14	http://object-naming-amore.upf.edu//2348021_1679004_supercat_unique.png	dugout	baseball players		No	-3	no
256	3OREP8RUT2BZTHOWDZU5LTAAY4IBGY	3G5W44VEU7I294QK9EC08FOGRJMGKR	A224CWDR7XXF53	7	http://object-naming-amore.upf.edu//2351225_2226010_singleton_obj.png	bridge	street		Yes	1	
257	3W31J70BASWN58CLHQBFU58LN6ZKCH	3X3OR7WPZZ0Y0V2KBGCDV2KXS0JL8O	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2360826_2041729_singleton_obj.png	house	building		Yes	2	
258	3MQY1YVHS3K9ENGPEK9GJPG9OLDB2F	3GA6AFUKOOOAD2DO8E2JCTJFVXEH3H	A224CWDR7XXF53	12	http://object-naming-amore.upf.edu//2381045_542564_singleton_obj.png	bridge	track		Yes	1	
259	3UDTAB6HH6ZJUKYE1DR69VS43NQ90J	3MMN5BL1WZ4W5GEZZBIW4YRBCJ53M4	A224CWDR7XXF53	25	http://object-naming-amore.upf.edu//2334627_964696_seed_ambiguous.png	cabinet	chair		No	0	no
260	3M0556243SKVGQHY55TWU3ASEEWFNS	3JW0YLFXRTGP1QA1DXZLIT4Z8EIWWZ	A224CWDR7XXF53	33	http://object-naming-amore.upf.edu//2381045_542564_singleton_obj.png	bridge	train		No	1	Yes
261	3RSBJ6YZECQDYBHA6KT99SAX4O1FO7	37QW5D2ZRGML48XAVP9E7OYSKUX8SV	A224CWDR7XXF53	5	http://object-naming-amore.upf.edu//782_1059153_singleton_obj.png	house	building		Yes	2	
262	3LOJFQ4BOXFXA0IZHM6QEBQ386BKDH	3HRMW88U16Q0OOF2GO0D20T497SM0Z	A224CWDR7XXF53	12	http://object-naming-amore.upf.edu//782_1059153_singleton_obj.png	house	window		No	-3	no
263	3IZPORCT1F909K0WT2YD68RFVQYHRG	31LVTDXBL7A4I0HGAPIDMJF2ISWLRP	A91P6MTYV299S	15	http://object-naming-amore.upf.edu//2357727_3037329_singleton_obj.png	dugout	fence		No	-3	no
264	3IZPORCT1F909K0WT2YD68RFVQYHRG	3KOPY89HM826488EWE54O6ZU8PHJ3N	A224CWDR7XXF53	12	http://object-naming-amore.upf.edu//2357727_3037329_singleton_obj.png	dugout	fence		No	-3	no
265	3PN6H8C9R4QRYN9D5VT1KXN73UHDAV	3QIYRE09Y3H6DVLKO8JDTK1EJPJ1NS	A224CWDR7XXF53	19	http://object-naming-amore.upf.edu//2334627_964696_seed_ambiguous.png	cabinet	entertainment center		Yes	1	
266	3YKP7CX6G2FG0ODVKWQBFGXHZ1ZB7V	3BDCF01OGXUDF1T2OKA7UF8ZLFHLYX	A224CWDR7XXF53	12	http://object-naming-amore.upf.edu//2334627_964696_seed_ambiguous.png	cabinet	table		No	-3	no
267	3J6BHNX0U9S6WC9C6GKTAG2XMADNK2	3137ONMDKG5ZN4YADS1XAKBB7MQGE7	A224CWDR7XXF53	13	http://object-naming-amore.upf.edu//2334627_964696_seed_ambiguous.png	cabinet	television		No	-3	no
268	36FQTHX3Z3RYZ5C8IKNL2ZL1UZDB3Q	3EA3QWIZ4IVF8EM2TBQVUIOSP9ATI7	A224CWDR7XXF53	7	http://object-naming-amore.upf.edu//2374644_586413_singleton_obj.png	house	umbrella		No	-3	no
269	3GL25Y6843U6YUNJTYKINVLZDTIMXQ	323Q6SJS8IG5TETHS93LD28CYNGFHL	A224CWDR7XXF53	11	http://object-naming-amore.upf.edu//2417937_3116969_singleton_obj.png	bowl	tray		Yes	2	
270	3OEWW2KGQJBG0R3EFEYJLS7CSBLDOU	3Q5C1WP23M12N6FEK8NRZ31SS4J152	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2374644_586413_singleton_obj.png	house	building		Yes	2	
271	32CXT5U14G3ZW1RKUSZCY6L0Z6C8UW	3JAOYWH7VI4YE0LUG8IRVYF8C61L9D	A224CWDR7XXF53	8	http://object-naming-amore.upf.edu//2363842_2563217_singleton_obj.png	house	window		No	-3	no
272	3SBNLSTU6U5SZVHLHN901QEGCFODZW	3GS6S824SQXZEW1NLW8YMAR8F2MNW7	A224CWDR7XXF53	14	http://object-naming-amore.upf.edu//2417937_3116969_singleton_obj.png	bowl	food		No	-3	no
273	3OREP8RUT2BZTHOWDZU5LTAAY4IGB3	3YWRV122CSZ1JLPEKU4EMPGG5R78U0	A224CWDR7XXF53	56	http://object-naming-amore.upf.edu//2417937_3116969_singleton_obj.png	bowl	bent	"Guess what was meant was ""bento ([box]"""	Yes	0	
274	3Y3N5A7N4G9VYZDTYU6K69S8FZCMYW	3T111IHZ5EQ9HYG7LSFNHAO7IYVR9E	A224CWDR7XXF53	8	http://object-naming-amore.upf.edu//2417937_3116969_singleton_obj.png	bowl	plate		Yes	1	
275	3WJGKMRWVI9FR26BP9PSQSDV3X2DCX	3TU5ZICBRD19RSIX3LK9COJR26C8Q6	A224CWDR7XXF53	7	http://object-naming-amore.upf.edu//2417937_3116969_singleton_obj.png	bowl	container		Yes	2	
276	3QREJ3J433XG8C6RU34EXOY8HFDKLX	3N4BPTXIO8SLEMRFTJ1HCUP70RZKUT	A224CWDR7XXF53	11	http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png	cabinet	stand		Yes	1	
277	3L4YG5VW9NSPWUCPP5K3AYVDOXEDDX	3RRCEFRB7MCL4LT680X60N8NEK24B6	A224CWDR7XXF53	13	http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png	cabinet	furniture		Yes	2	no
278	306W7JMRYYYK02IEU1IHTGTCAL5B8I	3JAOYWH7VI4YE0LUG8IRVYF8C6XL99	A224CWDR7XXF53	21	http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png	cabinet	hatstand		Yes	-2	
279	3GONHBMNHVYV3PNYUG83KG1ALTGMZN	336YQZE83VEZJV13DU6PJVPVQF3M5K	A224CWDR7XXF53	9	http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png	cabinet	shelf		Yes	1	
280	3SR6AEG6W5T96LCI7XQ7E4KCYDDHYI	3VE8AYVF8MXC03SOP59F0PFDV44F8K	A224CWDR7XXF53	32	http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png	cabinet	entertainment center		No	-2	no
281	3OID399FXG7MUEQLGBFTYYYY0AUDF8	3TK8OJTYM1LM2SDVB1GU4XDP88APVK	A91P6MTYV299S	19	http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png	cabinet	table		Yes	-1	
282	3OID399FXG7MUEQLGBFTYYYY0AUDF8	3VSOLARPKB9HYWV5A2ERZCLRCK593I	A224CWDR7XXF53	12	http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png	cabinet	table		Yes	0	
283	3VMHWJRYHVG0SKV27BG5S51QGS6FXC	3NGMS9VZTLILFI2BXJFLAHWZI83FFN	A224CWDR7XXF53	27	http://object-naming-amore.upf.edu//2340044_2088324_singleton_obj.png	cabinet	console		Not sure	-1	no
284	3OPLMF3EU5NHGIRURGWUPGFCBAINL5	3300DTYQT2HQ0TSOGO694YFDD94QEH	A224CWDR7XXF53	7	http://object-naming-amore.upf.edu//2347821_2230989_singleton_obj.png	furniture	sofa		Yes	1	
285	3VCK0Q0PO5E4JM282NABRWNO8C7N0W	3ZGVPD4G6TH134BCTFEHUDRILMCZTA	A224CWDR7XXF53	7	http://object-naming-amore.upf.edu//2347821_2230989_singleton_obj.png	furniture	chair		Yes	1	
286	375VMB7D4JJ645SBHJLE1VBQG2MDIZ	3RXPCZQMQPB0334Y146I30SHIDK1G7	A224CWDR7XXF53	38	http://object-naming-amore.upf.edu//2347821_2230989_singleton_obj.png	furniture	couch		Yes	1	
287	3TD33TP5DL2YJQBTRZ2VP7Z7095BAM	31JLPPHS2UUK5JZBCRX9W2GG7JP3OO	A224CWDR7XXF53	40	http://object-naming-amore.upf.edu//2347821_2230989_singleton_obj.png	furniture	bag		No	-2	no
288	3JVP4ZJHDPSC5LRH57XJMOR7MDDI0B	31LVTDXBL7A4I0HGAPIDMJF2IS2LRV	A224CWDR7XXF53	12	http://object-naming-amore.upf.edu//4220_1557332_singleton_obj.png	table	plank		Yes	2	
289	3S4TINXCC0NNLU5U1I7DQ2JCPQ9BOL	34BBWHLWHAB70VQWOGV6H2VRT3NIWH	A224CWDR7XXF53	11	http://object-naming-amore.upf.edu//4220_1557332_singleton_obj.png	table	platform		No	-3	no
290	33IXYHIZB5I7LQS9OBB6KXMURIQE2I	3IRIK4HM3AKITDPQ5OMG85YJSWL6CD	A224CWDR7XXF53	8	http://object-naming-amore.upf.edu//4220_1557332_singleton_obj.png	table	board		Yes	2	
291	3TKSOBLOHLG320GLXD2RKIJDIRQBBH	3L4PIM1GQTGOIZOFT473GRHYR73YRX	A224CWDR7XXF53	76	http://object-naming-amore.upf.edu//4220_1557332_singleton_obj.png	table	wood		Not sure	0	
292	3LOJFQ4BOXFXA0IZHM6QEBQ386BDKA	3T3IWE1XG6NSPCAL6JV43KFEGJRQT7	A224CWDR7XXF53	9	http://object-naming-amore.upf.edu//4220_1557332_singleton_obj.png	table	man		No	-2	no
293	3VP28W7DUNKPXFVH8T4QPQH1OS4FZ9	3ZGVPD4G6TH134BCTFEHUDRILMHTZ9	A224CWDR7XXF53	10	http://object-naming-amore.upf.edu//2323662_989124_singleton_obj.png	cabinet	stand		Yes	1	
294	3OQQD2WO8I68MDQEOUF2OMPEPPXI36	3IXEICO792JZFUR1RAH6XFYNGI86TJ	A224CWDR7XXF53	17	http://object-naming-amore.upf.edu//2323662_989124_singleton_obj.png	cabinet	furniture		Yes	2	
295	3MIVREZQVHYRZ9M4M8CAEAX2RL0KQM	3XC1O3LBOSMHYFU8EEN8MYGK6D4TLL	A224CWDR7XXF53	277	http://object-naming-amore.upf.edu//2323662_989124_singleton_obj.png	cabinet	hatstand		Yes	-2	
296	3GV1I4SEO9P99XL2SZADN5TQGKTL6T	3K5TEWLKGVBUL6QRY6QAV0CDMUFIV1	A91P6MTYV299S	11	http://object-naming-amore.upf.edu//2323662_989124_singleton_obj.png	cabinet	shelf		Yes	1	
297	3C8QQOM6JP1P2HG3U0J2K8JVPBOILK	3MRNMEIQW56AHQYBSONTHUYY3RGLDU	A224CWDR7XXF53	42	http://object-naming-amore.upf.edu//2323662_989124_singleton_obj.png	cabinet	rake	spelling mistake? rack	Yes	-2	
298	3Q7TKIAPOTA8U60H2MIRTB3IX6GDLD	3MX2NQ3YC9UAD707R18YUC5TXJSX5K	A224CWDR7XXF53	14	http://object-naming-amore.upf.edu//2323662_989124_singleton_obj.png	cabinet	table		Yes	-1	no
299	3AJA9FLWSCY32P678PG4PVEBSF2IFF	35K3O9HUABDT942F28VFSZBZ67OFE5	A224CWDR7XXF53	16	http://object-naming-amore.upf.edu//2316735_3170310_supercat_ambiguous.png	jar	chicken		Yes	2	
300	39HYCOOPKOLS0OI22YJ6TOI7XB6DMF	3NXNZ5RS1AXZZFWSCEHHCTX7HMR97N	A224CWDR7XXF53	8	http://object-naming-amore.upf.edu//2316735_3170310_supercat_ambiguous.png	jar	pot		Yes	1	
301	3WRBLBQ2GR8Y9ULMFJXG1CER70LG0H	3K9FOBBF2HJJ32POHI1WDZASHV7LN1	A91P6MTYV299S	13	http://object-naming-amore.upf.edu//2316735_3170310_supercat_ambiguous.png	jar	toy		Yes	1	
302	3HRWUH63QU23ETO9ZTGN8RJFPKIN5H	379J5II41OGF9WCBOJYDNCGJ33DELC	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2316735_3170310_supercat_ambiguous.png	jar	canister		Yes	2	
303	38F60IALAGH2EZ7SZJWN0VTGXV7T0J	3X4MXAO0BGOKTUTFE3PFVUWIGZGWR9	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2380079_711349_singleton_obj.png	woman	girl		Yes	2	
304	371QPA24C2O2LOSAV20NE0CQ2NDT1M	3HMIGG0U4L6I0U9JUV13PAMT1FT8Y9	A224CWDR7XXF53	5	http://object-naming-amore.upf.edu//2343655_921276_supercat_ambiguous.png	man	person		Yes	2	
305	3R16PJFTS3RKA4Z6OB5XB7WXVUX4K5	3ZAK8W07I4EJ1WKBPQRZTAAYMT5U09	A224CWDR7XXF53	8	http://object-naming-amore.upf.edu//2360995_784762_singleton_obj.png	boy	shirt		No	-3	no
306	3SR6AEG6W5T96LCI7XQ7E4KCYERYHF	3NXNZ5RS1AXZZFWSCEHHCTX7HM297Y	A224CWDR7XXF53	4	http://object-naming-amore.upf.edu//2360995_784762_singleton_obj.png	boy	person		Yes	2	
307	3GV1I4SEO9P99XL2SZADN5TQGL86LV	3DBQWDE4Y6Y51DM3PVLPWAEVV5O5NE	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2390965_1245423_supercat_unique.png	girl	woman		Yes	2	
308	3H1C3QRA01JKJ8KBL40CWAVG3AIEC8	3CN4LGXD5XOHHTMHISBQ8Y6OZTS4YT	A224CWDR7XXF53	7	http://object-naming-amore.upf.edu//2390965_1245423_supercat_unique.png	girl	plate		No	-3	no
309	3PEG1BH7AER4V3KF3QFKJL235MEBKI	3ATPCQ38J8AWJI2YRTLHL1SOR3SYA2	A224CWDR7XXF53	5	http://object-naming-amore.upf.edu//2318399_3417848_supercat_ambiguous.png	lady	woman		Yes	2	
310	3UUIU9GZC55196TTWP2ZHQP7E3IT54	3TYCR1GOTCJDKR37K6CQ8MH1R9LLZO	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2387333_1276884_singleton_obj.png	boy	child		Yes	2	
311	3FVBZG9CLJEC9QGXZPFYMCQSM1D0HH	3OS4RQUCR9FV21QVSHTPRR5E3ABFB5	A224CWDR7XXF53	14	http://object-naming-amore.upf.edu//2387333_1276884_singleton_obj.png	boy	bat		No	-2	no
312	3FVBZG9CLJEC9QGXZPFYMCQSM1D0HH	3WSELTNVR3202W34HNYIDK09C1UAT9	A91P6MTYV299S	10	http://object-naming-amore.upf.edu//2387333_1276884_singleton_obj.png	boy	bat		No	-3	no
313	3JMQI2OLFZ5YI632EZY6637722VDNW	3TK8OJTYM1LM2SDVB1GU4XDP88QVP6	A224CWDR7XXF53	21	http://object-naming-amore.upf.edu//2375246_2269180_seed_ambiguous.png	coat	shirt		Yes	0	
314	3DA79LNS59VYVR6PI6E62TRN07S3TP	3JJVG1YBEBX304X6M5GG5FE1EGAB5V	A224CWDR7XXF53	16	http://object-naming-amore.upf.edu//2375246_2269180_seed_ambiguous.png	coat	clothes		Not sure	0	Not_sure
315	3XABXM4AJ15748K3DJF7O5OBWMKQ8P	3QY7M81QH7MJGBFJGB8622BNSG4K7T	A224CWDR7XXF53	8	http://object-naming-amore.upf.edu//2387333_1276884_singleton_obj.png	boy	t-shirt		No	-3	no
316	3MDKGGG61QNXSAT718C49W37AYTT6K	3EA3QWIZ4IVF8EM2TBQVUIOSP9ZITL	A91P6MTYV299S	7	http://object-naming-amore.upf.edu//2335128_2087938_supercat_ambiguous.png	man	human		Yes	2	
317	3MDKGGG61QNXSAT718C49W37AYTT6K	3WOKGM4L71GOOR0ET4FQU4I9478O0H	A224CWDR7XXF53	5	http://object-naming-amore.upf.edu//2335128_2087938_supercat_ambiguous.png	man	human		Yes	2	
318	322ZSN9Z5GKJDNPTIKJPCYJTE7NT4Z	3URFVVM165IG3HQ1TK4RZ9DK40JZU1	A224CWDR7XXF53	27	http://object-naming-amore.upf.edu//2375246_2269180_seed_ambiguous.png	coat	cover		Not sure	2	Not_sure
319	3JVP4ZJHDPSC5LRH57XJMOR7MES0IA	3S4AW7T80BIXHUFIZDM0EQ4SQEJL4D	A224CWDR7XXF53	10	http://object-naming-amore.upf.edu//2335128_2087938_supercat_ambiguous.png	man	jacket		No	-3	no
320	38LRF35D5LWDV4LEIB4G7PDPJLZ3UG	3LKC68YZ3A3HWH1ZMB8B1ZRD5CWWO0	A224CWDR7XXF53	15	http://object-naming-amore.upf.edu//2375246_2269180_seed_ambiguous.png	coat	jacket		Yes	1	
321	3J9UN9O9J3S80WBNNPIJYP67ZTH0JM	3JWH6J9I9SD7QT3CQ5C2ZWEN51TNBG	A91P6MTYV299S	9	http://object-naming-amore.upf.edu//2335128_2087938_supercat_ambiguous.png	man	person		Yes	2	
322	3J9UN9O9J3S80WBNNPIJYP67ZTH0JM	3WQ3B2KGE8G4CMWNLIE42P1K2051B3	A224CWDR7XXF53	5	http://object-naming-amore.upf.edu//2335128_2087938_supercat_ambiguous.png	man	person		Yes	2	
323	3MQY1YVHS3K9ENGPEK9GJPG9OMS2BN	3TMSXRD2X60W0PUYG9A0P3E5C1MW1D	A224CWDR7XXF53	19	http://object-naming-amore.upf.edu//2375246_2269180_seed_ambiguous.png	coat	sheets		Yes	-1	
324	3Z56AA6EK40TFF3NSBBSNI8FGQY6MX	3HL8HNGX451CE8BYUXFT0LAOFAB9FS	A224CWDR7XXF53	16	http://object-naming-amore.upf.edu//2407668_275754_singleton_obj.png	boy	table		No	-3	no
325	37VHPF5VYC33A7AK81EC40ZUS7K8C3	3IAS3U3I0FGB17EJ4MEI78BPU6JB2U	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2407668_275754_singleton_obj.png	boy	person		Yes	2	
326	3GITHABACYLBFW5MHAEPAKG35B62NC	3YDTZAI2WXGKRNBE634HUBVES8O14X	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2375426_2950862_singleton_obj.png	guy	person		Yes	2	
327	35F6NGNVM8JGWA7CKIHWFA3359DT7J	33L7PJKHCGYMJ8APKPE4HTUEMDB8TK	A224CWDR7XXF53	6	http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png	blazer	coat		Yes	2	
328	3DW3BNF1GHIZ9GGKZI9HUSNJDE08V2	3MMN5BL1WZ4W5GEZZBIW4YRBCJN3MM	A224CWDR7XXF53	7	http://object-naming-amore.upf.edu//2375426_2950862_singleton_obj.png	guy	pant		No	-3	no
329	33BFF6QPI1BQN8AJDBJHPDYM41A3WF	3EFE17QCRC5EXJY3YT3KK1RRNDDHS9	A224CWDR7XXF53	5	http://object-naming-amore.upf.edu//2331689_2749423_singleton_obj.png	boy	kid		Yes	2	
330	3HA5ODM5KASHS0VTDGFMBJNKP86VSO	3HPZF4IVNMTKCXZWB7H8RWICR6DYC4	A224CWDR7XXF53	5	http://object-naming-amore.upf.edu//2408704_256548_supercat_unique.png	wrap	bun		No	-3	no
331	3X2LT8FDHWICO5GPPSEDGU6XKN28WC	3NVC2EB65QZWZX3DIE67YTEILT0Y36	A224CWDR7XXF53	8	http://object-naming-amore.upf.edu//2331689_2749423_singleton_obj.png	boy	baseball		No	-3	no
332	3XEDXEGFX3O3BGH55AIVZ46KEIH0KL	37TRT2X24QRB73CRB7KA6PX6WHUJBE	A224CWDR7XXF53	17	http://object-naming-amore.upf.edu//2408704_256548_supercat_unique.png	wrap	paper		Yes	2	
333	3T8DUCXY0N6KATV5ZFFGT6U90Z1T9V	31N2WW6R9RQQZ6MIDOEJ9872FIB3FF	A224CWDR7XXF53	47	http://object-naming-amore.upf.edu//2331689_2749423_singleton_obj.png	boy	child		Yes	2	
334	3D5G8J4N5A4I70882GKCLOJ6RRKVTD	3HMIGG0U4L6I0U9JUV13PAMT1FI8YY	A224CWDR7XXF53	15	http://object-naming-amore.upf.edu//2408704_256548_supercat_unique.png	wrap	food		No	-3	no
335	36MUZ9VAE62UO0QPL0VNGGDYOAUED8	3YWRV122CSZ1JLPEKU4EMPGG5RI8UB	A224CWDR7XXF53	5	http://object-naming-amore.upf.edu//2331689_2749423_singleton_obj.png	boy	batter		Yes	2	
336	3AA88CN98P308BDQDIT4RW04QVVYKJ	37UEWGM5HT8RSTDCHF0U246OKM7R15	A224CWDR7XXF53	5	http://object-naming-amore.upf.edu//2331689_2749423_singleton_obj.png	boy	player		Yes	2	
337	32XN26MTXZJEVMZNQAUWE4JZ3IM0LO	3LO69W1SU3DDTA82UEO1NF1VGJRGLU	A224CWDR7XXF53	7	http://object-naming-amore.upf.edu//2408704_256548_supercat_unique.png	wrap	sandwich		No	-3	no
338	374UMBUHN5PM8R28BZP7VWVH6K4TCC	3TVSS0C0E10X9967ISUAV9X04KDWTM	A224CWDR7XXF53	5	http://object-naming-amore.upf.edu//1159441_1593550_singleton_obj.png	skier	human		Yes	2	
