items,quality_control,source,assignments
"[['http://object-naming-amore.upf.edu//2365056_2143232_seed_ambiguous.png', ['bench', 'chhair', 'chair']], ['http://object-naming-amore.upf.edu//2336352_960516_singleton_obj.png', ['animal', 'cow', 'animaal']], ['http://object-naming-amore.upf.edu//2416805_3197846_supercat_unique.png', ['gatee', 'shirt', 'cat', 't-shirt']], ['http://object-naming-amore.upf.edu//1159426_1593191_supercat_unique.png', ['couch', 'sofa', 'pulpit', 'legs']], ['http://object-naming-amore.upf.edu//2378409_2315194_seed_ambiguous.png', ['cow', 'yak', 'bull', 'bul']], ['http://object-naming-amore.upf.edu//2361943_3752602_singleton_obj.png', ['bike', 'scooter', 'wheel', 'motorcycle', 'gence']], ['http://object-naming-amore.upf.edu//2373862_2253557_singleton_obj.png', ['couch', 'chair', 'sofa', 'table', 'phone', 'face', 'man']]]","['7b22636868616972223a202273616e732d6368616972222c202262656e6368223a2022617269616c227d', '7b22616e696d61616c223a202273616e732d616e696d616c222c2022636f77223a2022617269616c227d', '7b226761746565223a2022636f7572696572222c20227368697274223a2022617269616c227d', '7b2270756c706974223a2022636f7572696572222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b2262756c223a202273616e732d62756c6c222c2022636f77223a2022617269616c227d', '7b2267656e6365223a2022636f7572696572222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b227461626c65223a20227365726966222c20226368616972223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d']",../1_crowdsourced/to_be_redone_amt.csv_260___../1_pre-pilot/verification_round2_amt.csv_1021,2
"[['http://object-naming-amore.upf.edu//2394026_467665_singleton_obj.png', ['pony', 'horse', 'early']], ['http://object-naming-amore.upf.edu//2360932_2547907_singleton_obj.png', ['bed', 'pillow', 'ruffles']], ['http://object-naming-amore.upf.edu//2316648_2807813_supercat_unique.png', ['salad', 'bowl', 'http', 'food']], ['http://object-naming-amore.upf.edu//2397712_1187455_singleton_obj.png', ['wheel', 'markins', 'motorcycle', 'bike']], ['http://object-naming-amore.upf.edu//2402030_393411_supercat_ambiguous.png', ['motorcycle', 'bike', 'airvent', 'wheel']], ['http://object-naming-amore.upf.edu//2383039_695143_supercat_unique.png', ['jacket', 'dress', 'shirt', 'jeans', 't-shirt']], ['http://object-naming-amore.upf.edu//497916_3796116_supercat_ambiguous.png', ['car', 'van', 'bike', 'vehicle', 'handlebars', 'truck', 'wheel']]]","['7b226561726c79223a2022636f7572696572222c2022686f727365223a2022617269616c227d', '7b22727566666c6573223a20227365726966222c2022626564223a2022617269616c227d', '7b2268747470223a2022636f7572696572222c202273616c6164223a2022617269616c227d', '7b226d61726b696e73223a2022636f7572696572222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d776865656c227d', '7b2261697276656e74223a2022636f7572696572222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b226a65616e73223a20227365726966222c20226a61636b6574223a2022617269616c227d', '7b2268616e646c6562617273223a20227365726966222c202276616e223a2022617269616c222c202262696b65223a2022626f6c642d776865656c227d']",../1_crowdsourced/to_be_redone_amt.csv_261___../1_pre-pilot/verification_round2_amt.csv_1025,2
"[['http://object-naming-amore.upf.edu//2406588_1101074_singleton_obj.png', ['food', 'mushrooms', 'pizza']], ['http://object-naming-amore.upf.edu//2409245_1089329_singleton_obj.png', ['rears', 'wheel', 'car']], ['http://object-naming-amore.upf.edu//2366802_2006351_singleton_obj.png', ['plane', 'airplane', 'jet', 'windows']], ['http://object-naming-amore.upf.edu//2325281_3941822_singleton_obj.png', ['curtakn', 'shower curtain', 'shower', 'curtain']], ['http://object-naming-amore.upf.edu//2394740_1210352_supercat_unique.png', ['house', 'window', 'garage', 'building']], ['http://object-naming-amore.upf.edu//2361747_2657575_supercat_unique.png', ['plane', 'beer', 'beverage', 'glass', 'drink']], ['http://object-naming-amore.upf.edu//2410056_648077_singleton_obj.png', ['person', 'ball', 'persoon', 'player', 'girl', 'woman', 'tennis player']]]","['7b226d757368726f6f6d73223a20227365726966222c202270697a7a61223a2022617269616c227d', '7b227265617273223a2022636f7572696572222c2022636172223a2022617269616c227d', '7b2277696e646f7773223a20227365726966222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2263757274616b6e223a202273616e732d6375727461696e222c20226375727461696e223a2022617269616c227d', '7b2277696e646f77223a20227365726966222c2022686f757365223a2022617269616c227d', '7b22706c616e65223a20227365726966222c202262656572223a2022617269616c222c20226265766572616765223a2022626f6c642d6472696e6b227d', '7b22706572736f6f6e223a202273616e732d706572736f6e222c20226769726c223a2022617269616c227d']",../1_crowdsourced/to_be_redone_amt.csv_262___../1_pre-pilot/verification_round2_amt.csv_1035,2
"[['http://object-naming-amore.upf.edu//2349587_2162340_seed_ambiguous.png', ['parot', 'bird', 'parrot']], ['http://object-naming-amore.upf.edu//2391890_1236398_singleton_obj.png', ['couch', 'cloth', 'sofa']], ['http://object-naming-amore.upf.edu//2362245_2174927_supercat_unique.png', ['scene', 'soup', 'food', 'bowl']], ['http://object-naming-amore.upf.edu//2369814_609012_singleton_obj.png', ['airplane', 'arplane', 'jet', 'plane']], ['http://object-naming-amore.upf.edu//2354578_2360686_singleton_obj.png', ['bench', 'table', 'aeg', 'shoe']], ['http://object-naming-amore.upf.edu//2369817_608968_singleton_obj.png', ['blade', 'table', 'crumbs', 'food', 'knife']], ['http://object-naming-amore.upf.edu//2322428_2930306_supercat_unique.png', ['road', 'vest', 'bridge', 'roadway', 'car', 'face', 'truck']]]","['7b227061726f74223a202273616e732d706172726f74222c2022706172726f74223a2022617269616c227d', '7b22636c6f7468223a20227365726966222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b227363656e65223a20227365726966222c2022736f7570223a2022617269616c227d', '7b226172706c616e65223a202273616e732d616972706c616e65222c2022706c616e65223a2022617269616c222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22616567223a2022636f7572696572222c202262656e6368223a2022617269616c227d', '7b227461626c65223a20227365726966222c20226b6e696665223a2022617269616c227d', '7b2266616365223a20227365726966222c2022627269646765223a2022617269616c227d']",../1_crowdsourced/to_be_redone_amt.csv_263___../1_pre-pilot/verification_round2_amt.csv_1045,2
"[['http://object-naming-amore.upf.edu//2355077_1816250_supercat_unique.png', ['boy', 'chidl', 'child']], ['http://object-naming-amore.upf.edu//2381625_1335269_singleton_obj.png', ['food', 'caek', 'cake']], ['http://object-naming-amore.upf.edu//2319272_1003436_supercat_unique.png', ['shelp', 't-shirt', 'jersey', 'shirt']], ['http://object-naming-amore.upf.edu//2355134_2198153_supercat_unique.png', ['shirt', 'watch', 'ukiah', 't-shirt']], ['http://object-naming-amore.upf.edu//2376698_570417_singleton_obj.png', ['tire', 'wheel', 'motorcycle', 'bike']], ['http://object-naming-amore.upf.edu//2340733_946166_supercat_unique.png', ['pants', 'blazer', 'suit', 'jacket', 'man']], ['http://object-naming-amore.upf.edu//2393167_474394_singleton_obj.png', ['pan', 'food', 'wok', 'bowl', 'pot', 'zuccini', 'skillet']]]","['7b22636869646c223a202273616e732d6368696c64222c2022626f79223a2022617269616c227d', '7b226361656b223a202273616e732d63616b65222c202263616b65223a2022617269616c227d', '7b227368656c70223a2022636f7572696572222c20227368697274223a2022617269616c222c20226a6572736579223a2022626f6c642d742d7368697274227d', '7b22756b696168223a2022636f7572696572222c20227368697274223a2022617269616c227d', '7b2274697265223a20227365726966222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d776865656c227d', '7b2270616e7473223a20227365726966222c20226a61636b6574223a2022617269616c227d', '7b227a756363696e69223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_264___../1_pre-pilot/verification_round2_amt.csv_1055,2
"[['http://object-naming-amore.upf.edu//2359537_792623_seed_ambiguous.png', ['eyes', 'horse', 'horse toy']], ['http://object-naming-amore.upf.edu//2408294_365433_singleton_obj.png', ['bench', 'chair', 'armrest']], ['http://object-naming-amore.upf.edu//2405356_1108640_supercat_unique.png', ['wheel', 'shirt', 'motorcycle', 'bike']], ['http://object-naming-amore.upf.edu//2318840_3247043_supercat_unique.png', ['plate', 'glass', 'pizza', 'food']], ['http://object-naming-amore.upf.edu//2393730_1217390_singleton_obj.png', ['mirror', 'car', 'mrror', 'wheel']], ['http://object-naming-amore.upf.edu//2341418_3346094_supercat_unique.png', ['sirt', 'shirt', 't-shirt', 'human', 'man']], ['http://object-naming-amore.upf.edu//2350405_868227_singleton_obj.png', ['skillet', 'food', 'pan', 'awter', 'dish', 'pot', 'bowl']]]","['7b2265796573223a20227365726966222c2022686f727365223a2022617269616c227d', '7b2261726d72657374223a20227365726966222c202262656e6368223a2022617269616c227d', '7b227368697274223a20227365726966222c20226d6f746f726379636c65223a2022617269616c222c2022776865656c223a2022626f6c642d62696b65227d', '7b22676c617373223a20227365726966222c202270697a7a61223a2022617269616c227d', '7b226d72726f72223a202273616e732d6d6972726f72222c2022636172223a2022617269616c227d', '7b2273697274223a202273616e732d7368697274222c20226d616e223a2022617269616c222c202268756d616e223a2022626f6c642d6d616e227d', '7b226177746572223a2022636f7572696572222c2022626f776c223a2022617269616c227d']",../1_crowdsourced/to_be_redone_amt.csv_265___../1_pre-pilot/verification_round2_amt.csv_1064,2
"[['http://object-naming-amore.upf.edu//2346235_3618536_supercat_unique.png', ['t-shirt', 'shirt', 't-sgirt']], ['http://object-naming-amore.upf.edu//2330337_2749820_singleton_obj.png', ['zebra', 'rock', 'animal']], ['http://object-naming-amore.upf.edu//2407218_283648_singleton_obj.png', ['mug', 'keyboard', 'desk', 'table']], ['http://object-naming-amore.upf.edu//2326474_982170_singleton_obj.png', ['cake', 'cupcake', 'food', 'ceramic']], ['http://object-naming-amore.upf.edu//2406137_326179_singleton_obj.png', ['orange', 'bowl', 'plate', 'desks']], ['http://object-naming-amore.upf.edu//2416002_3138955_singleton_obj.png', ['tree', 'bovine', 'cow', 'bull', 'animal']], ['http://object-naming-amore.upf.edu//2378524_2355619_singleton_obj.png', ['prongs', 'orange', 'countertop', 'apple', 'banana', 'fruit', 'counter']]]","['7b22742d7367697274223a202273616e732d742d7368697274222c20227368697274223a2022617269616c227d', '7b22726f636b223a20227365726966222c20227a65627261223a2022617269616c227d', '7b226d7567223a20227365726966222c20226465736b223a2022617269616c227d', '7b22636572616d6963223a2022636f7572696572222c202263757063616b65223a2022617269616c227d', '7b226465736b73223a2022636f7572696572222c2022626f776c223a2022617269616c227d', '7b2274726565223a20227365726966227d', '7b2270726f6e6773223a2022636f7572696572222c2022636f756e746572223a2022617269616c227d']",../1_crowdsourced/to_be_redone_amt.csv_266___../1_pre-pilot/verification_round2_amt.csv_1066,2
"[['http://object-naming-amore.upf.edu//2341652_940876_singleton_obj.png', ['bike', 'motorcycle', 'person']], ['http://object-naming-amore.upf.edu//2364867_758462_singleton_obj.png', ['pizzza', 'pizza', 'plate']], ['http://object-naming-amore.upf.edu//2390677_1248173_supercat_unique.png', ['man', 'cook', 'decay', 'chef']], ['http://object-naming-amore.upf.edu//2383462_532672_singleton_obj.png', ['boa.t', 'boat', 'boat.', 'ship']], ['http://object-naming-amore.upf.edu//2370901_2538295_singleton_obj.png', ['table', 'laptop', 'leak', 'desk']], ['http://object-naming-amore.upf.edu//2349484_1716335_singleton_obj.png', ['man', 'person', 'athlete', 'skier', 'preson']], ['http://object-naming-amore.upf.edu//2350710_1666345_supercat_unique.png', ['kid', 'toddler', 'brush', 'child', 't-shirt', 'boy', 'isgn']]]","['7b22706572736f6e223a20227365726966222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b2270697a7a7a61223a202273616e732d70697a7a61222c202270697a7a61223a2022617269616c227d', '7b226465636179223a2022636f7572696572222c20226d616e223a2022617269616c227d', '7b22626f612e74223a202273616e732d626f61742e227d', '7b226c65616b223a2022636f7572696572222c20227461626c65223a2022617269616c227d', '7b22707265736f6e223a202273616e732d706572736f6e227d', '7b226973676e223a2022636f7572696572222c20226368696c64223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d']",../1_crowdsourced/to_be_redone_amt.csv_267___../1_pre-pilot/verification_round2_amt.csv_1069,2
"[['http://object-naming-amore.upf.edu//2383996_529099_supercat_unique.png', ['jacket', 'handled', 'hotdog']], ['http://object-naming-amore.upf.edu//2354764_835807_singleton_obj.png', ['bull', 'bananas', 'cow']], ['http://object-naming-amore.upf.edu//2413407_174172_singleton_obj.png', ['donut', 'food', 'fodo', 'sweet']], ['http://object-naming-amore.upf.edu//4990_1072787_singleton_obj.png', ['sailboat', 'boat', 'water', 'ship']], ['http://object-naming-amore.upf.edu//2329160_2988431_singleton_obj.png', ['horse', 'guzman', 'shoe', 'belt']], ['http://object-naming-amore.upf.edu//2338849_2482606_supercat_unique.png', ['jacket', 'coat', 'collar', 'shirt', 'suit']], ['http://object-naming-amore.upf.edu//2378331_560355_singleton_obj.png', ['leg', 'person', 'man', 'boy', 'player', 't-shirt', 'shoe']]]","['7b2268616e646c6564223a2022636f7572696572222c20226a61636b6574223a2022617269616c227d', '7b2262616e616e6173223a20227365726966222c2022636f77223a2022617269616c227d', '7b22666f646f223a202273616e732d666f6f64222c2022646f6e7574223a2022617269616c227d', '7b227761746572223a20227365726966222c2022626f6174223a2022617269616c227d', '7b2267757a6d616e223a2022636f7572696572222c2022686f727365223a2022617269616c227d', '7b22636f6c6c6172223a20227365726966222c20226a61636b6574223a2022617269616c227d', '7b226c6567223a20227365726966222c20226d616e223a2022617269616c227d']",../1_crowdsourced/to_be_redone_amt.csv_268___../1_pre-pilot/verification_round2_amt.csv_1070,2
"[['http://object-naming-amore.upf.edu//2363894_3742895_singleton_obj.png', ['shirt', 'mouth', 'collar']], ['http://object-naming-amore.upf.edu//2369608_1689241_singleton_obj.png', ['ground', 'coat', 'jacket']], ['http://object-naming-amore.upf.edu//2402099_392720_singleton_obj.png', ['woman', 'shirt', 'wooman', 'person']], ['http://object-naming-amore.upf.edu//713573_3796660_supercat_unique.png', ['keyboard', 'desk', 'laptop', 'table']], ['http://object-naming-amore.upf.edu//2344715_913701_singleton_obj.png', ['firetrck', 'firetruck', 'fire truck', 'truck']], ['http://object-naming-amore.upf.edu//150448_1567500_supercat_unique.png', ['man', 'wheel', 'motorcycle', 'bike', 'mirror']], ['http://object-naming-amore.upf.edu//2355021_3775702_seed_ambiguous.png', ['girls', 'table', 'counter', 'cabinet', 't-shirt', 'conter', 'countertop']]]","['7b226d6f757468223a20227365726966222c20227368697274223a2022617269616c227d', '7b2267726f756e64223a20227365726966222c2022636f6174223a2022617269616c227d', '7b22776f6f6d616e223a202273616e732d776f6d616e222c2022776f6d616e223a2022617269616c227d', '7b226b6579626f617264223a20227365726966222c20226465736b223a2022617269616c227d', '7b22666972657472636b223a202273616e732d66697265747275636b222c2022747275636b223a2022617269616c227d', '7b226d616e223a20227365726966222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b22636f6e746572223a202273616e732d636f756e746572222c2022636f756e746572223a2022617269616c227d']",../1_crowdsourced/to_be_redone_amt.csv_269___../1_pre-pilot/verification_round2_amt.csv_1077,2
"[['http://object-naming-amore.upf.edu//498019_2901227_seed_ambiguous.png', ['sofa', 'photograph', 'dog', 'couch']], ['http://object-naming-amore.upf.edu//2411916_207030_singleton_obj.png', ['airplane', 'plane', 'airplaen', 'jet']], ['http://object-naming-amore.upf.edu//2394073_467337_singleton_obj.png', ['tub', 'reflection', 'bathtub', 'toilet']], ['http://object-naming-amore.upf.edu//2417327_3200403_supercat_unique.png', ['woman', 'cap', 'preson', 'person', 'bed', 'girl']], ['http://object-naming-amore.upf.edu//2324771_2851831_supercat_unique.png', ['sofa', 'bed', 'laptop', 'hand', 'couch', 'woman']], ['http://object-naming-amore.upf.edu//2377792_2433164_singleton_obj.png', ['boy', 'guy', 'skater', 'shoe', 'person', 'shirt', 'man', 'skateboarder']]]","['7b2270686f746f6772617068223a20227365726966222c2022636f756368223a2022626f6c642d736f6661227d', '7b22616972706c61656e223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b227265666c656374696f6e223a20227365726966222c2022747562223a2022626f6c642d62617468747562227d', '7b22707265736f6e223a202273616e732d706572736f6e222c2022626564223a2022617269616c227d', '7b2268616e64223a20227365726966222c2022636f756368223a2022626f6c642d736f6661227d', '7b227368697274223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_26___../1_pre-pilot/verification_round0_amt.csv_135,1
"[['http://object-naming-amore.upf.edu//2336930_3064694_singleton_obj.png', ['ship', 'boat', 'shpi']], ['http://object-naming-amore.upf.edu//2346595_1812648_singleton_obj.png', ['food', 'pizza', 'frilly']], ['http://object-naming-amore.upf.edu//2362829_2354011_singleton_obj.png', ['aktomobile', 'bus', 'automobile', 'school bus']], ['http://object-naming-amore.upf.edu//498197_1574434_singleton_obj.png', ['keyboard', 'table', 'desk', 'drawer']], ['http://object-naming-amore.upf.edu//2395760_451224_supercat_unique.png', ['shirt', 'dess shirt', 'tie', 'dress shirt']], ['http://object-naming-amore.upf.edu//2370150_742571_supercat_unique.png', ['shirt', 't-shirt', 'sweater', 'snirt', 'bed']], ['http://object-naming-amore.upf.edu//2335240_3105159_supercat_unique.png', ['bench', 'couch', 'sofa', 'window', 'lounge', 'garmet', 'daybed']]]","['7b2273687069223a202273616e732d73686970222c2022626f6174223a2022617269616c227d', '7b226672696c6c79223a2022636f7572696572222c202270697a7a61223a2022617269616c227d', '7b22616b746f6d6f62696c65223a202273616e732d6175746f6d6f62696c65227d', '7b22647261776572223a20227365726966222c20226465736b223a2022617269616c227d', '7b2264657373207368697274223a202273616e732d6472657373207368697274222c20227368697274223a2022617269616c227d', '7b22736e697274223a202273616e732d7368697274222c20227368697274223a2022617269616c227d', '7b226761726d6574223a2022636f7572696572222c2022636f756368223a2022626f6c642d736f66612c6c6f756e6765227d']",../1_crowdsourced/to_be_redone_amt.csv_270___../1_pre-pilot/verification_round2_amt.csv_1097,2
"[['http://object-naming-amore.upf.edu//2380483_710405_singleton_obj.png', ['person', 'speaker', 'woman']], ['http://object-naming-amore.upf.edu//2324209_3113609_singleton_obj.png', ['cow', 'bis', 'statue']], ['http://object-naming-amore.upf.edu//2333141_3190978_supercat_ambiguous.png', ['person', 'shirt', 'woman', 'peeson']], ['http://object-naming-amore.upf.edu//2334011_3404592_seed_ambiguous.png', ['boat', 'saiboat', 'sailboat', 'ship']], ['http://object-naming-amore.upf.edu//2368179_619108_singleton_obj.png', ['eye', 'pug', 'dog', 'shoe']], ['http://object-naming-amore.upf.edu//2397189_436376_supercat_unique.png', ['table', 'desk', 'laptop', 'dek', 'keyboard']], ['http://object-naming-amore.upf.edu//2410496_216089_seed_ambiguous.png', ['man', 'jacket', 'tie', 't-shirt', 'shirt', 'person', 'wrap']]]","['7b22737065616b6572223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b22626973223a2022636f7572696572222c2022636f77223a2022617269616c227d', '7b22706565736f6e223a202273616e732d706572736f6e222c2022776f6d616e223a2022617269616c227d', '7b22736169626f6174223a202273616e732d7361696c626f6174222c2022626f6174223a2022617269616c227d', '7b22657965223a20227365726966222c2022646f67223a2022617269616c227d', '7b2264656b223a202273616e732d6465736b222c20227461626c65223a2022617269616c227d', '7b2277726170223a2022636f7572696572222c20226d616e223a2022617269616c227d']",../1_crowdsourced/to_be_redone_amt.csv_271___../1_pre-pilot/verification_round2_amt.csv_1110,2
"[['http://object-naming-amore.upf.edu//2413949_162930_singleton_obj.png', ['zebra', 'nostril', 'giraffe']], ['http://object-naming-amore.upf.edu//2395312_1206290_supercat_unique.png', ['canoe', 'boat', 'man']], ['http://object-naming-amore.upf.edu//2332297_3234972_singleton_obj.png', ['toy', 'paper', 'child', 'girl']], ['http://object-naming-amore.upf.edu//2371381_1705791_supercat_unique.png', ['table', 'acna', 'desk', 'cat']], ['http://object-naming-amore.upf.edu//2376782_1716113_singleton_obj.png', ['trukc', 'wheel', 'truck', 'car']], ['http://object-naming-amore.upf.edu//2394374_464724_singleton_obj.png', ['table', 'desk', 'monitors', 'snowcap', 'computer']], ['http://object-naming-amore.upf.edu//2380266_546547_singleton_obj.png', ['motorbike', 'gate', 'vehicle', 'motorcycle', 'police motor bike', 'scooter', 'bike']]]","['7b226e6f737472696c223a20227365726966222c202267697261666665223a2022617269616c227d', '7b226d616e223a20227365726966222c2022626f6174223a2022617269616c227d', '7b227061706572223a20227365726966222c20226769726c223a2022617269616c227d', '7b2261636e61223a2022636f7572696572222c20226465736b223a2022617269616c227d', '7b227472756b63223a202273616e732d747275636b222c2022747275636b223a2022617269616c227d', '7b22736e6f77636170223a2022636f7572696572222c20226465736b223a2022617269616c227d', '7b2267617465223a20227365726966222c20226d6f746f726379636c65223a2022617269616c222c20226d6f746f7262696b65223a2022626f6c642d6d6f746f726379636c65227d']",../1_crowdsourced/to_be_redone_amt.csv_272___../1_pre-pilot/verification_round2_amt.csv_1118,2
"[['http://object-naming-amore.upf.edu//2377574_717430_singleton_obj.png', ['kitten', 'cat', 'kktten']], ['http://object-naming-amore.upf.edu//2360073_2465646_singleton_obj.png', ['food', 'pizza', 'pepperoni']], ['http://object-naming-amore.upf.edu//2387163_1278718_singleton_obj.png', ['building', 'brkdge', 'bridge', 'bus']], ['http://object-naming-amore.upf.edu//2415912_2791612_singleton_obj.png', ['drink', 'man', 'cup', 'wine']], ['http://object-naming-amore.upf.edu//2414271_297672_supercat_unique.png', ['sauerkraut', 'sausage', 'food', 'sauerkrajt']], ['http://object-naming-amore.upf.edu//2315920_3514830_singleton_obj.png', ['buffalo', 'hooves', 'animal', 'cow', 'bull']], ['http://object-naming-amore.upf.edu//2325301_2780279_singleton_obj.png', ['pavilion', 'awning', 'tent', 'shelter', 'pavilkon', 'canopy', 'covering']]]","['7b226b6b7474656e223a202273616e732d6b697474656e222c2022636174223a2022617269616c227d', '7b227065707065726f6e69223a20227365726966222c202270697a7a61223a2022617269616c227d', '7b2262726b646765223a202273616e732d627269646765222c2022627269646765223a2022617269616c227d', '7b226d616e223a20227365726966222c202277696e65223a2022617269616c227d', '7b2273617565726b72616a74223a202273616e732d73617565726b72617574227d', '7b22686f6f766573223a20227365726966227d', '7b22706176696c6b6f6e223a202273616e732d706176696c696f6e227d']",../1_crowdsourced/to_be_redone_amt.csv_273___../1_pre-pilot/verification_round2_amt.csv_1124,2
"[['http://object-naming-amore.upf.edu//2345006_1043028_singleton_obj.png', ['cracks', 'giraffe', 'animal']], ['http://object-naming-amore.upf.edu//2343235_925965_singleton_obj.png', ['desk', 'table', 'har']], ['http://object-naming-amore.upf.edu//2411082_316882_singleton_obj.png', ['vest', 'shirt', 'tank top', 'tankk top']], ['http://object-naming-amore.upf.edu//2412469_3171858_seed_ambiguous.png', ['fork', 'reflection', 'sidewalk', 'spoon']], ['http://object-naming-amore.upf.edu//2389437_3828614_seed_ambiguous.png', ['counteer', 'countertop', 'counter', 'sink']], ['http://object-naming-amore.upf.edu//2386619_517699_supercat_unique.png', ['keyboard', 'desk', 'table', 'computer desk', 'footsep']], ['http://object-naming-amore.upf.edu//2343503_923007_seed_ambiguous.png', ['kid', 't-shirt', 'hand', 'person', 'boy', 'glass', 'child']]]","['7b22637261636b73223a2022636f7572696572222c202267697261666665223a2022617269616c227d', '7b22686172223a2022636f7572696572222c20226465736b223a2022617269616c227d', '7b2274616e6b6b20746f70223a202273616e732d74616e6b20746f70222c20227368697274223a2022617269616c227d', '7b227369646577616c6b223a20227365726966222c202273706f6f6e223a2022617269616c227d', '7b22636f756e74656572223a202273616e732d636f756e746572222c2022636f756e746572223a2022617269616c227d', '7b22666f6f74736570223a2022636f7572696572222c20226465736b223a2022617269616c227d', '7b2268616e64223a20227365726966222c2022626f79223a2022617269616c222c20226368696c64223a2022626f6c642d6b6964227d']",../1_crowdsourced/to_be_redone_amt.csv_274___../1_pre-pilot/verification_round2_amt.csv_1128,2
"[['http://object-naming-amore.upf.edu//2326690_2904084_singleton_obj.png', ['letutce', 'lettuce', 'salad']], ['http://object-naming-amore.upf.edu//2336965_2892964_supercat_unique.png', ['boy', 'child', 'nose']], ['http://object-naming-amore.upf.edu//2390519_1249583_supercat_unique.png', ['jar', 'glass', 'bottle', 'background']], ['http://object-naming-amore.upf.edu//2375564_2673140_singleton_obj.png', ['water', 'sailboat', 'boat', 'ship']], ['http://object-naming-amore.upf.edu//2350315_2369256_singleton_obj.png', ['chair', 'table', 'bench', 'fun']], ['http://object-naming-amore.upf.edu//2327376_2800902_singleton_obj.png', ['bathtub', 'toilet', 'bathhtub', 'tub', 'bath']], ['http://object-naming-amore.upf.edu//2349292_1900706_supercat_unique.png', ['man', 'shirt', 'sweatshirt', 'glasses', 't-shirt', 'sweater', 'pant']]]","['7b226c657475746365223a202273616e732d6c657474756365222c202273616c6164223a2022617269616c227d', '7b226e6f7365223a20227365726966222c2022626f79223a2022617269616c227d', '7b226261636b67726f756e64223a20227365726966222c2022626f74746c65223a2022617269616c227d', '7b227761746572223a20227365726966222c2022626f6174223a2022617269616c227d', '7b2266756e223a2022636f7572696572222c202262656e6368223a2022617269616c227d', '7b226261746868747562223a202273616e732d62617468747562222c202262617468747562223a2022617269616c222c202262617468223a2022626f6c642d626174687475622c747562227d', '7b22676c6173736573223a20227365726966222c20227368697274223a2022617269616c227d']",../1_crowdsourced/to_be_redone_amt.csv_275___../1_pre-pilot/verification_round2_amt.csv_1141,2
"[['http://object-naming-amore.upf.edu//2358262_2481244_singleton_obj.png', ['sezgull', 'seagull', 'bird']], ['http://object-naming-amore.upf.edu//713614_1586404_seed_ambiguous.png', ['line', 'truck', 'lorry']], ['http://object-naming-amore.upf.edu//2342557_932804_supercat_unique.png', ['ear', 'chairs', 'chair', 'dog']], ['http://object-naming-amore.upf.edu//2354989_833829_supercat_unique.png', ['sandich', 'food', 'sandwich', 'burger']], ['http://object-naming-amore.upf.edu//2417156_3792310_supercat_unique.png', ['shoulder', 't-shirt', 'shirt', 'lady']], ['http://object-naming-amore.upf.edu//2377661_3194726_seed_ambiguous.png', ['bench', 'booth', 'cffee', 'table', 'coffee']], ['http://object-naming-amore.upf.edu//2353725_843566_supercat_unique.png', ['knife', 'drink', 'glass', 'food', 'jar', 'cup', 'juice']]]","['7b2273657a67756c6c223a202273616e732d73656167756c6c222c202262697264223a2022617269616c227d', '7b226c696e65223a20227365726966222c2022747275636b223a2022617269616c227d', '7b22656172223a20227365726966222c20226368616972223a2022617269616c222c2022636861697273223a2022626f6c642d6368616972227d', '7b2273616e64696368223a202273616e732d73616e6477696368222c202273616e6477696368223a2022617269616c227d', '7b226c616479223a20227365726966227d', '7b226366666565223a202273616e732d636f66666565222c2022626f6f7468223a2022617269616c227d', '7b226b6e696665223a20227365726966222c2022637570223a2022617269616c227d']",../1_crowdsourced/to_be_redone_amt.csv_276___../1_pre-pilot/verification_round2_amt.csv_1144,2
