items,quality_control
"[['http://object-naming-amore.upf.edu//2354201_840371_seed_ambiguous.png', ['buzzard', 'pillow', 'bed']], ['http://object-naming-amore.upf.edu//2386689_1283528_singleton_obj.png', ['box', 'table', 'desk']], ['http://object-naming-amore.upf.edu//2330907_2846096_singleton_obj.png', ['cat', 'box', 'crumb', 'animal']], ['http://object-naming-amore.upf.edu//2397897_1185334_singleton_obj.png', ['keyboard', 'mouse', 'table', 'hit', 'desk']], ['http://object-naming-amore.upf.edu//2361090_784177_supercat_unique.png', ['shirt', 't-shirt', 'sweater', 'jacket', 'wall']], ['http://object-naming-amore.upf.edu//2364829_2135835_supercat_ambiguous.png', ['toddleer', 'person', 'shoe', 'baby', 'child', 'toddler', 'dress', 'girl']]]","['7b2262757a7a617264223a2022636f7572696572222c2022626564223a2022617269616c227d', '7b22626f78223a20227365726966222c20226465736b223a2022617269616c227d', '7b226372756d62223a20227365726966222c2022636174223a2022617269616c227d', '7b22686974223a2022636f7572696572222c20226465736b223a2022617269616c227d', '7b2277616c6c223a20227365726966222c20227368697274223a2022617269616c227d', '7b22746f64646c656572223a202273616e732d746f64646c6572222c20226368696c64223a2022617269616c222c202262616279223a2022626f6c642d6368696c64227d']"
"[['http://object-naming-amore.upf.edu//2352357_2457494_singleton_obj.png', ['car', 'lights', 'train']], ['http://object-naming-amore.upf.edu//2332228_3424742_singleton_obj.png', ['leaf', 'bench', 'table']], ['http://object-naming-amore.upf.edu//2406559_1868157_seed_ambiguous.png', ['train', 'caboose', 'trian caboose', 'train caboose']], ['http://object-naming-amore.upf.edu//2396639_442019_supercat_ambiguous.png', ['bottle', 'beer bottle', 'pizza', 'beer', 'crust']], ['http://object-naming-amore.upf.edu//2330368_3391481_singleton_obj.png', ['sofa', 'laptop', 'sfa', 'couch', 'bed']], ['http://object-naming-amore.upf.edu//2415390_3297509_seed_ambiguous.png', ['mobile', 'lady', 'dot', 'shirt', 'woman', 'phone', 'girl', 'person']]]","['7b226c6967687473223a20227365726966227d', '7b226c656166223a20227365726966222c202262656e6368223a2022617269616c227d', '7b22747269616e206361626f6f7365223a202273616e732d747261696e206361626f6f7365222c2022747261696e223a2022617269616c227d', '7b226372757374223a20227365726966222c2022626f74746c65223a2022617269616c227d', '7b22736661223a202273616e732d736f6661222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b22646f74223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2372980_589705_supercat_unique.png', ['steer', 'hand', 'cow']], ['http://object-naming-amore.upf.edu//2414021_161361_supercat_unique.png', ['curtain', 'woman', 'control']], ['http://object-naming-amore.upf.edu//2376439_3685247_singleton_obj.png', ['bathtub', 'rug', 'sink', 'tub']], ['http://object-naming-amore.upf.edu//2388981_1265050_singleton_obj.png', ['table', 'stools', 'cabinet', 'cupboard', 'furniture']], ['http://object-naming-amore.upf.edu//2319601_3097148_singleton_obj.png', ['plate', 'tqble', 'bench', 'fork', 'table']], ['http://object-naming-amore.upf.edu//2331371_3065243_supercat_unique.png', ['person', 'tennis player', 'stem', 't-shirt', 'man', 'player', 'guy', 'boy']]]","['7b2268616e64223a20227365726966222c2022636f77223a2022617269616c227d', '7b22636f6e74726f6c223a20227365726966222c20226375727461696e223a2022617269616c227d', '7b22727567223a20227365726966222c202262617468747562223a2022617269616c222c2022747562223a2022626f6c642d62617468747562227d', '7b2273746f6f6c73223a20227365726966222c2022636162696e6574223a2022617269616c227d', '7b227471626c65223a202273616e732d7461626c65222c20227461626c65223a2022617269616c227d', '7b227374656d223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2377975_1725764_singleton_obj.png', ['bench', 'book', 'blok']], ['http://object-naming-amore.upf.edu//2323172_2953667_singleton_obj.png', ['girl', 'woman', 'wall']], ['http://object-naming-amore.upf.edu//2228_1629480_singleton_obj.png', ['wheel', 'vehicle', 'veihcle', 'car']], ['http://object-naming-amore.upf.edu//2323938_3362115_singleton_obj.png', ['food', 'rice', 'riice', 'cheese', 'cake']], ['http://object-naming-amore.upf.edu//2373100_734336_seed_ambiguous.png', ['mat', 'carpet', 'rug', 'village', 'floor']], ['http://object-naming-amore.upf.edu//2358617_1795704_seed_ambiguous.png', ['dress', 'child', 'person', 'shirt', 't-shirt', 'kid', 'leaf', 'boy']]]","['7b22626c6f6b223a202273616e732d626f6f6b222c202262656e6368223a2022617269616c227d', '7b2277616c6c223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b2276656968636c65223a202273616e732d76656869636c65222c2022636172223a2022617269616c227d', '7b227269696365223a202273616e732d72696365222c202272696365223a2022617269616c227d', '7b2276696c6c616765223a2022636f7572696572222c2022727567223a2022617269616c222c2022636172706574223a2022626f6c642d727567227d', '7b226c656166223a20227365726966222c2022626f79223a2022617269616c222c20226368696c64223a2022626f6c642d6b6964227d']"
"[['http://object-naming-amore.upf.edu//2359272_794704_singleton_obj.png', ['plane', 'airplane', 'logo']], ['http://object-naming-amore.upf.edu//2408225_265794_singleton_obj.png', ['caboose', 'ladder', 'train']], ['http://object-naming-amore.upf.edu//2379175_1360285_singleton_obj.png', ['person', 'reactor', 'tennis player', 'woman']], ['http://object-naming-amore.upf.edu//2353669_2914442_singleton_obj.png', ['peerson', 'class', 'person', 'girl', 'man']], ['http://object-naming-amore.upf.edu//2365816_2104696_supercat_unique.png', ['pizza', 'plate', 'fork', 'food', 'pasta']], ['http://object-naming-amore.upf.edu//2331747_3282314_singleton_obj.png', ['boy', 'man', 'dirt', 'catcher', 'player', 'shoe', 'baseball player', 'person']]]","['7b226c6f676f223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226c6164646572223a20227365726966222c2022747261696e223a2022617269616c227d', '7b2272656163746f72223a2022636f7572696572222c2022776f6d616e223a2022617269616c227d', '7b2270656572736f6e223a202273616e732d706572736f6e227d', '7b22666f726b223a20227365726966227d', '7b2264697274223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2379410_1357819_singleton_obj.png', ['airplane', 'plane', 'dump']], ['http://object-naming-amore.upf.edu//2328036_2922694_singleton_obj.png', ['taboe', 'table', 'cups']], ['http://object-naming-amore.upf.edu//2380816_1341916_singleton_obj.png', ['bowl', 'food', 'bol', 'plate']], ['http://object-naming-amore.upf.edu//2401335_400494_singleton_obj.png', ['pedals', 'furniture', 'bed', 'sofa', 'chair']], ['http://object-naming-amore.upf.edu//2374289_2534705_singleton_obj.png', ['jacket', 'chair', 'shirt', 'computer', 'desk chair']], ['http://object-naming-amore.upf.edu//2377783_716461_singleton_obj.png', ['bat', 'baseball player', 'person', 'catchre', 'catcher', 'athlete', 'man', 'umpire']]]","['7b2264756d70223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b227461626f65223a202273616e732d7461626c65222c20227461626c65223a2022617269616c227d', '7b22626f6c223a202273616e732d626f776c222c2022626f776c223a2022617269616c227d', '7b22706564616c73223a2022636f7572696572227d', '7b22636f6d7075746572223a20227365726966222c20226368616972223a2022617269616c227d', '7b2263617463687265223a202273616e732d63617463686572222c202263617463686572223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2320329_994159_supercat_unique.png', ['bottle', 'person', 'woman']], ['http://object-naming-amore.upf.edu//2353256_847939_singleton_obj.png', ['number', 'locomotive', 'train']], ['http://object-naming-amore.upf.edu//1160051_1600838_singleton_obj.png', ['couch', 'ceiling', 'rug', 'sofa']], ['http://object-naming-amore.upf.edu//2346456_899277_singleton_obj.png', ['surfer', 'person', 'woman', 'dress', 'wojan']], ['http://object-naming-amore.upf.edu//2356044_824057_supercat_unique.png', ['bed', 'woman', 'pillow', 'bed heet', 'bed sheet']], ['http://object-naming-amore.upf.edu//2357448_3389070_seed_ambiguous.png', ['t-shirt', 'watch', 'jcaket', 'suit', 'blazer', 'jacket', 'coat', 'shirt']]]","['7b22626f74746c65223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b226e756d626572223a20227365726966222c2022747261696e223a2022617269616c227d', '7b226365696c696e67223a20227365726966222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b22776f6a616e223a202273616e732d776f6d616e222c2022776f6d616e223a2022617269616c227d', '7b226265642068656574223a202273616e732d626564207368656574222c2022626564223a2022617269616c227d', '7b226a63616b6574223a202273616e732d6a61636b6574227d']"
"[['http://object-naming-amore.upf.edu//2315539_3333612_supercat_unique.png', ['bench', 'chair', 'bnch']], ['http://object-naming-amore.upf.edu//2316881_1051404_singleton_obj.png', ['airplane', 'plane', 'nose']], ['http://object-naming-amore.upf.edu//2354285_839715_supercat_unique.png', ['dress', 't-shirt', 'shirt', 't-shiirt']], ['http://object-naming-amore.upf.edu//2323600_3094672_seed_ambiguous.png', ['caboose', 'train', 'car', 'train car', 'window']], ['http://object-naming-amore.upf.edu//2382709_537673_supercat_unique.png', ['coke', 'soda', 'pepsi', 'bottle', 'drink']], ['http://object-naming-amore.upf.edu//2395757_451253_supercat_unique.png', ['woman', 'person', 'rider', 'coat', 'lady', 'injured', 'cap', 'jockey']]]","['7b22626e6368223a202273616e732d62656e6368222c202262656e6368223a2022617269616c227d', '7b226e6f7365223a20227365726966222c2022706c616e65223a2022617269616c222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22742d736869697274223a202273616e732d742d7368697274222c20226472657373223a2022617269616c227d', '7b2277696e646f77223a20227365726966227d', '7b22636f6b65223a2022636f7572696572227d', '7b22696e6a75726564223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2332326_3158868_singleton_obj.png', ['becnh', 'bench', 'table']], ['http://object-naming-amore.upf.edu//2366987_2227001_singleton_obj.png', ['ground', 'wheel', 'cat']], ['http://object-naming-amore.upf.edu//2381130_707112_singleton_obj.png', ['furniture', 'bench', 'rocky', 'chair']], ['http://object-naming-amore.upf.edu//2367441_622452_seed_ambiguous.png', ['floor', 'rug', 'carpte', 'remote', 'carpet']], ['http://object-naming-amore.upf.edu//2327056_3493854_singleton_obj.png', ['food', 'cheese', 'pizza', 'topping', 'toppings']], ['http://object-naming-amore.upf.edu//2362030_2615851_singleton_obj.png', ['guy', 'man', 'player', 't-shirt', 'tawel', 'person', 'ball', 'tennis player']]]","['7b226265636e68223a202273616e732d62656e6368222c202262656e6368223a2022617269616c227d', '7b2267726f756e64223a2022636f7572696572222c2022636174223a2022617269616c227d', '7b22726f636b79223a2022636f7572696572222c202262656e6368223a2022617269616c227d', '7b22636172707465223a202273616e732d636172706574222c2022636172706574223a2022617269616c222c2022727567223a2022626f6c642d636172706574227d', '7b22746f7070696e67223a20227365726966222c202270697a7a61223a2022617269616c227d', '7b22746177656c223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2379643_551433_seed_ambiguous.png', ['animal', 'giraffe', 'leg']], ['http://object-naming-amore.upf.edu//2319848_998228_singleton_obj.png', ['couch', 'sofa', 'sig']], ['http://object-naming-amore.upf.edu//2416595_2771920_supercat_unique.png', ['homes', 'furniture', 'bench', 'chair']], ['http://object-naming-amore.upf.edu//2411288_359832_singleton_obj.png', ['child', 'people', 'die', 'kid', 'girl']], ['http://object-naming-amore.upf.edu//2344656_2073398_singleton_obj.png', ['table', 'desk', 'glass', 'chair', 'tagle']], ['http://object-naming-amore.upf.edu//2351789_2219762_seed_ambiguous.png', ['shoe', 'player', 'soccer player', 'playr', 'boy', 't-shirt', 'guy', 'man']]]","['7b226c6567223a20227365726966222c202267697261666665223a2022617269616c227d', '7b22736967223a2022636f7572696572222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b22686f6d6573223a20227365726966222c202262656e6368223a2022617269616c227d', '7b2270656f706c65223a20227365726966222c20226769726c223a2022617269616c222c20226368696c64223a2022626f6c642d6b6964227d', '7b227461676c65223a202273616e732d7461626c65227d', '7b22706c617972223a202273616e732d706c61796572227d']"
"[['http://object-naming-amore.upf.edu//2366641_2653938_singleton_obj.png', ['subway', 'flasher', 'train']], ['http://object-naming-amore.upf.edu//2364363_641577_singleton_obj.png', ['letter', 'airplane', 'train']], ['http://object-naming-amore.upf.edu//2338234_954861_supercat_unique.png', ['vehicle', 'car', 'race car', 'couter']], ['http://object-naming-amore.upf.edu//2385895_1291693_singleton_obj.png', ['tile', 'seat', 'toilet', 'toilet bowl', 'toilet seat']], ['http://object-naming-amore.upf.edu//32_1058643_seed_ambiguous.png', ['grouns', 'cabinet', 'cupboard', 'wood', 'cabinets']], ['http://object-naming-amore.upf.edu//2350164_1668548_singleton_obj.png', ['boy', 'wetsuit', 'jacket', 'person', 'child', 'surfer', 'bank', 'man']]]","['7b22666c6173686572223a2022636f7572696572222c2022747261696e223a2022617269616c227d', '7b226c6574746572223a20227365726966222c2022747261696e223a2022617269616c227d', '7b22636f75746572223a2022636f7572696572222c2022636172223a2022617269616c227d', '7b2274696c65223a20227365726966227d', '7b2267726f756e73223a2022636f7572696572222c2022636162696e6574223a2022617269616c222c2022636162696e657473223a2022626f6c642d636162696e6574227d', '7b2262616e6b223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2363149_2160438_supercat_unique.png', ['shirt', 'copala', 't-shirt']], ['http://object-naming-amore.upf.edu//2357978_807275_singleton_obj.png', ['train', 'molly', 'car']], ['http://object-naming-amore.upf.edu//2368377_1886755_singleton_obj.png', ['aircraft', 'airpalne', 'plane', 'airplane']], ['http://object-naming-amore.upf.edu//2405083_335088_supercat_unique.png', ['baby', 'child', 'toddler', 'vehicle', 'girl']], ['http://object-naming-amore.upf.edu//2356535_3197747_singleton_obj.png', ['t-shirt', 'sofa', 'chair', 'av', 'couch']], ['http://object-naming-amore.upf.edu//2400164_1162141_seed_ambiguous.png', ['soccer player', 'man', 'shoe', 'shirt', 'player', 'guy', 't-shirt', 'field']]]","['7b22636f70616c61223a2022636f7572696572222c20227368697274223a2022617269616c227d', '7b226d6f6c6c79223a2022636f7572696572227d', '7b2261697270616c6e65223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2276656869636c65223a20227365726966222c20226368696c64223a2022617269616c222c202262616279223a2022626f6c642d6368696c64227d', '7b226176223a2022636f7572696572222c2022636f756368223a2022626f6c642d736f6661227d', '7b226669656c64223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2408852_1091753_singleton_obj.png', ['man', 'person', 'eyes']], ['http://object-naming-amore.upf.edu//2363001_769316_supercat_ambiguous.png', ['antler', 'train', 'car']], ['http://object-naming-amore.upf.edu//2382580_1327789_singleton_obj.png', ['ribbon', 'kite', 'plane', 'airplane']], ['http://object-naming-amore.upf.edu//2417716_3367050_supercat_ambiguous.png', ['building', 'barn', 'shed', 'brn', 'house']], ['http://object-naming-amore.upf.edu//2399115_1172166_singleton_obj.png', ['shorts', 'girl', 'bike', 'person', 'woman']], ['http://object-naming-amore.upf.edu//2336632_2496358_singleton_obj.png', ['letter', 'container', 'tank', 'bowl', 'water', 'fruit', 'aquarium', 'bottle']]]","['7b2265796573223a20227365726966222c20226d616e223a2022617269616c227d', '7b22616e746c6572223a2022636f7572696572227d', '7b22726962626f6e223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2262726e223a202273616e732d6261726e227d', '7b2273686f727473223a20227365726966227d', '7b226c6574746572223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2367014_1693457_singleton_obj.png', ['animal', 'leg', 'cat']], ['http://object-naming-amore.upf.edu//2397754_1186751_seed_ambiguous.png', ['anial', 'cow', 'animal']], ['http://object-naming-amore.upf.edu//2384359_3846990_singleton_obj.png', ['plae', 'table', 'plate', 'counter']], ['http://object-naming-amore.upf.edu//2370791_3104884_singleton_obj.png', ['counter', 'basin', 'light', 'countertop', 'sink']], ['http://object-naming-amore.upf.edu//2373018_734621_supercat_unique.png', ['bnech', 'bench', 'cup', 'table', 'seat']], ['http://object-naming-amore.upf.edu//2380479_545272_singleton_obj.png', ['batter', 'person', 'boy', 'helmet', 'child', 'baseball player', 'player', 'referee']]]","['7b226c6567223a20227365726966222c2022636174223a2022617269616c227d', '7b22616e69616c223a202273616e732d616e696d616c222c2022636f77223a2022617269616c227d', '7b22706c6165223a202273616e732d706c617465222c20227461626c65223a2022617269616c227d', '7b226c69676874223a20227365726966227d', '7b22626e656368223a202273616e732d62656e6368222c202262656e6368223a2022617269616c227d', '7b2272656665726565223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2378650_1366660_supercat_unique.png', ['bat', 'grass', 'dress']], ['http://object-naming-amore.upf.edu//2339346_2824311_supercat_unique.png', ['chair', 'seat', 'umbrella']], ['http://object-naming-amore.upf.edu//2399162_661901_singleton_obj.png', ['cup', 'vase', 'pokers', 'bowl']], ['http://object-naming-amore.upf.edu//2364594_2581620_singleton_obj.png', ['mustard', 'food', 'cheese', 'hotdog', 'napkin']], ['http://object-naming-amore.upf.edu//2338093_2786665_singleton_obj.png', ['design', 'suit', 'coat', 'shirt', 'jacket']], ['http://object-naming-amore.upf.edu//2416197_2866088_supercat_ambiguous.png', ['player', 'person', 'athlete', 'cap', 'serving', 'baseball player', 'pitcher', 'man']]]","['7b226772617373223a20227365726966222c20226472657373223a2022617269616c227d', '7b22756d6272656c6c61223a20227365726966222c20226368616972223a2022617269616c227d', '7b22706f6b657273223a2022636f7572696572222c2022626f776c223a2022617269616c227d', '7b226e61706b696e223a20227365726966227d', '7b2264657369676e223a20227365726966227d', '7b2273657276696e67223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2324635_3417503_singleton_obj.png', ['water', 'wheelchair', 'chair']], ['http://object-naming-amore.upf.edu//2395559_453309_singleton_obj.png', ['ahimal', 'animal', 'cat']], ['http://object-naming-amore.upf.edu//2336913_2340730_singleton_obj.png', ['overpass', 'train', 'bridge', 'ovverpass']], ['http://object-naming-amore.upf.edu//2352577_2546683_singleton_obj.png', ['man', 'guy', 'perwon', 'boy', 'person']], ['http://object-naming-amore.upf.edu//2331489_971776_singleton_obj.png', ['table', 'laptop', 'desk', 'desktop', 'decor']], ['http://object-naming-amore.upf.edu//2336897_2324420_seed_ambiguous.png', ['table', 'cup', 'buffet', 'sideboard', 'desk', 'dresser', 'cabinet', 'dressr']]]","['7b227761746572223a20227365726966222c2022776865656c6368616972223a2022617269616c227d', '7b226168696d616c223a202273616e732d616e696d616c222c2022636174223a2022617269616c227d', '7b226f7676657270617373223a202273616e732d6f76657270617373227d', '7b22706572776f6e223a202273616e732d706572736f6e227d', '7b226465636f72223a2022636f7572696572222c20226465736b223a2022617269616c227d', '7b22647265737372223a202273616e732d64726573736572222c2022627566666574223a2022626f6c642d73696465626f617264227d']"
"[['http://object-naming-amore.upf.edu//2397514_1189253_seed_ambiguous.png', ['girl', 'purse', 'woman']], ['http://object-naming-amore.upf.edu//2331793_2734469_singleton_obj.png', ['wheel', 'private', 'car']], ['http://object-naming-amore.upf.edu//2407240_1098329_singleton_obj.png', ['lights', 'airplane', 'plane', 'jet']], ['http://object-naming-amore.upf.edu//2315459_3180754_singleton_obj.png', ['laptop', 'frog', 'man', 'person', 'keyboard']], ['http://object-naming-amore.upf.edu//2320739_3273174_seed_ambiguous.png', ['hari', 'chain', 'person', 'dress', 'woman']], ['http://object-naming-amore.upf.edu//2398683_3819902_singleton_obj.png', ['child', 'fence', 'player', 'wall', 'boy', 'racket', 'shoe', 'tennis player']]]","['7b227075727365223a20227365726966227d', '7b2270726976617465223a2022636f7572696572222c2022636172223a2022617269616c227d', '7b226c6967687473223a20227365726966222c2022706c616e65223a2022617269616c222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b2266726f67223a2022636f7572696572222c20226d616e223a2022617269616c227d', '7b2268617269223a2022636f7572696572222c2022776f6d616e223a2022617269616c227d', '7b227261636b6574223a20227365726966222c202266656e6365223a2022617269616c222c202277616c6c223a2022626f6c642d66656e6365227d']"
"[['http://object-naming-amore.upf.edu//2394813_1932999_singleton_obj.png', ['flag', 'skier', 'man']], ['http://object-naming-amore.upf.edu//2376606_1814142_singleton_obj.png', ['freezer', 'woman', 'girl']], ['http://object-naming-amore.upf.edu//2374314_727577_supercat_unique.png', ['cat', 'hat', 'cap', 'wrords']], ['http://object-naming-amore.upf.edu//3966_3794619_supercat_unique.png', ['table', 'desk', 'wood', 'easel', 'lakers']], ['http://object-naming-amore.upf.edu//2367738_750411_singleton_obj.png', ['human', 'girl', 'woman', 't-shift', 't-shirt']], ['http://object-naming-amore.upf.edu//2396805_440385_singleton_obj.png', ['baseball player', 'player', 'pitcher', 'child', 'kid', 'cap', 'boy', 'sausge']]]","['7b22666c6167223a20227365726966222c2022736b696572223a2022617269616c227d', '7b22667265657a6572223a20227365726966227d', '7b2277726f726473223a2022636f7572696572222c2022686174223a2022617269616c227d', '7b226c616b657273223a2022636f7572696572222c20226465736b223a2022617269616c227d', '7b22742d7368696674223a202273616e732d742d7368697274227d', '7b22736175736765223a2022636f7572696572222c2022626f79223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d']"
"[['http://object-naming-amore.upf.edu//2339787_2077015_singleton_obj.png', ['seeds', 'plane', 'airplane']], ['http://object-naming-amore.upf.edu//2379524_1356830_singleton_obj.png', ['sky', 'boat', 'building']], ['http://object-naming-amore.upf.edu//2368274_1991443_singleton_obj.png', ['ferry', 'boat', 'ship', 'shpi']], ['http://object-naming-amore.upf.edu//2410022_227967_singleton_obj.png', ['room', 'person', 'woman', 'scissors', 't-shirt']], ['http://object-naming-amore.upf.edu//2344997_2437276_supercat_unique.png', ['food', 'bun', 'sandwich', 'hotdoog', 'hotdog']], ['http://object-naming-amore.upf.edu//2410183_224006_supercat_ambiguous.png', ['man', 'boy', 'person', 'frisbee player', 'player', 't-hirt', 't-shirt', 'woman']]]","['7b227365656473223a2022636f7572696572222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22736b79223a20227365726966222c2022626f6174223a2022617269616c227d', '7b2273687069223a202273616e732d73686970222c2022626f6174223a2022617269616c227d', '7b22726f6f6d223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b22686f74646f6f67223a202273616e732d686f74646f67227d', '7b22742d68697274223a202273616e732d742d7368697274227d']"
"[['http://object-naming-amore.upf.edu//2354802_3798415_singleton_obj.png', ['whedl', 'car', 'wheel']], ['http://object-naming-amore.upf.edu//2377931_1938949_singleton_obj.png', ['plane', 'window', 'airplane']], ['http://object-naming-amore.upf.edu//2376838_1881339_singleton_obj.png', ['sujtcase', 'chair', 'sofa', 'suitcase']], ['http://object-naming-amore.upf.edu//2319931_997480_singleton_obj.png', ['desk', 'countertop', 'table', 'counter', 'gamer']], ['http://object-naming-amore.upf.edu//2322892_3416955_supercat_ambiguous.png', ['girl', 'kid', 'perspn', 'child', 'person']], ['http://object-naming-amore.upf.edu//2365333_1851410_supercat_unique.png', ['knife', 'server', 'utensil', 'spoon', 'spatla', 'spatula', 'cake', 'cake server']]]","['7b22776865646c223a202273616e732d776865656c222c2022636172223a2022617269616c227d', '7b2277696e646f77223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b2273756a7463617365223a202273616e732d7375697463617365222c20226368616972223a2022617269616c227d', '7b2267616d6572223a2022636f7572696572222c2022636f756e746572223a2022617269616c227d', '7b2270657273706e223a202273616e732d706572736f6e222c20226368696c64223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d', '7b22737061746c61223a202273616e732d73706174756c61227d']"
"[['http://object-naming-amore.upf.edu//2334247_3366437_singleton_obj.png', ['can', 'bottle', 'bong']], ['http://object-naming-amore.upf.edu//2363136_2299928_singleton_obj.png', ['benh', 'chair', 'bench']], ['http://object-naming-amore.upf.edu//2320763_1049321_singleton_obj.png', ['carpet', 'floor', 'rug', 'flopr']], ['http://object-naming-amore.upf.edu//2353317_847273_supercat_unique.png', ['sandwich', 'boat', 'htodog', 'hotdog', 'food']], ['http://object-naming-amore.upf.edu//2328035_3181370_supercat_unique.png', ['shirt', 'suit', 'vest', 'eyeglasses', 'tie']], ['http://object-naming-amore.upf.edu//2386729_517055_seed_ambiguous.png', ['bedsheets', 'wardrobe', 'amp', 'armoire', 'cabinet', 'bed', 'dresser', 'armor']]]","['7b2263616e223a20227365726966222c2022626f74746c65223a2022617269616c227d', '7b2262656e68223a202273616e732d62656e6368222c202262656e6368223a2022617269616c227d', '7b22666c6f7072223a202273616e732d666c6f6f72222c2022727567223a2022617269616c222c2022636172706574223a2022626f6c642d727567227d', '7b2268746f646f67223a202273616e732d686f74646f67227d', '7b22657965676c6173736573223a20227365726966222c20227368697274223a2022617269616c227d', '7b22616d70223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2347576_2470574_singleton_obj.png', ['bike', 'motorcycle', 'ground']], ['http://object-naming-amore.upf.edu//2412076_203361_supercat_unique.png', ['edge', 'man', 'shirt']], ['http://object-naming-amore.upf.edu//2402102_392715_singleton_obj.png', ['truck', 'vehicle', 'train', 'people']], ['http://object-naming-amore.upf.edu//2361055_1830080_singleton_obj.png', ['bed', 'pillow', 'mirror', 'cat', 'couch']], ['http://object-naming-amore.upf.edu//2416144_3238412_singleton_obj.png', ['counter', 'dialer', 'vanity', 'cabinet', 'sink']], ['http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png', ['bun', 'food', 'hot dog and fries', 'plate', 'sauce', 'sandwich', 'meal', 'hotdog']]]","['7b2267726f756e64223a20227365726966222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b2265646765223a20227365726966222c20227368697274223a2022617269616c227d', '7b2270656f706c65223a20227365726966222c2022747275636b223a2022617269616c227d', '7b226d6972726f72223a20227365726966222c2022626564223a2022617269616c227d', '7b226469616c6572223a2022636f7572696572227d', '7b227361756365223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2387697_511643_singleton_obj.png', ['train', 'table', 'pylons']], ['http://object-naming-amore.upf.edu//713032_1577943_singleton_obj.png', ['wing', 'airplane', 'plane']], ['http://object-naming-amore.upf.edu//2410146_224932_singleton_obj.png', ['boat', 'ship', 'sai lboat', 'sail boat']], ['http://object-naming-amore.upf.edu//2388974_669526_singleton_obj.png', ['pasta salad', 'food', 'pasta', 'hoist', 'salad']], ['http://object-naming-amore.upf.edu//286087_3697556_supercat_unique.png', ['bench', 'desk', 'hat', 'counter', 'table']], ['http://object-naming-amore.upf.edu//2352941_3023843_seed_ambiguous.png', ['pizza', 'counter', 'table', 'buffet', 'plate', 'foods', 'entrail', 'countertop']]]","['7b2270796c6f6e73223a20227365726966222c2022747261696e223a2022617269616c227d', '7b2277696e67223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22736169206c626f6174223a202273616e732d7361696c20626f6174222c2022626f6174223a2022617269616c227d', '7b22686f697374223a2022636f7572696572227d', '7b22686174223a20227365726966222c20227461626c65223a2022617269616c227d', '7b22656e747261696c223a2022636f7572696572222c2022636f756e746572223a2022617269616c222c2022627566666574223a2022626f6c642d636f756e746572227d']"
